@id,@form,@lemma,@postag
1,εἶτα,εἶτα,d--------
2,τῆς,ὁ,l-s---fg-
3,πέμπτης,πέμπτος,a-s---fg-
4,ἡμέρας,ἡμέρα,n-s---fg-
5,",",punc1,u--------
6,ἣ,ὅς,p-s---fn-
7,τῷ,ὁ,l-s---md-
8,ὅρκῳ,ὅρκος,n-s---md-
9,τελευταία,τελευταῖος,a-s---fn-
10,κατὰ,κατά,r--------
11,τὸν,ὁ,l-s---ma-
12,νόμον,νόμος,n-s---ma-
13,ἦν,εἰμί,v3siia---
14,",",punc1,u--------
15,ἀμφὶ,ἀμφί,r--------
16,δεκάτην,δέκατος,a-s---fa-
17,ὥραν,ὥρα,n-s---fa-
18,αὐτοὺς,αὐτός,p-p---ma-
19,κατὰ,κατά,r--------
20,σπουδὴν,σπουδή,n-s---fa-
21,συναγαγὼν,συνάγω,v-sapamn-
22,ἔφη,φημί,v3siia---
23,τὸν,ὁ,l-s---ma-
24,δῆμον,δῆμος,n-s---ma-
25,ἐσπουδακότα,σπουδάζω,v-srpama-
26,περὶ,περί,r--------
27,τὸν,ὁ,l-s---ma-
28,νόμον,νόμος,n-s---ma-
29,δεδιέναι,δείδω,v--rna---
30,",",punc1,u--------
31,μηχανὴν,μηχανή,n-s---fa-
32,δʼ,δέ,c--------
33,ὁρᾶν,ὁράω,v--pna---
34,καὶ,καί,c--------
35,σόφισμα,σόφισμα,n-s---na-
36,τοιόνδε,τοιόσδε,a-s---na_
37,·,punc1,u--------
