@id,@form,@lemma,@postag
1,ἐνοχλούμενος,ἐνοχλέω,v-sppemn-
2,δʼ,δέ,d--------
3,ὑπὸ,ὑπό,r--------
4,τῶν,ὁ,l-p---mg-
5,δημάρχων,δήμαρχος,n-p---mg-
6,καὶ,καί,c--------
7,τῶν,ὁ,l-p---mg-
8,πλουσίων,πλούσιος,a-p---mg-
9,",",punc1,u--------
10,οὐκ,οὐ,d--------
11,ἐώντων,ἐάω,v-pppamg-
12,ἀναδοθῆναι,ἀναδίδωμι,v--anp---
13,περὶ,περί,r--------
14,αὐτοῦ,αὐτός,p-s---mg-
15,χειροτονίαν,χειροτονία,n-s---fa-
16,",",punc1,u--------
17,ἀνέσχε,ἀνέχω,v3saia---
18,τὸ,ὁ,l-s---na-
19,σημεῖον,σημεῖον,n-s---na-
20,.,punc1,u--------
