,@id,@form,@lemma,@postag,@relation
0,1,καὶ,καί,d--------,AuxY
1,2,οὗτοι,οὗτος,p-p---mn-,SBJ
2,3,παρόντες,πάρειμι1,v-pppamn-,ADV_CO
3,4,καὶ,καί,c--------,COORD
4,5,ἐπιδημοῦντες,ἐπιδημέω,v-pppamn-,ADV_CO
5,6,",",punc1,u--------,AuxX
6,7,ἐξὸν,ἔξεστι,v-sppana-,ADV
7,8,αὐτοῖς,αὐτός,p-p---md-,OBJ
8,9,ἀπογράφεσθαι,ἀπογράφω,v--pne---,SBJ_CO
9,10,καὶ,καί,c--------,COORD
10,11,εἴργειν,ἔργω1,v--pna---,SBJ_CO
11,12,ἐμὲ,ἐγώ,p1s---ma-,OBJ
12,13,τούτων,οὗτος,p-p---ng-,OBJ
13,14,ἁπάντων,ἅπας,a-p---ng-,ATR
14,15,",",punc1,u--------,AuxX
15,16,οὐκ,οὐ,d--------,AuxZ
16,17,ἠξίουν,ἀξιόω,v3piia---,PRED
17,18,ἀπογράφεσθαι,ἀπογράφω,v--pne---,OBJ
18,19,:,punc1,u--------,AuxK
