@ref,@id,@form,@lemma,@postag,@relation
Leuven|0032-002|299|1,1,τὸ,ὁ,l-s---nn-,ATR
Leuven|0032-002|299|2,2,δὲ,δέ,d--------,AuxY
Leuven|0032-002|299|3,3,τὴν,ὁ,l-s---fa-,ATR
Leuven|0032-002|299|4,4,ἀκοὴν,ἀκοή,n-s---fa-,SBJ
Leuven|0032-002|299|5,5,δέχεσθαι,δέχομαι,v--pne---,SBJ_CO
Leuven|0032-002|299|6,6,μὲν,μέν,d--------,AuxY
Leuven|0032-002|299|7,7,πάσας,πᾶς,a-p---fa-,ATR
Leuven|0032-002|299|8,8,φωνάς,φωνή,n-p---fa-,OBJ
Leuven|0032-002|299|9,9,",",",",u--------,AuxX
Leuven|0032-002|299|10,10,ἐμπίμπλασθαι,ἐμπίπλημι,v--pne---,SBJ_CO
Leuven|0032-002|299|11,11,δὲ,δέ,d--------,COORD
Leuven|0032-002|299|12,12,μήποτε,μήποτε,d--------,ADV
Leuven|0032-002|299|13,13,·,·,u--------,AuxK
"""""",14,[0],"""""","""""",PRED
