@ref,@id,@form,@lemma,@postag,@relation
Leuven|0032-002|161|1,1,εἰπέ,λέγω,v2sama---,OBJ
Leuven|0032-002|161|2,2,μοι,ἐγώ,p1s---cd-,OBJ
Leuven|0032-002|161|3,3,",",",",u--------,AuxX
Leuven|0032-002|161|4,4,φάναι,φημί,v--pna---,OBJ
Leuven|0032-002|161|5,5,",",",",u--------,AuxX
Leuven|0032-002|161|6,6,ὦ,ὦ,i--------,AuxZ
Leuven|0032-002|161|7,7,Περίκλεις,Περικλῆς,n-s---mv-,ExD
Leuven|0032-002|161|8,8,",",",",u--------,AuxX
Leuven|0032-002|161|9,9,ἔχοις,ἔχω,v2spoa---,OBJ
Leuven|0032-002|161|10,10,ἄν,ἄν,d--------,AuxY
Leuven|0032-002|161|11,11,με,ἐγώ,p1s---ca-,OBJ
Leuven|0032-002|161|12,12,διδάξαι,διδάσκω,v--ana---,OBJ
Leuven|0032-002|161|13,13,τί,τίς,p-s---nn-,PNOM
Leuven|0032-002|161|14,14,ἐστι,εἰμί,v3spia---,OBJ
Leuven|0032-002|161|15,15,νόμος,νόμος,n-s---mn-,SBJ
Leuven|0032-002|161|16,16,;,;,u--------,AuxK
"""""",17,[0],"""""","""""",PRED
