@ref,@id,@form,@lemma,@postag,@relation
Leuven|0032-002|277|1,1,οὐκ,οὐ,d--------,AuxZ
Leuven|0032-002|277|2,2,οἶσθ’,οἶδα,v2sria---,PRED
Leuven|0032-002|277|3,3,ὅτι,ὅτι,c--------,AuxC
Leuven|0032-002|277|4,4,τοῦτο,οὗτος,p-s---nn-,ATR
Leuven|0032-002|277|5,5,τὸ,ὁ,l-s---nn-,ATR
Leuven|0032-002|277|6,6,θηρίον,θηρίον,n-s---nn-,SBJ
Leuven|0032-002|277|7,7,",",",",u--------,AuxX
Leuven|0032-002|277|8,8,ὃ,ὅς,p-s---na-,OBJ
Leuven|0032-002|277|9,9,καλοῦσι,καλέω,v3ppia---,ATR
Leuven|0032-002|277|10,10,καλὸν,καλός,a-s---na-,OCOMP_CO
Leuven|0032-002|277|11,11,καὶ,καί,c--------,COORD
Leuven|0032-002|277|12,12,ὡραῖον,ὡραῖος,a-s---na-,OCOMP_CO
Leuven|0032-002|277|13,13,",",",",u--------,AuxX
Leuven|0032-002|277|14,14,τοσούτῳ,τοσοῦτος,p-s---nd-,ADV
Leuven|0032-002|277|15,15,δεινότερόν,δεινός,a-s---nnc,PNOM
Leuven|0032-002|277|16,16,ἐστι,εἰμί,v3spia---,OBJ
Leuven|0032-002|277|17,17,τῶν,ὁ,l-p---ng-,ATR
Leuven|0032-002|277|18,18,φαλαγγίων,φαλάγγιον,n-p---ng-,ADV
Leuven|0032-002|277|19,19,",",",",u--------,AuxX
Leuven|0032-002|277|20,20,ὅσῳ,ὅσος,p-s---nd-,ADV
Leuven|0032-002|277|21,21,ἐκεῖνα,ἐκεῖνος,p-p---nn-,SBJ
Leuven|0032-002|277|22,22,μὲν,μέν,d--------,AuxY
Leuven|0032-002|277|23,23,ἁψάμενα,ἅπτω,v-papmna-,ADV
Leuven|0032-002|277|24,24,",",",",u--------,AuxX
Leuven|0032-002|277|25,25,τοῦτο,οὗτος,p-s---nn-,SBJ
Leuven|0032-002|277|26,26,δὲ,δέ,d--------,AuxY
Leuven|0032-002|277|27,27,οὐδ’,οὐδέ,d--------,AuxZ
Leuven|0032-002|277|28,28,ἁπτόμενον,ἅπτω,v-sppenn-,ADV
Leuven|0032-002|277|29,29,",",",",u--------,AuxX
Leuven|0032-002|277|30,30,ἐάν,ἐάν,c--------,AuxC
Leuven|0032-002|277|31,31,τις,τις,p-s---cn-,SBJ
Leuven|0032-002|277|32,32,αὐτὸ,αὐτός,p-s---na-,OBJ
Leuven|0032-002|277|33,33,θεᾶται,θεάω,v3spie---,ADV
Leuven|0032-002|277|34,34,",",",",u--------,AuxX
Leuven|0032-002|277|35,35,ἐνίησί,ἐνίημι,v3spia---,ADV_CO
Leuven|0032-002|277|36,36,τι,τις,p-s---na-,OBJ
Leuven|0032-002|277|37,37,καὶ,καί,d--------,AuxZ
Leuven|0032-002|277|38,38,πάνυ,πάνυ,d--------,ADV
Leuven|0032-002|277|39,39,πρόσωθεν,πρόσωθεν,d--------,ADV
Leuven|0032-002|277|40,40,τοιοῦτον,τοιοῦτος,p-s---na-,ATR
Leuven|0032-002|277|41,41,ὥστε,ὥστε,c--------,AuxC
Leuven|0032-002|277|42,42,μαίνεσθαι,μαίνομαι,v--pne---,OBJ
Leuven|0032-002|277|43,43,ποιεῖν,ποιέω,v--pna---,ADV
Leuven|0032-002|277|44,44,;,;,u--------,AuxK
"""""",45,[0],"""""","""""",PRED
