@ref,@id,@form,@lemma,@postag,@relation
Leuven|0032-002|42|1,1,τῶν,ὁ,l-p---mg-,ATR
Leuven|0032-002|42|2,2,τε,τε,c--------,AuxY
Leuven|0032-002|42|3,3,περὶ,περί,r--------,AuxP
Leuven|0032-002|42|4,4,τῆς,ὁ,l-s---fg-,ATR
Leuven|0032-002|42|5,5,τῶν,ὁ,l-p---ng-,ATR
Leuven|0032-002|42|6,6,πάντων,πᾶς,a-p---ng-,ATR
Leuven|0032-002|42|7,7,φύσεως,φύσις,n-s---fg-,ADV
Leuven|0032-002|42|8,8,μεριμνώντων,μεριμνάω,v-pppamg-,ATR
Leuven|0032-002|42|9,9,τοῖς,ὁ,l-p---md-,OBJ
Leuven|0032-002|42|10,10,μὲν,μέν,d--------,AuxY
Leuven|0032-002|42|11,11,δοκεῖν,δοκέω,v--pna---,OBJ_CO
Leuven|0032-002|42|12,12,ἓν,εἷς,m-s---na-,PNOM
Leuven|0032-002|42|13,13,μόνον,μόνος,a-s---na-,ATR
Leuven|0032-002|42|14,14,τὸ,ὁ,l-s---na-,ATR
Leuven|0032-002|42|15,15,ὂν,εἰμί,v-sppana-,SBJ
Leuven|0032-002|42|16,16,εἶναι,εἰμί,v--pna---,OBJ
Leuven|0032-002|42|17,17,",",",",u--------,AuxX
Leuven|0032-002|42|18,18,τοῖς,ὁ,l-p---md-,OBJ
Leuven|0032-002|42|19,19,δ’,δέ,d--------,COORD
Leuven|0032-002|42|20,20,ἄπειρα,ἄπειρος,a-p---na-,PNOM
Leuven|0032-002|42|21,21,τὸ,ὁ,l-s---na-,ATR
Leuven|0032-002|42|22,22,πλῆθος,πλῆθος,n-s---na-,ADV
Leuven|0032-002|42|23,23,",",",",u--------,AuxX
Leuven|0032-002|42|24,24,καὶ,καί,c--------,AuxY
Leuven|0032-002|42|25,25,τοῖς,ὁ,l-p---md-,ADV
Leuven|0032-002|42|26,26,μὲν,μέν,d--------,AuxY
Leuven|0032-002|42|27,27,ἀεὶ,ἀεί,d--------,ADV
Leuven|0032-002|42|28,28,πάντα,πᾶς,a-p---na-,SBJ
Leuven|0032-002|42|29,29,κινεῖσθαι,κινέω,v--pne---,OBJ_CO
Leuven|0032-002|42|30,30,",",",",u--------,AuxX
Leuven|0032-002|42|31,31,τοῖς,ὁ,l-p---md-,ADV
Leuven|0032-002|42|32,32,δ’,δέ,d--------,COORD
Leuven|0032-002|42|33,33,οὐδὲν,οὐδείς,p-s---na-,SBJ
Leuven|0032-002|42|34,34,ἄν,ἄν,d--------,AuxY
Leuven|0032-002|42|35,35,ποτε,ποτέ,d--------,ADV
Leuven|0032-002|42|36,36,κινηθῆναι,κινέω,v--anp---,OBJ_CO
Leuven|0032-002|42|37,37,",",",",u--------,AuxX
Leuven|0032-002|42|38,38,καὶ,καί,c--------,COORD
Leuven|0032-002|42|39,39,τοῖς,ὁ,l-p---md-,ADV
Leuven|0032-002|42|40,40,μὲν,μέν,d--------,AuxY
Leuven|0032-002|42|41,41,πάντα,πᾶς,a-p---na-,SBJ
Leuven|0032-002|42|42,42,γίγνεσθαί,γίγνομαι,v--pne---,OBJ_CO
Leuven|0032-002|42|43,43,τε,τε,c--------,AuxY
Leuven|0032-002|42|44,44,καὶ,καί,c--------,COORD
Leuven|0032-002|42|45,45,ἀπόλλυσθαι,ἀπόλλυμι,v--pne---,OBJ_CO
Leuven|0032-002|42|46,46,",",",",u--------,AuxX
Leuven|0032-002|42|47,47,τοῖς,ὁ,l-p---md-,ADV
Leuven|0032-002|42|48,48,δὲ,δέ,d--------,COORD
Leuven|0032-002|42|49,49,οὔτ’,οὔτε,c--------,AuxY
Leuven|0032-002|42|50,50,ἂν,ἄν,d--------,AuxY
Leuven|0032-002|42|51,51,γενέσθαι,γίγνομαι,v--anm---,OBJ_CO
Leuven|0032-002|42|52,52,ποτὲ,ποτέ,d--------,ADV
Leuven|0032-002|42|53,53,οὐδὲν,οὐδείς,p-s---na-,SBJ
Leuven|0032-002|42|54,54,οὔτε,οὔτε,c--------,COORD
Leuven|0032-002|42|55,55,ἀπολεῖσθαι,ἀπόλλυμι,v--fnm---,OBJ_CO
Leuven|0032-002|42|56,56,.,.,u--------,AuxK
Leuven|0032-002|42|57,57,[0],"""""","""""",PRED
Leuven|0032-002|42|58,58,[1],"""""","""""",OBJ_CO
"""""",59,[2],"""""","""""",PRED
