@ref,@id,@form,@lemma,@postag,@relation
Leuven|0032-002|94|1,1,ἴσως,ἴσως,d--------,ADV
Leuven|0032-002|94|2,2,οὖν,οὖν,d--------,AuxY
Leuven|0032-002|94|3,3,εἴποιεν,λέγω,v3paoa---,PRED
Leuven|0032-002|94|4,4,ἂν,ἄν,d--------,AuxY
Leuven|0032-002|94|5,5,πολλοὶ,πολύς,a-p---mn-,SBJ
Leuven|0032-002|94|6,6,τῶν,ὁ,l-p---mg-,ATR
Leuven|0032-002|94|7,7,φασκόντων,φάσκω,v-pppamg-,ATR
Leuven|0032-002|94|8,8,φιλοσοφεῖν,φιλοσοφέω,v--pna---,OBJ
Leuven|0032-002|94|9,9,ὅτι,ὅτι,c--------,AuxC
Leuven|0032-002|94|10,10,οὐκ,οὐ,d--------,AuxZ
Leuven|0032-002|94|11,11,ἄν,ἄν,d--------,AuxY
Leuven|0032-002|94|12,12,ποτε,ποτέ,d--------,ADV
Leuven|0032-002|94|13,13,ὁ,ὁ,l-s---mn-,ATR
Leuven|0032-002|94|14,14,δίκαιος,δίκαιος,a-s---mn-,SBJ
Leuven|0032-002|94|15,15,ἄδικος,ἄδικος,a-s---mn-,PNOM
Leuven|0032-002|94|16,16,γένοιτο,γίγνομαι,v3saom---,OBJ_CO
Leuven|0032-002|94|17,17,",",",",u--------,AuxX
Leuven|0032-002|94|18,18,οὐδὲ,οὐδέ,c--------,AuxY
Leuven|0032-002|94|19,19,ὁ,ὁ,l-s---mn-,ATR
Leuven|0032-002|94|20,20,σώφρων,σώφρων,a-s---mn-,SBJ
Leuven|0032-002|94|21,21,ὑβριστής,ὑβριστής,n-s---mn-,PNOM
Leuven|0032-002|94|22,22,",",",",u--------,AuxX
Leuven|0032-002|94|23,23,οὐδὲ,οὐδέ,c--------,COORD
Leuven|0032-002|94|24,24,ἄλλο,ἄλλος,p-s---na-,ATR
Leuven|0032-002|94|25,25,οὐδὲν,οὐδείς,p-s---na-,OBJ
Leuven|0032-002|94|26,26,ὧν,ὅς,p-p---ng-,ATR
Leuven|0032-002|94|27,27,μάθησίς,μάθησις,n-s---fn-,SBJ
Leuven|0032-002|94|28,28,ἐστιν,εἰμί,v3spia---,ATR
Leuven|0032-002|94|29,29,ὁ,ὁ,l-s---mn-,ATR
Leuven|0032-002|94|30,30,μαθὼν,μανθάνω,v-sapamn-,SBJ
Leuven|0032-002|94|31,31,ἀνεπιστήμων,ἀνεπιστήμων,a-s---mn-,PNOM
Leuven|0032-002|94|32,32,ἄν,ἄν,d--------,AuxY
Leuven|0032-002|94|33,33,ποτε,ποτέ,d--------,ADV
Leuven|0032-002|94|34,34,γένοιτο,γίγνομαι,v3saom---,OBJ_CO
Leuven|0032-002|94|35,35,.,.,u--------,AuxK
"""""",36,[0],"""""","""""",PRED
