@ref,@id,@form,@lemma,@postag,@relation
Leuven|0032-002|265|1,1,οὗτος,οὗτος,p-s---mn-,SBJ
Leuven|0032-002|265|2,2,κἂν,κἄν,d--------,AuxY
Leuven|0032-002|265|3,3,εἰς,εἰς,r--------,AuxP
Leuven|0032-002|265|4,4,μαχαίρας,μάχαιρα,n-p---fa-,OBJ
Leuven|0032-002|265|5,5,κυβιστήσειε,κυβιστάω,v3saoa---,PRED_CO
Leuven|0032-002|265|6,6,κἂν,κἄν,d--------,AuxY
Leuven|0032-002|265|7,7,εἰς,εἰς,r--------,AuxP
Leuven|0032-002|265|8,8,πῦρ,πῦρ,n-s---na-,OBJ
Leuven|0032-002|265|9,9,ἅλοιτο,ἅλλομαι,v3saom---,PRED_CO
Leuven|0032-002|265|10,10,.,.,u--------,AuxK
"""""",11,[0],"""""","""""",PRED
"""""",12,[1],"""""","""""",PRED
