@ref,@id,@form,@lemma,@postag,@relation
Leuven|0032-002|163|1,1,δίδαξον,διδάσκω,v2sama---,OBJ
Leuven|0032-002|163|2,2,δὴ,δή,d--------,AuxY
Leuven|0032-002|163|3,3,πρὸς,πρός,r--------,AuxP
Leuven|0032-002|163|4,4,τῶν,ὁ,l-p---mg-,ATR
Leuven|0032-002|163|5,5,θεῶν,θεός,n-p---mg-,ExD
Leuven|0032-002|163|6,6,",",",",u--------,AuxX
Leuven|0032-002|163|7,7,φάναι,φημί,v--pna---,OBJ
Leuven|0032-002|163|8,8,τὸν,ὁ,l-s---ma-,ATR
Leuven|0032-002|163|9,9,Ἀλκιβιάδην,Ἀλκιβιάδης,n-s---ma-,SBJ
Leuven|0032-002|163|10,10,·,·,u--------,AuxK
"""""",11,[0],"""""","""""",PRED
