@ref,@id,@form,@lemma,@postag,@relation
Leuven|0032-002|206|1,1,τοῦτο,οὗτος,p-s---na-,OBJ
Leuven|0032-002|206|2,2,δὴ,δή,d--------,AuxY
Leuven|0032-002|206|3,3,λέγειν,λέγω,v--pna---,OBJ
Leuven|0032-002|206|4,4,αὐτόν,αὐτός,p-s---ma-,SBJ
Leuven|0032-002|206|5,5,",",",",u--------,AuxX
Leuven|0032-002|206|6,6,ὡς,ὡς,c--------,AuxC
Leuven|0032-002|206|7,7,ὁ,ὁ,l-s---mn-,ATR
Leuven|0032-002|206|8,8,ποιητὴς,ποιητής,n-s---mn-,SBJ
Leuven|0032-002|206|9,9,κελεύει,κελεύω,v3spia---,OBJ
Leuven|0032-002|206|10,10,μηδενὸς,μηδείς,p-s---ng-,ATR
Leuven|0032-002|206|11,11,ἔργου,ἔργον,n-s---ng-,OBJ
Leuven|0032-002|206|12,12,μήτ’,μήτε,c--------,AuxY
Leuven|0032-002|206|13,13,ἀδίκου,ἄδικος,a-s---ng-,ATR_CO
Leuven|0032-002|206|14,14,μήτ’,μήτε,c--------,COORD
Leuven|0032-002|206|15,15,αἰσχροῦ,αἰσχρός,a-s---ng-,ATR_CO
Leuven|0032-002|206|16,16,ἀπέχεσθαι,ἀπέχω,v--pne---,OBJ_CO
Leuven|0032-002|206|17,17,",",",",u--------,AuxX
Leuven|0032-002|206|18,18,ἀλλὰ,ἀλλά,c--------,COORD
Leuven|0032-002|206|19,19,καὶ,καί,d--------,AuxZ
Leuven|0032-002|206|20,20,ταῦτα,οὗτος,p-p---na-,OBJ
Leuven|0032-002|206|21,21,ποιεῖν,ποιέω,v--pna---,OBJ_CO
Leuven|0032-002|206|22,22,ἐπὶ,ἐπί,r--------,AuxP
Leuven|0032-002|206|23,23,τῷ,ὁ,l-s---nd-,ATR
Leuven|0032-002|206|24,24,κέρδει,κέρδος,n-s---nd-,ADV
Leuven|0032-002|206|25,25,.,.,u--------,AuxK
"""""",26,[0],"""""","""""",PRED
