@ref,@id,@form,@lemma,@postag,@relation
Leuven|0032-002|165|1,1,ἀλλ’,ἀλλά,c--------,AuxY
Leuven|0032-002|165|2,2,οὐδέν,οὐδείς,p-s---na-,ADV
Leuven|0032-002|165|3,3,τι,τις,p-s---na-,ATR
Leuven|0032-002|165|4,4,χαλεποῦ,χαλεπός,a-s---ng-,ATR
Leuven|0032-002|165|5,5,πράγματος,πρᾶγμα,n-s---ng-,OBJ
Leuven|0032-002|165|6,6,ἐπιθυμεῖς,ἐπιθυμέω,v2spia---,OBJ
Leuven|0032-002|165|7,7,",",",",u--------,AuxX
Leuven|0032-002|165|8,8,ὦ,ὦ,i--------,AuxZ
Leuven|0032-002|165|9,9,Ἀλκιβιάδη,Ἀλκιβιάδης,n-s---mv-,ExD
Leuven|0032-002|165|10,10,",",",",u--------,AuxX
Leuven|0032-002|165|11,11,φάναι,φημί,v--pna---,OBJ
Leuven|0032-002|165|12,12,τὸν,ὁ,l-s---ma-,ATR
Leuven|0032-002|165|13,13,Περικλέα,Περικλῆς,n-s---ma-,OBJ
Leuven|0032-002|165|14,14,",",",",u--------,AuxX
Leuven|0032-002|165|15,15,βουλόμενος,βούλομαι,v-sppemn-,ADV
Leuven|0032-002|165|16,16,γνῶναι,γιγνώσκω,v--ana---,OBJ
Leuven|0032-002|165|17,17,τί,τίς,p-s---nn-,PNOM
Leuven|0032-002|165|18,18,ἐστι,εἰμί,v3spia---,OBJ
Leuven|0032-002|165|19,19,νόμος,νόμος,n-s---mn-,SBJ
Leuven|0032-002|165|20,20,·,·,u--------,AuxK
"""""",21,[0],"""""","""""",PRED
