@ref,@id,@form,@lemma,@postag,@relation
Leuven|0032-002|102|1,1,αὐτὰρ,ἀτάρ,c--------,AuxY
Leuven|0032-002|102|2,2,ἀνὴρ,ἀνήρ,n-s---mn-,SBJ
Leuven|0032-002|102|3,3,ἀγαθὸς,ἀγαθός,a-s---mn-,ATR
Leuven|0032-002|102|4,4,τοτὲ,τοτέ,d--------,ADV
Leuven|0032-002|102|5,5,μὲν,μέν,d--------,AuxY
Leuven|0032-002|102|6,6,κακός,κακός,a-s---mn-,PNOM_CO
Leuven|0032-002|102|7,7,",",",",u--------,AuxX
Leuven|0032-002|102|8,8,ἄλλοτε,ἄλλοτε,d--------,ADV
Leuven|0032-002|102|9,9,δ’,δέ,d--------,COORD
Leuven|0032-002|102|10,10,ἐσθλός,ἐσθλός,a-s---mn-,PNOM_CO
Leuven|0032-002|102|11,11,.,.,u--------,AuxK
"""""",12,[1],"""""","""""",PRED
"""""",13,[2],"""""","""""",PRED
