@ref,@id,@form,@lemma,@postag,@relation
Leuven|0032-002|285|1,1,εἰ,εἰ,c--------,AuxC
Leuven|0032-002|285|2,2,δέ,δέ,d--------,AuxY
Leuven|0032-002|285|3,3,τινες,τις,p-p---cn-,SBJ
Leuven|0032-002|285|4,4,Σωκράτην,Σωκράτης,n-s---ma-,SBJ
Leuven|0032-002|285|5,5,νομίζουσιν,νομίζω,v3ppia---,ADV
Leuven|0032-002|285|6,6,",",",",u--------,AuxX
Leuven|0032-002|285|7,7,ὡς,ὡς,c--------,AuxC
Leuven|0032-002|285|8,8,ἔνιοι,ἔνιοι,a-p---mn-,SBJ
Leuven|0032-002|285|9,9,γράφουσί,γράφω,v3ppia---,ADV_CO
Leuven|0032-002|285|10,10,τε,τε,c--------,AuxY
Leuven|0032-002|285|11,11,καὶ,καί,c--------,COORD
Leuven|0032-002|285|12,12,λέγουσι,λέγω,v3ppia---,ADV_CO
Leuven|0032-002|285|13,13,περὶ,περί,r--------,AuxP
Leuven|0032-002|285|14,14,αὐτοῦ,αὐτός,p-s---mg-,ADV
Leuven|0032-002|285|15,15,τεκμαιρόμενοι,τεκμαίρομαι,v-pppemn-,ADV
Leuven|0032-002|285|16,16,",",",",u--------,AuxX
Leuven|0032-002|285|17,17,προτρέψασθαι,προσρέπω,v--anm---,ADV
Leuven|0032-002|285|18,18,μὲν,μέν,d--------,AuxY
Leuven|0032-002|285|19,19,ἀνθρώπους,ἄνθρωπος,n-p---ma-,OBJ
Leuven|0032-002|285|20,20,ἐπ’,ἐπί,r--------,AuxP
Leuven|0032-002|285|21,21,ἀρετὴν,ἀρετή,n-s---fa-,OBJ
Leuven|0032-002|285|22,22,κράτιστον,ἀγαθός,a-s---mas,PNOM
Leuven|0032-002|285|23,23,γεγονέναι,γίγνομαι,v--rna---,OBJ_CO
Leuven|0032-002|285|24,24,",",",",u--------,AuxX
Leuven|0032-002|285|25,25,προαγαγεῖν,προάγω,v--ana---,ADV
Leuven|0032-002|285|26,26,δ’,δέ,d--------,COORD
Leuven|0032-002|285|27,27,ἐπ’,ἐπί,r--------,AuxP
Leuven|0032-002|285|28,28,αὐτὴν,αὐτός,p-s---fa-,OBJ
Leuven|0032-002|285|29,29,οὐχ,οὐ,d--------,AuxZ
Leuven|0032-002|285|30,30,ἱκανόν,ἱκανός,a-s---ma-,PNOM
Leuven|0032-002|285|31,31,",",",",u--------,AuxX
Leuven|0032-002|285|32,32,σκεψάμενοι,σκέπτομαι,v-pap-mn-,ADV
Leuven|0032-002|285|33,33,μὴ,μή,d--------,AuxZ
Leuven|0032-002|285|34,34,μόνον,μόνον,d--------,ADV
Leuven|0032-002|285|35,35,ἃ,ὅς,p-p---na-,OBJ
Leuven|0032-002|285|36,36,ἐκεῖνος,ἐκεῖνος,p-s---mn-,SBJ
Leuven|0032-002|285|37,37,κολαστηρίου,κολαστήριον,n-s---ng-,ADV
Leuven|0032-002|285|38,38,ἕνεκα,ἕνεκα,r--------,AuxP
Leuven|0032-002|285|39,39,τοὺς,ὁ,l-p---ma-,ATR
Leuven|0032-002|285|40,40,πάντ’,πᾶς,a-p---na_,OBJ
Leuven|0032-002|285|41,41,οἰομένους,οἴομαι,v-pppema-,OBJ
Leuven|0032-002|285|42,42,εἰδέναι,οἶδα,v--rna---,OBJ
Leuven|0032-002|285|43,43,ἐρωτῶν,ἐρωτάω,v-sppamn-,ADV
Leuven|0032-002|285|44,44,ἤλεγχεν,ἐλέγχω,v3siia---,OBJ_CO
Leuven|0032-002|285|45,45,",",",",u--------,AuxX
Leuven|0032-002|285|46,46,ἀλλὰ,ἀλλά,c--------,COORD
Leuven|0032-002|285|47,47,καὶ,καί,d--------,AuxZ
Leuven|0032-002|285|48,48,ἃ,ὅς,p-p---na-,OBJ
Leuven|0032-002|285|49,49,λέγων,λέγω,v-sppamn-,ADV
Leuven|0032-002|285|50,50,συνημέρευε,συνημερεύω,v3siia---,OBJ_CO
Leuven|0032-002|285|51,51,τοῖς,ὁ,l-p---md-,ATR
Leuven|0032-002|285|52,52,συνδιατρίβουσι,συνδιατρίβω,v-pppamd-,OBJ
Leuven|0032-002|285|53,53,",",",",u--------,AuxX
Leuven|0032-002|285|54,54,δοκιμαζόντων,δοκιμάζω,v3ppma---,PRED
Leuven|0032-002|285|55,55,εἰ,εἰ,c--------,AuxC
Leuven|0032-002|285|56,56,ἱκανὸς,ἱκανός,a-s---mn-,PNOM
Leuven|0032-002|285|57,57,ἦν,εἰμί,v3siia---,OBJ
Leuven|0032-002|285|58,58,βελτίους,βελτίων,a-p---mac,OCOMP
Leuven|0032-002|285|59,59,ποιεῖν,ποιέω,v--pna---,ADV
Leuven|0032-002|285|60,60,τοὺς,ὁ,l-p---ma-,ATR
Leuven|0032-002|285|61,61,συνόντας,σύνειμι,v-pppama-,OBJ
Leuven|0032-002|285|62,62,.,.,u--------,AuxK
"""""",63,[0],"""""","""""",PRED
