@ref,@id,@form,@lemma,@postag,@relation
Leuven|0032-002|198|1,1,ἀναπείθοντα,ἀναπείθω,v-sppama-,ADV
Leuven|0032-002|198|2,2,οὖν,οὖν,d--------,AuxY
Leuven|0032-002|198|3,3,τοὺς,ὁ,l-p---ma-,ATR
Leuven|0032-002|198|4,4,νέους,νέος,a-p---ma-,OBJ
Leuven|0032-002|198|5,5,αὐτόν,αὐτός,p-s---ma-,SBJ
Leuven|0032-002|198|6,6,",",",",u--------,AuxX
Leuven|0032-002|198|7,7,ὡς,ὡς,c--------,AuxC
Leuven|0032-002|198|8,8,αὐτὸς,αὐτός,p-s---mn-,ADV
Leuven|0032-002|198|9,9,εἴη,εἰμί,v3spoa---,OBJ
Leuven|0032-002|198|10,10,σοφώτατός,σοφός,a-s---mns,PNOM_CO
Leuven|0032-002|198|11,11,τε,τε,c--------,AuxY
Leuven|0032-002|198|12,12,καὶ,καί,c--------,COORD
Leuven|0032-002|198|13,13,ἄλλους,ἄλλος,p-p---ma-,OBJ
Leuven|0032-002|198|14,14,ἱκανώτατος,ἱκανός,a-s---mns,PNOM_CO
Leuven|0032-002|198|15,15,ποιῆσαι,ποιέω,v--ana---,ADV
Leuven|0032-002|198|16,16,σοφούς,σοφός,a-p---ma-,OCOMP
Leuven|0032-002|198|17,17,",",",",u--------,AuxX
Leuven|0032-002|198|18,18,οὕτω,οὕτως,d--------,ADV
Leuven|0032-002|198|19,19,διατιθέναι,διατίθημι,v--pna---,OBJ
Leuven|0032-002|198|20,20,τοὺς,ὁ,l-p---ma-,ATR
Leuven|0032-002|198|21,21,ἑαυτῷ,ἑαυτοῦ,p-s---md-,OBJ
Leuven|0032-002|198|22,22,συνόντας,σύνειμι,v-pppama-,OBJ
Leuven|0032-002|198|23,23,",",",",u--------,AuxX
Leuven|0032-002|198|24,24,ὥστε,ὥστε,c--------,AuxC
Leuven|0032-002|198|25,25,μηδαμοῦ,μηδαμοῦ,d--------,PNOM
Leuven|0032-002|198|26,26,παρ’,παρά,r--------,AuxP
Leuven|0032-002|198|27,27,αὐτοῖς,αὐτός,p-p---md-,ADV
Leuven|0032-002|198|28,28,τοὺς,ὁ,l-p---ma-,ATR
Leuven|0032-002|198|29,29,ἄλλους,ἄλλος,p-p---ma-,SBJ
Leuven|0032-002|198|30,30,εἶναι,εἰμί,v--pna---,ADV
Leuven|0032-002|198|31,31,πρὸς,πρός,r--------,AuxP
Leuven|0032-002|198|32,32,ἑαυτόν,ἑαυτοῦ,p-s---ma-,ADV
Leuven|0032-002|198|33,33,.,.,u--------,AuxK
"""""",34,[0],"""""","""""",PRED
