@ref,@id,@form,@lemma,@postag,@relation
Leuven|0032-002|126|1,1,Κριτίαν,Κριτίας,n-s---ma-,SBJ
Leuven|0032-002|126|2,2,μὲν,μέν,d--------,AuxY
Leuven|0032-002|126|3,3,τοίνυν,τοίνυν,d--------,AuxY
Leuven|0032-002|126|4,4,αἰσθανόμενος,αἰσθάνομαι,v-sppemn-,ADV
Leuven|0032-002|126|5,5,ἐρῶντα,ἐράω,v-sppama-,OBJ_CO
Leuven|0032-002|126|6,6,Εὐθυδήμου,Εὐθύδημος,n-s---mg-,OBJ
Leuven|0032-002|126|7,7,καὶ,καί,c--------,COORD
Leuven|0032-002|126|8,8,πειρῶντα,πειράω,v-sppama-,OBJ_CO
Leuven|0032-002|126|9,9,χρῆσθαι,χράω,v--pne---,OBJ
Leuven|0032-002|126|10,10,",",",",u--------,AuxX
Leuven|0032-002|126|11,11,καθάπερ,καθά,c--------,AuxC
Leuven|0032-002|126|12,12,οἱ,ὁ,l-p---mn-,ATR
Leuven|0032-002|126|13,13,πρὸς,πρός,r--------,AuxP
Leuven|0032-002|126|14,14,τἀφροδίσια,Ἀφροδίσιος,a-p---na-,ADV
Leuven|0032-002|126|15,15,τῶν,ὁ,l-p---ng-,ADV
Leuven|0032-002|126|16,16,σωμάτων,σῶμα,n-p---ng-,ATR
Leuven|0032-002|126|17,17,ἀπολαύοντες,ἀπολαύω,v-pppamn-,SBJ
Leuven|0032-002|126|18,18,",",",",u--------,AuxX
Leuven|0032-002|126|19,19,ἀπέτρεπε,ἀποτρέπω,v3siia---,PRED
Leuven|0032-002|126|20,20,φάσκων,φάσκω,v-sppamn-,ADV
Leuven|0032-002|126|21,21,ἀνελεύθερόν,ἀνελεύθερος,a-s---na-,PNOM_CO
Leuven|0032-002|126|22,22,τε,τε,c--------,AuxY
Leuven|0032-002|126|23,23,εἶναι,εἰμί,v--pna---,OBJ
Leuven|0032-002|126|24,24,καὶ,καί,c--------,COORD
Leuven|0032-002|126|25,25,οὐ,οὐ,d--------,AuxZ
Leuven|0032-002|126|26,26,πρέπον,πρέπω,v-sppana-,PNOM_CO
Leuven|0032-002|126|27,27,ἀνδρὶ,ἀνήρ,n-s---md-,ADV
Leuven|0032-002|126|28,28,καλῷ,καλός,a-s---md-,ATR_CO
Leuven|0032-002|126|29,29,κἀγαθῷ,ἀγαθός,a-s---md-,ATR_CO
Leuven|0032-002|126|30,30,τὸν,ὁ,l-s---ma-,ATR
Leuven|0032-002|126|31,31,ἐρώμενον,ἐράω,v-sppema-,OBJ
Leuven|0032-002|126|32,32,",",",",u--------,AuxX
Leuven|0032-002|126|33,33,ᾧ,ὅς,p-s---md-,OBJ
Leuven|0032-002|126|34,34,βούλεται,βούλομαι,v3spie---,ATR
Leuven|0032-002|126|35,35,πολλοῦ,πολύς,a-s---ng-,ADV
Leuven|0032-002|126|36,36,ἄξιος,ἄξιος,a-s---mn-,PNOM
Leuven|0032-002|126|37,37,φαίνεσθαι,φαίνω,v--pne---,OBJ
Leuven|0032-002|126|38,38,",",",",u--------,AuxX
Leuven|0032-002|126|39,39,προσαιτεῖν,προσαιτέω,v--pna---,SBJ
Leuven|0032-002|126|40,40,ὥσπερ,ὥσπερ,d--------,AuxC
Leuven|0032-002|126|41,41,τοὺς,ὁ,l-p---ma-,ATR
Leuven|0032-002|126|42,42,πτωχοὺς,πτωχός,a-p---ma-,SBJ
Leuven|0032-002|126|43,43,ἱκετεύοντα,ἱκετεύω,v-sppama-,ADV_CO
Leuven|0032-002|126|44,44,καὶ,καί,c--------,OBJ
Leuven|0032-002|126|45,45,δεόμενον,δέω,v-sppema-,ADV_CO
Leuven|0032-002|126|46,46,προσδοῦναι,προσδίδωμι,v--ana---,OBJ
Leuven|0032-002|126|47,47,",",",",u--------,AuxX
Leuven|0032-002|126|48,48,καὶ,καί,d--------,AuxZ
Leuven|0032-002|126|49,49,ταῦτα,οὗτος,p-p---na-,AuxZ
Leuven|0032-002|126|50,50,μηδενὸς,μηδείς,p-s---ng-,OBJ
Leuven|0032-002|126|51,51,ἀγαθοῦ,ἀγαθός,a-s---mg-,ATR
Leuven|0032-002|126|52,52,.,.,u--------,AuxK
Leuven|0032-002|126|53,53,ἀγαθοῦ,ἀγαθός,a-s---ng-,ExD
Leuven|0032-002|126|54,54,.,.,u--------,AuxK
Leuven|0032-002|126|55,55,[0],"""""","""""",ADV
"""""",56,[3],"""""","""""",PRED
"""""",57,[4],"""""","""""",PRED
