@ref,@id,@form,@lemma,@postag,@relation
Leuven|0032-002|270|1,1,ἆρ’,ἆρα,d--------,AuxY
Leuven|0032-002|270|2,2,οὐκ,οὐ,d--------,AuxZ
Leuven|0032-002|270|3,3,ἂν,ἄν,d--------,AuxY
Leuven|0032-002|270|4,4,αὐτίκα,αὐτίκα,d--------,ADV
Leuven|0032-002|270|5,5,μάλα,μάλα,d--------,ADV
Leuven|0032-002|270|6,6,δοῦλος,δοῦλος,n-s---mn-,PNOM
Leuven|0032-002|270|7,7,μὲν,μέν,d--------,AuxY
Leuven|0032-002|270|8,8,εἶναι,εἰμί,v--pna---,OBJ_CO
Leuven|0032-002|270|9,9,ἀντ’,ἀντί,r--------,AuxP
Leuven|0032-002|270|10,10,ἐλευθέρου,ἐλεύθερος,a-s---mg-,ADV
Leuven|0032-002|270|11,11,",",",",u--------,AuxX
Leuven|0032-002|270|12,12,πολλὰ,πολύς,a-p---na-,OBJ
Leuven|0032-002|270|13,13,δὲ,δέ,d--------,AuxY
Leuven|0032-002|270|14,14,δαπανᾶν,δαπανάω,v--pna---,OBJ_CO
Leuven|0032-002|270|15,15,εἰς,εἰς,r--------,AuxP
Leuven|0032-002|270|16,16,βλαβερὰς,βλαβερός,a-p---fa-,ATR
Leuven|0032-002|270|17,17,ἡδονάς,ἡδονή,n-p---fa-,ADV
Leuven|0032-002|270|18,18,",",",",u--------,AuxX
Leuven|0032-002|270|19,19,πολλὴν,πολύς,a-s---fa-,ATR
Leuven|0032-002|270|20,20,δὲ,δέ,d--------,AuxY
Leuven|0032-002|270|21,21,ἀσχολίαν,ἀσχολία,n-s---fa-,OBJ
Leuven|0032-002|270|22,22,ἔχειν,ἔχω,v--pna---,OBJ_CO
Leuven|0032-002|270|23,23,τοῦ,ὁ,l-s---ng-,ATR
Leuven|0032-002|270|24,24,ἐπιμεληθῆναί,ἐπιμελέομαι,v--anp---,ATR
Leuven|0032-002|270|25,25,τινος,τις,p-s---ng-,OBJ
Leuven|0032-002|270|26,26,καλοῦ,καλός,a-s---ng-,ATR_CO
Leuven|0032-002|270|27,27,κἀγαθοῦ,ἀγαθός,a-s---ng_,ATR_CO
Leuven|0032-002|270|28,28,",",",",u--------,AuxX
Leuven|0032-002|270|29,29,σπουδάζειν,σπουδάζω,v--pna---,OBJ
Leuven|0032-002|270|30,30,δ’,δέ,d--------,COORD
Leuven|0032-002|270|31,31,ἀναγκασθῆναι,ἀναγκάζω,v--anp---,OBJ_CO
Leuven|0032-002|270|32,32,ἐφ’,ἐπί,r--------,AuxP
Leuven|0032-002|270|33,33,οἷς,ὅς,p-p---nd-,ADV
Leuven|0032-002|270|34,34,οὐδ’,οὐδέ,d--------,AuxZ
Leuven|0032-002|270|35,35,ἂν,ἄν,d--------,AuxY
Leuven|0032-002|270|36,36,μαινόμενος,μαίνομαι,v-sppemn-,SBJ
Leuven|0032-002|270|37,37,σπουδάσειεν,μαίνομαι,v-sppemn-,ADV
Leuven|0032-002|270|38,38,;,;,u--------,AuxK
Leuven|0032-002|270|39,39,;,;,u--------,AuxK
Leuven|0032-002|270|40,40,[0],"""""","""""",PRED
"""""",41,[1],"""""","""""",PRED
