@ref,@id,@form,@lemma,@postag,@relation
Leuven|0032-002|197|1,1,μόνους,μόνος,a-p---ma-,ADV
Leuven|0032-002|197|2,2,δὲ,δέ,d--------,AuxY
Leuven|0032-002|197|3,3,φάσκειν,φάσκω,v--pna---,OBJ
Leuven|0032-002|197|4,4,αὐτὸν,αὐτός,p-s---ma-,SBJ
Leuven|0032-002|197|5,5,ἀξίους,ἄξιος,a-p---ma-,PNOM
Leuven|0032-002|197|6,6,εἶναι,εἰμί,v--pna---,OBJ
Leuven|0032-002|197|7,7,τιμῆς,τιμή,n-s---fg-,ADV
Leuven|0032-002|197|8,8,τοὺς,ὁ,l-p---ma-,ATR
Leuven|0032-002|197|9,9,εἰδότας,οἶδα,v-prpama-,SBJ_CO
Leuven|0032-002|197|10,10,τὰ,ὁ,l-p---na-,ATR
Leuven|0032-002|197|11,11,δέοντα,δέω,v-pppana-,OBJ
Leuven|0032-002|197|12,12,καὶ,καί,c--------,COORD
Leuven|0032-002|197|13,13,ἑρμηνεῦσαι,ἑρμηνεύω,v--ana---,OBJ
Leuven|0032-002|197|14,14,δυναμένους,δύναμαι,v-pppema-,SBJ_CO
Leuven|0032-002|197|15,15,·,·,u--------,AuxK
"""""",16,[0],"""""","""""",PRED
