@ref,@id,@form,@lemma,@postag,@relation
Leuven|0032-002|27|1,1,οὔτε,οὔτε,c--------,AuxY
Leuven|0032-002|27|2,2,γὰρ,γάρ,d--------,AuxY
Leuven|0032-002|27|3,3,τῷ,ὁ,l-s---md-,ATR
Leuven|0032-002|27|4,4,καλῶς,καλός,d--------,ADV
Leuven|0032-002|27|5,5,ἀγρὸν,ἀγρός,n-s---ma-,OBJ
Leuven|0032-002|27|6,6,φυτευσαμένῳ,φυτεύω,v-sapmmd-,ADV
Leuven|0032-002|27|7,7,δῆλον,δῆλος,a-s---nn-,PNOM
Leuven|0032-002|27|8,8,ὅστις,ὅστις,p-s---mn-,SBJ
Leuven|0032-002|27|9,9,καρπώσεται,καρπόω,v3sfim---,SBJ
Leuven|0032-002|27|10,10,",",",",u--------,AuxX
Leuven|0032-002|27|11,11,οὔτε,οὔτε,c--------,AuxY
Leuven|0032-002|27|12,12,τῷ,ὁ,l-s---md-,ATR
Leuven|0032-002|27|13,13,καλῶς,καλός,d--------,ADV
Leuven|0032-002|27|14,14,οἰκίαν,οἰκία,n-s---fa-,OBJ
Leuven|0032-002|27|15,15,οἰκοδομησαμένῳ,οἰκοδομέω,v-sapmmd-,ADV
Leuven|0032-002|27|16,16,δῆλον,δῆλος,a-s---nn-,PNOM
Leuven|0032-002|27|17,17,ὅστις,ὅστις,p-s---mn-,SBJ
Leuven|0032-002|27|18,18,ἐνοικήσει,ἐνοικέω,v3sfia---,SBJ
Leuven|0032-002|27|19,19,",",",",u--------,AuxX
Leuven|0032-002|27|20,20,οὔτε,οὔτε,c--------,AuxY
Leuven|0032-002|27|21,21,τῷ,ὁ,l-s---md-,ATR
Leuven|0032-002|27|22,22,στρατηγικῷ,στρατηγικός,a-s---md-,ADV
Leuven|0032-002|27|23,23,δῆλον,δῆλος,a-s---nn-,PNOM
Leuven|0032-002|27|24,24,εἰ,εἰ,c--------,AuxC
Leuven|0032-002|27|25,25,συμφέρει,συμφέρω,v3spia---,SBJ
Leuven|0032-002|27|26,26,στρατηγεῖν,στρατηγέω,v--pna---,SBJ
Leuven|0032-002|27|27,27,",",",",u--------,AuxX
Leuven|0032-002|27|28,28,οὔτε,οὔτε,c--------,AuxY
Leuven|0032-002|27|29,29,τῷ,ὁ,l-s---md-,ATR
Leuven|0032-002|27|30,30,πολιτικῷ,πολιτικός,a-s---md-,ADV
Leuven|0032-002|27|31,31,δῆλον,δῆλος,a-s---nn-,PNOM
Leuven|0032-002|27|32,32,εἰ,εἰ,c--------,AuxC
Leuven|0032-002|27|33,33,συμφέρει,συμφέρω,v3spia---,SBJ
Leuven|0032-002|27|34,34,τῆς,ὁ,l-s---fg-,ATR
Leuven|0032-002|27|35,35,πόλεως,πόλις,n-s---fg-,OBJ
Leuven|0032-002|27|36,36,προστατεῖν,προστατέω,v--pna---,SBJ
Leuven|0032-002|27|37,37,",",",",u--------,AuxX
Leuven|0032-002|27|38,38,οὔτε,οὔτε,c--------,AuxY
Leuven|0032-002|27|39,39,τῷ,ὁ,l-s---md-,ATR
Leuven|0032-002|27|40,40,καλὴν,καλός,a-s---fa-,OBJ
Leuven|0032-002|27|41,41,γήμαντι,γαμέω,v-sapamd-,ADV
Leuven|0032-002|27|42,42,",",",",u--------,AuxX
Leuven|0032-002|27|43,43,ἵν’,ἵνα,c--------,AuxC
Leuven|0032-002|27|44,44,εὐφραίνηται,εὐφραίνω,v3spse---,ADV
Leuven|0032-002|27|45,45,",",",",u--------,AuxX
Leuven|0032-002|27|46,46,δῆλον,δῆλος,a-s---nn-,PNOM
Leuven|0032-002|27|47,47,εἰ,εἰ,c--------,AuxC
Leuven|0032-002|27|48,48,διὰ,διά,r--------,AuxP
Leuven|0032-002|27|49,49,ταύτην,οὗτος,p-s---fa-,ADV
Leuven|0032-002|27|50,50,ἀνιάσεται,ἀνιάομαι,v3sfim---,SBJ
Leuven|0032-002|27|51,51,",",",",u--------,AuxX
Leuven|0032-002|27|52,52,οὔτε,οὔτε,c--------,COORD_CO
Leuven|0032-002|27|53,53,τῷ,ὁ,l-s---md-,ATR
Leuven|0032-002|27|54,54,δυνατοὺς,δυνατός,a-p---ma-,ATR
Leuven|0032-002|27|55,55,ἐν,ἐν,r--------,AuxP
Leuven|0032-002|27|56,56,τῇ,ὁ,l-s---fd-,ATR
Leuven|0032-002|27|57,57,πόλει,πόλις,n-s---fd-,ATR
Leuven|0032-002|27|58,58,κηδεστὰς,κηδεστής,n-s---mn-,OBJ
Leuven|0032-002|27|59,59,λαβόντι,λαμβάνω,v-sapamd-,ADV
Leuven|0032-002|27|60,60,δῆλον,δῆλος,a-s---nn-,PNOM
Leuven|0032-002|27|61,61,εἰ,εἰ,c--------,AuxC
Leuven|0032-002|27|62,62,διὰ,διά,r--------,AuxP
Leuven|0032-002|27|63,63,τούτους,οὗτος,p-p---ma-,ADV
Leuven|0032-002|27|64,64,στερήσεται,στερέω,v3sfip---,SBJ
Leuven|0032-002|27|65,65,τῆς,ὁ,l-s---fg-,ATR
Leuven|0032-002|27|66,66,πόλεως,πόλις,n-s---fg-,OBJ
Leuven|0032-002|27|67,67,.,.,u--------,AuxK
Leuven|0032-002|27|68,68,[0],"""""","""""",PRED_CO
"""""",69,[1],"""""","""""",PRED
"""""",70,[2],"""""","""""",PRED
"""""",71,[3],"""""","""""",PRED
"""""",72,[4],"""""","""""",PRED
"""""",73,[5],"""""","""""",PRED
