@ref,@id,@form,@lemma,@postag,@relation
Leuven|0032-002|136|1,1,ὅπως,ὅπως,c--------,AuxC
Leuven|0032-002|136|2,2,δὲ,δέ,d--------,AuxY
Leuven|0032-002|136|3,3,μὴ,μή,d--------,AuxZ
Leuven|0032-002|136|4,4,δι’,διά,r--------,AuxP
Leuven|0032-002|136|5,5,ἄγνοιαν,ἄγνοια,n-s---fa-,ADV
Leuven|0032-002|136|6,6,λάθω,λανθάνω,v1sasa---,ADV
Leuven|0032-002|136|7,7,τι,τις,p-s---na-,OBJ
Leuven|0032-002|136|8,8,παρανομήσας,παρανομέω,v-sapamn-,ADV
Leuven|0032-002|136|9,9,",",",",u--------,AuxX
Leuven|0032-002|136|10,10,τοῦτο,οὗτος,p-s---na-,OBJ
Leuven|0032-002|136|11,11,βούλομαι,βούλομαι,v1spie---,PRED
Leuven|0032-002|136|12,12,σαφῶς,σαφής,d--------,ADV
Leuven|0032-002|136|13,13,μαθεῖν,μανθάνω,v--ana---,OBJ
Leuven|0032-002|136|14,14,παρ’,παρά,r--------,AuxP
Leuven|0032-002|136|15,15,ὑμῶν,σύ,p2p---cg-,ADV
Leuven|0032-002|136|16,16,",",",",u--------,AuxX
Leuven|0032-002|136|17,17,πότερον,πότερος,p-s---na-,AuxY
Leuven|0032-002|136|18,18,τὴν,ὁ,l-s---fa-,ATR
Leuven|0032-002|136|19,19,τῶν,ὁ,l-p---mg-,ATR
Leuven|0032-002|136|20,20,λόγων,λόγος,n-p---mg-,ATR
Leuven|0032-002|136|21,21,τέχνην,τέχνη,n-s---fa-,SBJ
Leuven|0032-002|136|22,22,σὺν,σύν,r--------,AuxP
Leuven|0032-002|136|23,23,τοῖς,ὁ,l-p---nd-,ATR
Leuven|0032-002|136|24,24,ὀρθῶς,ὀρθός,d--------,ADV
Leuven|0032-002|136|25,25,λεγομένοις,λέγω,v-pppend-,PNOM
Leuven|0032-002|136|26,26,εἶναι,εἰμί,v--pna---,OBJ_CO
Leuven|0032-002|136|27,27,νομίζοντες,νομίζω,v-pppamn-,ADV
Leuven|0032-002|136|28,28,ἢ,ἤ,c--------,COORD
Leuven|0032-002|136|29,29,σὺν,σύν,r--------,AuxP
Leuven|0032-002|136|30,30,τοῖς,ὁ,l-p---nd-,ATR
Leuven|0032-002|136|31,31,μὴ,μή,d--------,AuxZ
Leuven|0032-002|136|32,32,ὀρθῶς,ὀρθός,d--------,ADV
Leuven|0032-002|136|33,33,ἀπέχεσθαι,ἀπέχω,v--pne---,OBJ
Leuven|0032-002|136|34,34,κελεύετε,κελεύω,v2ppia---,OBJ
Leuven|0032-002|136|35,35,αὐτῆς,αὐτός,p-s---fg-,OBJ
Leuven|0032-002|136|36,36,.,.,u--------,AuxK
"""""",37,[0],"""""","""""",PRED
"""""",38,[1],"""""","""""",PRED
