@ref,@id,@form,@lemma,@postag,@relation
Leuven|0032-002|98|1,1,δι’,διά,r--------,AuxP
Leuven|0032-002|98|2,2,ὃ,ὅς,p-s---na-,ADV
Leuven|0032-002|98|3,3,καὶ,καί,d--------,AuxZ
Leuven|0032-002|98|4,4,τοὺς,ὁ,l-p---ma-,ATR
Leuven|0032-002|98|5,5,υἱεῖς,υἱός,n-p---ma-,OBJ
Leuven|0032-002|98|6,6,οἱ,ὁ,l-p---mn-,ATR
Leuven|0032-002|98|7,7,πατέρες,πατήρ,n-p---mn-,SBJ
Leuven|0032-002|98|8,8,",",",",u--------,AuxX
Leuven|0032-002|98|9,9,κἂν,κἄν,c--------,AuxC
Leuven|0032-002|98|10,10,ὦσι,εἰμί,v3ppsa---,ADV
Leuven|0032-002|98|11,11,σώφρονες,σώφρων,a-p---mn-,PNOM
Leuven|0032-002|98|12,12,",",",",u--------,AuxX
Leuven|0032-002|98|13,13,ὅμως,ὅμως,d--------,AuxY
Leuven|0032-002|98|14,14,ἀπὸ,ἀπό,r--------,AuxP
Leuven|0032-002|98|15,15,τῶν,ὁ,l-p---mg-,ATR
Leuven|0032-002|98|16,16,πονηρῶν,πονηρός,a-p---mg-,ATR
Leuven|0032-002|98|17,17,ἀνθρώπων,ἄνθρωπος,n-p---mg-,OBJ
Leuven|0032-002|98|18,18,εἴργουσιν,ἔργω,v3ppia---,PRED
Leuven|0032-002|98|19,19,",",",",u--------,AuxX
Leuven|0032-002|98|20,20,ὡς,ὡς,c--------,AuxC
Leuven|0032-002|98|21,21,τὴν,ὁ,l-s---fa-,ATR
Leuven|0032-002|98|22,22,μὲν,μέν,d--------,AuxY
Leuven|0032-002|98|23,23,τῶν,ὁ,l-p---mg-,ATR
Leuven|0032-002|98|24,24,χρηστῶν,χρηστός,a-p---mg-,ADV
Leuven|0032-002|98|25,25,ὁμιλίαν,ὁμιλία,n-s---fa-,SBJ
Leuven|0032-002|98|26,26,ἄσκησιν,ἄσκησις,n-s---fa-,PNOM
Leuven|0032-002|98|27,27,οὖσαν,εἰμί,v-sppafa-,ADV_CO
Leuven|0032-002|98|28,28,τῆς,ὁ,l-s---fg-,ATR
Leuven|0032-002|98|29,29,ἀρετῆς,ἀρετή,n-s---fg-,ATR
Leuven|0032-002|98|30,30,",",",",u--------,AuxX
Leuven|0032-002|98|31,31,τὴν,ὁ,l-s---fa-,ATR
Leuven|0032-002|98|32,32,δὲ,δέ,d--------,COORD
Leuven|0032-002|98|33,33,τῶν,ὁ,l-p---mg-,ATR
Leuven|0032-002|98|34,34,πονηρῶν,πονηρός,a-p---mg-,ATR
Leuven|0032-002|98|35,35,κατάλυσιν,κατάλυσις,n-s---fa-,PNOM
Leuven|0032-002|98|36,36,.,.,u--------,AuxK
"""""",37,[0],"""""","""""",PRED
"""""",38,[1],"""""","""""",PRED
