@ref,@id,@form,@lemma,@postag,@relation
Leuven|0032-002|182|1,1,μάλα,μάλα,d--------,ADV
Leuven|0032-002|182|2,2,τοι,τοι,d--------,AuxY
Leuven|0032-002|182|3,3,",",",",u--------,AuxX
Leuven|0032-002|182|4,4,φάναι,φημί,v--pna---,OBJ
Leuven|0032-002|182|5,5,τὸν,ὁ,l-s---ma-,ATR
Leuven|0032-002|182|6,6,Περικλέα,Περικλῆς,n-s---ma-,SBJ
Leuven|0032-002|182|7,7,",",",",u--------,AuxX
Leuven|0032-002|182|8,8,ὦ,ὦ,i--------,AuxZ
Leuven|0032-002|182|9,9,Ἀλκιβιάδη,Ἀλκιβιάδης,n-s---mv-,ExD
Leuven|0032-002|182|10,10,",",",",u--------,AuxX
Leuven|0032-002|182|11,11,καὶ,καί,d--------,AuxZ
Leuven|0032-002|182|12,12,ἡμεῖς,ἐγώ,p1p---cn-,SBJ
Leuven|0032-002|182|13,13,τηλικοῦτοι,τηλικοῦτος,p-p---mn-,ADV
Leuven|0032-002|182|14,14,ὄντως,ὄντως,d--------,ADV
Leuven|0032-002|182|15,15,δεινοὶ,δεινός,a-p---mn-,PNOM
Leuven|0032-002|182|16,16,τὰ,ὁ,l-p---na-,ATR
Leuven|0032-002|182|17,17,τοιαῦτα,τοιοῦτος,p-p---na-,ADV
Leuven|0032-002|182|18,18,ἦμεν,εἰμί,v1piia---,OBJ
Leuven|0032-002|182|19,19,·,·,u--------,AuxK
"""""",20,[0],"""""","""""",PRED
