@ref,@id,@form,@lemma,@postag,@relation
Leuven|0032-002|74|1,1,οὔκουν,οὔκουν,d--------,AuxY
Leuven|0032-002|74|2,2,τῶν,ὁ,l-p---mg-,ATR
Leuven|0032-002|74|3,3,φρόνησιν,φρόνησις,n-s---fa-,OBJ
Leuven|0032-002|74|4,4,ἀσκούντων,ἀσκέω,v-pppamg-,PNOM
Leuven|0032-002|74|5,5,τὸ,ὁ,l-s---nn-,ATR
Leuven|0032-002|74|6,6,βιάζεσθαι,βιάζω,v--pne---,SBJ
Leuven|0032-002|74|7,7,",",",",u--------,AuxX
Leuven|0032-002|74|8,8,ἀλλὰ,ἀλλά,c--------,COORD
Leuven|0032-002|74|9,9,τῶν,ὁ,l-p---mg-,ATR
Leuven|0032-002|74|10,10,ἰσχὺν,ἰσχύς,n-s---fa-,OBJ
Leuven|0032-002|74|11,11,ἄνευ,ἄνευ,r--------,AuxP
Leuven|0032-002|74|12,12,γνώμης,γνώμη,n-s---fg-,ADV
Leuven|0032-002|74|13,13,ἐχόντων,ἔχω,v-pppamg-,PNOM
Leuven|0032-002|74|14,14,τὰ,ὁ,l-p---na-,ATR
Leuven|0032-002|74|15,15,τοιαῦτα,τοιοῦτος,p-p---na-,OBJ
Leuven|0032-002|74|16,16,πράττειν,πράσσω,v--pna---,SBJ
Leuven|0032-002|74|17,17,ἐστίν,εἰμί,v3spia---,PRED_CO
Leuven|0032-002|74|18,18,.,.,u--------,AuxK
"""""",19,[1],"""""","""""",PRED
