@ref,@id,@form,@lemma,@postag,@relation
Leuven|0032-002|46|1,1,ὅσα,ὅσος,p-p---na-,OBJ
Leuven|0032-002|46|2,2,μὲν,μέν,d--------,AuxY
Leuven|0032-002|46|3,3,οὖν,οὖν,d--------,AuxY
Leuven|0032-002|46|4,4,μὴ,μή,d--------,AuxZ
Leuven|0032-002|46|5,5,φανερὸς,φανερός,a-s---mn-,PNOM
Leuven|0032-002|46|6,6,ἦν,εἰμί,v3siia---,ATR
Leuven|0032-002|46|7,7,ὅπως,ὅπως,c--------,AuxC
Leuven|0032-002|46|8,8,ἐγίγνωσκεν,γιγνώσκω,v3siia---,ADV
Leuven|0032-002|46|9,9,",",",",u--------,AuxX
Leuven|0032-002|46|10,10,οὐδὲν,οὐδείς,p-s---na-,AuxZ
Leuven|0032-002|46|11,11,θαυμαστὸν,θαυμαστός,a-s---nn-,PNOM
Leuven|0032-002|46|12,12,ὑπὲρ,ὑπέρ,r--------,AuxP
Leuven|0032-002|46|13,13,τούτων,οὗτος,p-p---ng-,ADV
Leuven|0032-002|46|14,14,περὶ,περί,r--------,AuxP
Leuven|0032-002|46|15,15,αὐτοῦ,αὐτός,p-s---mg-,ADV
Leuven|0032-002|46|16,16,παραγνῶναι,παραγιγνώσκω,v--ana---,PRED
Leuven|0032-002|46|17,17,τοὺς,ὁ,l-p---ma-,ATR
Leuven|0032-002|46|18,18,δικαστάς,δικαστής,n-p---ma-,SBJ
Leuven|0032-002|46|19,19,·,·,u--------,AuxK
"""""",20,[0],"""""","""""",PRED
