@ref,@id,@form,@lemma,@postag,@relation
Leuven|0032-002|173|1,1,βία,βία,n-s---fn-,SBJ_CO
Leuven|0032-002|173|2,2,δέ,δέ,d--------,AuxY
Leuven|0032-002|173|3,3,",",",",u--------,AuxX
Leuven|0032-002|173|4,4,φάναι,φημί,v--pna---,OBJ
Leuven|0032-002|173|5,5,",",",",u--------,AuxX
Leuven|0032-002|173|6,6,καὶ,καί,c--------,COORD
Leuven|0032-002|173|7,7,ἀνομία,ἀνομία,n-s---fn-,SBJ_CO
Leuven|0032-002|173|8,8,τί,τίς,p-s---nn-,PNOM
Leuven|0032-002|173|9,9,ἐστιν,εἰμί,v3spia---,OBJ
Leuven|0032-002|173|10,10,",",",",u--------,AuxX
Leuven|0032-002|173|11,11,ὦ,ὦ,i--------,AuxZ
Leuven|0032-002|173|12,12,Περίκλεις,Περικλῆς,n-s---mv-,ExD
Leuven|0032-002|173|13,13,;,;,u--------,AuxK
"""""",14,[0],"""""","""""",PRED
