@ref,@id,@form,@lemma,@postag,@relation
Leuven|0032-002|45|1,1,αὐτὸς,αὐτός,p-s---mn-,ADV
Leuven|0032-002|45|2,2,δὲ,δέ,d--------,AuxY
Leuven|0032-002|45|3,3,περὶ,περί,r--------,AuxP
Leuven|0032-002|45|4,4,τῶν,ὁ,l-p---ng-,ATR
Leuven|0032-002|45|5,5,ἀνθρωπείων,ἀνθρώπειος,a-p---ng-,ADV_CO
Leuven|0032-002|45|6,6,ἀεὶ,ἀεί,d--------,ADV
Leuven|0032-002|45|7,7,διελέγετο,διαλέγω,v3siie---,PRED
Leuven|0032-002|45|8,8,σκοπῶν,σκοπέω,v-sppamn-,ADV
Leuven|0032-002|45|9,9,τί,τίς,p-s---nn-,SBJ
Leuven|0032-002|45|10,10,εὐσεβές,εὐσεβής,a-s---nn-,PNOM
Leuven|0032-002|45|11,11,",",",",u--------,AuxX
Leuven|0032-002|45|12,12,τί,τίς,p-s---nn-,SBJ
Leuven|0032-002|45|13,13,ἀσεβές,ἀσεβής,a-s---nn-,PNOM
Leuven|0032-002|45|14,14,",",",",u--------,AuxX
Leuven|0032-002|45|15,15,τί,τίς,p-s---nn-,SBJ
Leuven|0032-002|45|16,16,καλόν,καλός,a-s---nn-,PNOM
Leuven|0032-002|45|17,17,",",",",u--------,AuxX
Leuven|0032-002|45|18,18,τί,τίς,p-s---nn-,SBJ
Leuven|0032-002|45|19,19,αἰσχρόν,αἰσχρός,a-s---nn-,PNOM
Leuven|0032-002|45|20,20,",",",",u--------,AuxX
Leuven|0032-002|45|21,21,τί,τίς,p-s---nn-,SBJ
Leuven|0032-002|45|22,22,δίκαιον,δίκαιος,a-s---nn-,PNOM
Leuven|0032-002|45|23,23,",",",",u--------,AuxX
Leuven|0032-002|45|24,24,τί,τίς,p-s---nn-,SBJ
Leuven|0032-002|45|25,25,ἄδικον,ἄδικος,a-s---nn-,PNOM
Leuven|0032-002|45|26,26,",",",",u--------,AuxX
Leuven|0032-002|45|27,27,τί,τίς,p-s---nn-,SBJ
Leuven|0032-002|45|28,28,σωφροσύνη,σωφροσύνη,n-s---fn-,PNOM
Leuven|0032-002|45|29,29,",",",",u--------,AuxX
Leuven|0032-002|45|30,30,τί,τίς,p-s---nn-,SBJ
Leuven|0032-002|45|31,31,μανία,μανία,n-s---fn-,PNOM
Leuven|0032-002|45|32,32,",",",",u--------,AuxX
Leuven|0032-002|45|33,33,τί,τίς,p-s---nn-,SBJ
Leuven|0032-002|45|34,34,ἀνδρεία,ἀνδρεία,n-s---fn-,PNOM
Leuven|0032-002|45|35,35,",",",",u--------,AuxX
Leuven|0032-002|45|36,36,τί,τίς,p-s---nn-,SBJ
Leuven|0032-002|45|37,37,δειλία,δειλία,n-s---fn-,PNOM
Leuven|0032-002|45|38,38,",",",",u--------,AuxX
Leuven|0032-002|45|39,39,τί,τίς,p-s---nn-,SBJ
Leuven|0032-002|45|40,40,πόλις,πόλις,n-s---fn-,PNOM
Leuven|0032-002|45|41,41,",",",",u--------,AuxX
Leuven|0032-002|45|42,42,τί,τίς,p-s---nn-,SBJ
Leuven|0032-002|45|43,43,πολιτικός,πολιτικός,a-s---mn-,PNOM
Leuven|0032-002|45|44,44,",",",",u--------,AuxX
Leuven|0032-002|45|45,45,τί,τίς,p-s---nn-,SBJ
Leuven|0032-002|45|46,46,ἀρχὴ,ἀρχή,n-s---fn-,PNOM
Leuven|0032-002|45|47,47,ἀνθρώπων,ἄνθρωπος,n-p---mg-,ATR
Leuven|0032-002|45|48,48,",",",",u--------,COORD
Leuven|0032-002|45|49,49,τί,τίς,p-s---nn-,SBJ
Leuven|0032-002|45|50,50,ἀρχικὸς,ἀρχικός,a-s---mn-,PNOM
Leuven|0032-002|45|51,51,ἀνθρώπων,ἄνθρωπος,n-p---mg-,ATR
Leuven|0032-002|45|52,52,",",",",u--------,AuxX
Leuven|0032-002|45|53,53,καὶ,καί,c--------,COORD
Leuven|0032-002|45|54,54,περὶ,περί,r--------,AuxP
Leuven|0032-002|45|55,55,τῶν,ὁ,l-p---ng-,ATR
Leuven|0032-002|45|56,56,ἄλλων,ἄλλος,p-p---ng-,ADV_CO
Leuven|0032-002|45|57,57,",",",",u--------,AuxX
Leuven|0032-002|45|58,58,ἃ,ὅς,p-p---na-,OBJ
Leuven|0032-002|45|59,59,τοὺς,ὁ,l-p---ma-,ATR
Leuven|0032-002|45|60,60,μὲν,μέν,d--------,AuxY
Leuven|0032-002|45|61,61,εἰδότας,οἶδα,v-prpama-,SBJ
Leuven|0032-002|45|62,62,ἡγεῖτο,ἡγέομαι,v3siie---,ATR
Leuven|0032-002|45|63,63,καλοὺς,καλός,a-p---ma-,PNOM_CO
Leuven|0032-002|45|64,64,κἀγαθοὺς,ἀγαθός,a-p---ma-,PNOM_CO
Leuven|0032-002|45|65,65,εἶναι,εἰμί,v--pna---,OBJ_CO
Leuven|0032-002|45|66,66,",",",",u--------,AuxX
Leuven|0032-002|45|67,67,τοὺς,ὁ,l-p---ma-,ATR
Leuven|0032-002|45|68,68,δ’,δέ,d--------,COORD
Leuven|0032-002|45|69,69,ἀγνοοῦντας,ἀγνοέω,v-pppama-,SBJ
Leuven|0032-002|45|70,70,ἀνδραποδώδεις,ἀνδραποδώδης,a-p---ma-,OCOMP
Leuven|0032-002|45|71,71,ἂν,ἄν,d--------,AuxY
Leuven|0032-002|45|72,72,δικαίως,δικαίως,d-------p,ADV
Leuven|0032-002|45|73,73,κεκλῆσθαι,καλέω,v--rne---,OBJ_CO
Leuven|0032-002|45|74,74,.,.,u--------,AuxK
Leuven|0032-002|45|75,75,.,.,u--------,AuxK
"""""",76,[2],"""""","""""",PRED
"""""",77,[3],"""""","""""",PRED
"""""",78,[4],"""""","""""",PRED
"""""",79,[5],"""""","""""",PRED
"""""",80,[6],"""""","""""",PRED
"""""",81,[7],"""""","""""",PRED
"""""",82,[8],"""""","""""",PRED
"""""",83,[9],"""""","""""",PRED
"""""",84,[10],"""""","""""",PRED
"""""",85,[11],"""""","""""",PRED
"""""",86,[12],"""""","""""",PRED
"""""",87,[13],"""""","""""",PRED
"""""",88,[14],"""""","""""",PRED
"""""",89,[15],"""""","""""",PRED
"""""",90,[16],"""""","""""",PRED
