@ref,@id,@form,@lemma,@postag,@relation
Leuven|0032-002|1047|1,1,ἀλλὰ,ἀλλά,c--------,AuxY
Leuven|0032-002|1047|2,2,μὴν,μήν,d--------,AuxZ
Leuven|0032-002|1047|3,3,οὔτε,οὔτε,c--------,AuxY
Leuven|0032-002|1047|4,4,εὐφωνίᾳ,εὐφωνία,n-p---fn-,ADV_CO
Leuven|0032-002|1047|5,5,τοσοῦτον,τοσοῦτος,p-s---na-,ADV
Leuven|0032-002|1047|6,6,διαφέρουσιν,διαφέρω,v3ppia---,PRED
Leuven|0032-002|1047|7,7,Ἀθηναῖοι,Ἀθηναῖος,a-p---mn-,SBJ
Leuven|0032-002|1047|8,8,τῶν,ὁ,l-p---mg-,ATR
Leuven|0032-002|1047|9,9,ἄλλων,ἄλλος,p-p---mg-,OBJ
Leuven|0032-002|1047|10,10,οὔτε,οὔτε,c--------,COORD
Leuven|0032-002|1047|11,11,σωμάτων,σῶμα,n-p---ng-,ATR
Leuven|0032-002|1047|12,12,μεγέθει,μέγεθος,n-s---nd-,ADV_CO
Leuven|0032-002|1047|13,13,καὶ,καί,c--------,COORD
Leuven|0032-002|1047|14,14,ῥώμῃ,ῥώμη,n-s---fd-,ADV_CO
Leuven|0032-002|1047|15,15,",",",",u--------,AuxX
Leuven|0032-002|1047|16,16,ὅσον,ὅσος,p-s---na-,ADV
Leuven|0032-002|1047|17,17,φιλοτιμίᾳ,φιλοτιμία,n-s---fd-,ADV
Leuven|0032-002|1047|18,18,",",",",u--------,AuxX
Leuven|0032-002|1047|19,19,ἥπερ,ὅς,p-s---fn-,SBJ
Leuven|0032-002|1047|20,20,μάλιστα,μάλα,d-------s,ADV
Leuven|0032-002|1047|21,21,παροξύνει,παροξύνω,v3spia---,ATR
Leuven|0032-002|1047|22,22,πρὸς,πρός,r--------,AuxP
Leuven|0032-002|1047|23,23,τὰ,ὁ,l-p---na-,ATR
Leuven|0032-002|1047|24,24,καλὰ,καλός,a-p---na-,OBJ_CO
Leuven|0032-002|1047|25,25,καὶ,καί,c--------,COORD
Leuven|0032-002|1047|26,26,ἔντιμα,ἔντιμος,a-p---na-,OBJ_CO
Leuven|0032-002|1047|27,27,.,.,u--------,AuxK
Leuven|0032-002|1047|28,28,[0],,,ADV
