@ref,@id,@form,@lemma,@postag,@relation
Leuven|0032-002|246|1,1,εἰ,εἰ,c--------,AuxC
Leuven|0032-002|246|2,2,δέ,δέ,d--------,AuxY
Leuven|0032-002|246|3,3,τι,τις,p-s---nn-,SBJ
Leuven|0032-002|246|4,4,δόξειεν,δοκέω,v3saoa---,ADV
Leuven|0032-002|246|5,5,αὐτῷ,αὐτός,p-s---md-,OBJ
Leuven|0032-002|246|6,6,σημαίνεσθαι,σημαίνω,v--pne---,OBJ
Leuven|0032-002|246|7,7,παρὰ,παρά,r--------,AuxP
Leuven|0032-002|246|8,8,τῶν,ὁ,l-p---mg-,ATR
Leuven|0032-002|246|9,9,θεῶν,θεός,n-p---mg-,OBJ
Leuven|0032-002|246|10,10,",",",",u--------,AuxX
Leuven|0032-002|246|11,11,ἧττον,ἥσσων,a-s---nac,ADV
Leuven|0032-002|246|12,12,ἂν,ἄν,d--------,AuxY
Leuven|0032-002|246|13,13,ἐπείσθη,πείθω,v3saip---,PRED
Leuven|0032-002|246|14,14,παρὰ,παρά,r--------,AuxP
Leuven|0032-002|246|15,15,τὰ,ὁ,l-p---na-,ATR
Leuven|0032-002|246|16,16,σημαινόμενα,σημαίνω,v-pppena-,ADV
Leuven|0032-002|246|17,17,ποιῆσαι,ποιέω,v--ana---,OBJ
Leuven|0032-002|246|18,18,ἢ,ἤ,c--------,AuxC
Leuven|0032-002|246|19,19,εἴ,εἰ,c--------,AuxC
Leuven|0032-002|246|20,20,τις,τις,p-s---cn-,SBJ
Leuven|0032-002|246|21,21,αὐτὸν,αὐτός,p-s---ma-,SBJ
Leuven|0032-002|246|22,22,ἔπειθεν,πείθω,v3siia---,ADV
Leuven|0032-002|246|23,23,ὁδοῦ,ὁδός,n-s---fg-,ATR
Leuven|0032-002|246|24,24,λαβεῖν,λαμβάνω,v--ana---,OBJ
Leuven|0032-002|246|25,25,ἡγεμόνα,ἡγεμών,n-s---ma-,OBJ
Leuven|0032-002|246|26,26,τυφλὸν,τυφλός,a-s---ma-,ATR_CO
Leuven|0032-002|246|27,27,καὶ,καί,c--------,COORD
Leuven|0032-002|246|28,28,μὴ,μή,d--------,AuxZ
Leuven|0032-002|246|29,29,εἰδότα,οἶδα,v-srpama-,ATR_CO
Leuven|0032-002|246|30,30,τὴν,ὁ,l-s---fa-,ATR
Leuven|0032-002|246|31,31,ὁδὸν,ὁδός,n-s---fa-,OBJ
Leuven|0032-002|246|32,32,ἀντὶ,ἀντί,r--------,AuxP
Leuven|0032-002|246|33,33,βλέποντος,βλέπω,v-sppamg-,ADV_CO
Leuven|0032-002|246|34,34,καὶ,καί,c--------,COORD
Leuven|0032-002|246|35,35,εἰδότος,οἶδα,v-srpamg-,ADV_CO
Leuven|0032-002|246|36,36,·,·,u--------,AuxK
"""""",37,[0],"""""","""""",PRED
