@ref,@id,@form,@lemma,@postag,@relation
Leuven|0032-002|195|1,1,ἀλλὰ,ἀλλά,c--------,AuxY
Leuven|0032-002|195|2,2,Σωκράτης,Σωκράτης,n-s---mn-,SBJ
Leuven|0032-002|195|3,3,γε,γε,d--------,AuxZ
Leuven|0032-002|195|4,4,",",",",u--------,AuxX
Leuven|0032-002|195|5,5,ἔφη,φημί,v3siia---,PRED
Leuven|0032-002|195|6,6,ὁ,ὁ,l-s---mn-,ATR
Leuven|0032-002|195|7,7,κατήγορος,κατήγορος,n-s---mn-,SBJ
Leuven|0032-002|195|8,8,",",",",u--------,AuxX
Leuven|0032-002|195|9,9,οὐ,οὐ,d--------,AuxZ
Leuven|0032-002|195|10,10,μόνον,μόνον,d--------,ADV
Leuven|0032-002|195|11,11,τοὺς,ὁ,l-p---ma-,ATR
Leuven|0032-002|195|12,12,πατέρας,πατήρ,n-p---ma-,OBJ_CO
Leuven|0032-002|195|13,13,ἀλλὰ,ἀλλά,c--------,COORD
Leuven|0032-002|195|14,14,καὶ,καί,d--------,AuxZ
Leuven|0032-002|195|15,15,τοὺς,ὁ,l-p---ma-,ATR
Leuven|0032-002|195|16,16,ἄλλους,ἄλλος,p-p---ma-,ATR
Leuven|0032-002|195|17,17,συγγενεῖς,συγγενής,a-p---ma-,OBJ_CO
Leuven|0032-002|195|18,18,ἐποίει,ποιέω,v3siia---,OBJ
Leuven|0032-002|195|19,19,ἐν,ἐν,r--------,AuxP
Leuven|0032-002|195|20,20,ἀτιμίᾳ,ἀτιμία,n-s---fd-,PNOM
Leuven|0032-002|195|21,21,εἶναι,εἰμί,v--pna---,OBJ
Leuven|0032-002|195|22,22,παρὰ,παρά,r--------,AuxP
Leuven|0032-002|195|23,23,τοῖς,ὁ,l-p---md-,ATR
Leuven|0032-002|195|24,24,ἑαυτῷ,ἑαυτοῦ,p-s---md-,OBJ
Leuven|0032-002|195|25,25,συνοῦσι,σύνειμι,v-pppamd-,ADV
Leuven|0032-002|195|26,26,",",",",u--------,AuxX
Leuven|0032-002|195|27,27,λέγων,λέγω,v-sppamn-,ADV
Leuven|0032-002|195|28,28,ὡς,ὡς,c--------,AuxC
Leuven|0032-002|195|29,29,οὔτε,οὔτε,c--------,AuxY
Leuven|0032-002|195|30,30,τοὺς,ὁ,l-p---ma-,ATR
Leuven|0032-002|195|31,31,κάμνοντας,κάμνω,v-pppama-,OBJ_CO
Leuven|0032-002|195|32,32,οὔτε,οὔτε,c--------,COORD
Leuven|0032-002|195|33,33,τοὺς,ὁ,l-p---ma-,ATR
Leuven|0032-002|195|34,34,δικαζομένους,δικάζω,v-pppema-,OBJ_CO
Leuven|0032-002|195|35,35,οἱ,ὁ,l-p---mn-,ATR
Leuven|0032-002|195|36,36,συγγενεῖς,συγγενής,a-p---mn-,SBJ
Leuven|0032-002|195|37,37,ὠφελοῦσιν,ὠφελέω,v3ppia---,OBJ
Leuven|0032-002|195|38,38,",",",",u--------,AuxX
Leuven|0032-002|195|39,39,ἀλλὰ,ἀλλά,c--------,AuxY
Leuven|0032-002|195|40,40,τοὺς,ὁ,l-p---ma-,OBJ
Leuven|0032-002|195|41,41,μὲν,μέν,d--------,AuxY
Leuven|0032-002|195|42,42,οἱ,ὁ,l-p---mn-,ATR
Leuven|0032-002|195|43,43,ἰατροί,ἰατρός,n-p---mn-,SBJ
Leuven|0032-002|195|44,44,",",",",u--------,AuxX
Leuven|0032-002|195|45,45,τοὺς,ὁ,l-p---ma-,OBJ
Leuven|0032-002|195|46,46,δὲ,δέ,d--------,COORD
Leuven|0032-002|195|47,47,οἱ,ὁ,l-p---mn-,ATR
Leuven|0032-002|195|48,48,συνδικεῖν,συνδικέω,v--pna---,OBJ
Leuven|0032-002|195|49,49,ἐπιστάμενοι,ἐπίσταμαι,v-pppemn-,SBJ
Leuven|0032-002|195|50,50,.,.,u--------,AuxK
Leuven|0032-002|195|51,51,[0],"""""","""""",OBJ_CO
"""""",52,[1],"""""","""""",PRED
