@ref,@id,@form,@lemma,@postag,@relation
Leuven|0032-002|181|1,1,καὶ,καί,c--------,AuxY
Leuven|0032-002|181|2,2,ὅσα,ὅσος,p-p---na-,OBJ
Leuven|0032-002|181|3,3,ἄρα,ἄρα,d--------,AuxY
Leuven|0032-002|181|4,4,τὸ,ὁ,l-s---nn-,ATR
Leuven|0032-002|181|5,5,πᾶν,πᾶς,a-s---nn-,ATR
Leuven|0032-002|181|6,6,πλῆθος,πλῆθος,n-s---nn-,SBJ
Leuven|0032-002|181|7,7,κρατοῦν,κρατέω,v-sppann-,ADV
Leuven|0032-002|181|8,8,τῶν,ὁ,l-p---mg-,ATR
Leuven|0032-002|181|9,9,τὰ,ὁ,l-p---na-,ATR
Leuven|0032-002|181|10,10,χρήματα,χρῆμα,n-p---na-,OBJ
Leuven|0032-002|181|11,11,ἐχόντων,ἔχω,v-pppamg-,OBJ
Leuven|0032-002|181|12,12,γράφει,γράφω,v3spia---,SBJ
Leuven|0032-002|181|13,13,μὴ,μή,d--------,AuxZ
Leuven|0032-002|181|14,14,πεῖσαν,πείθω,v-sapann-,ADV
Leuven|0032-002|181|15,15,",",",",u--------,AuxX
Leuven|0032-002|181|16,16,βία,βία,n-s---fn-,PNOM
Leuven|0032-002|181|17,17,μᾶλλον,μάλα,d-------c,ADV
Leuven|0032-002|181|18,18,ἢ,ἤ,c--------,AuxC
Leuven|0032-002|181|19,19,νόμος,νόμος,n-s---mn-,PNOM
Leuven|0032-002|181|20,20,ἂν,ἄν,d--------,AuxY
Leuven|0032-002|181|21,21,εἴη,εἰμί,v3spoa---,PRED
Leuven|0032-002|181|22,22,;,;,u--------,AuxK
"""""",23,[0],"""""","""""",PRED
