@ref,@id,@form,@lemma,@postag,@relation
Leuven|0032-002|97|1,1,οὔτε,οὔτε,c--------,AuxY
Leuven|0032-002|97|2,2,γὰρ,γάρ,d--------,AuxY
Leuven|0032-002|97|3,3,ἃ,ὅς,p-p---na-,OBJ
Leuven|0032-002|97|4,4,δεῖ,δέω,v3spia---,OBJ
Leuven|0032-002|97|5,5,πράττειν,πράσσω,v--pna---,OBJ_CO
Leuven|0032-002|97|6,6,οὔτε,οὔτε,c--------,COORD
Leuven|0032-002|97|7,7,ὧν,ὅς,p-p---ng-,OBJ
Leuven|0032-002|97|8,8,δεῖ,δέω,v3spia---,OBJ
Leuven|0032-002|97|9,9,ἀπέχεσθαι,ἀπέχω,v--pne---,OBJ_CO
Leuven|0032-002|97|10,10,δύνανται,δύναμαι,v3ppie---,PRED
Leuven|0032-002|97|11,11,.,.,u--------,AuxK
"""""",12,[0],"""""","""""",PRED
"""""",13,[1],"""""","""""",PRED
