@ref,@id,@form,@lemma,@postag,@relation
Leuven|0032-002|85|1,1,ταῦτα,οὗτος,p-p---na-,OBJ
Leuven|0032-002|85|2,2,δὲ,δέ,b--------,AuxY
Leuven|0032-002|85|3,3,ὁρῶντε,ὁράω,v-dppama_,ADV_CO
Leuven|0032-002|85|4,4,καὶ,καί,b--------,COORD
Leuven|0032-002|85|5,5,ὄντε,εἰμί,v-dppama_,ADV_CO
Leuven|0032-002|85|6,6,οἵω,οἷος,p-s---mg-,PNOM
Leuven|0032-002|85|7,7,προείρησθον,προλέγω,v3drie---,PNOM
Leuven|0032-002|85|8,8,",",",",u--------,AuxX
Leuven|0032-002|85|9,9,πότερόν,πότερον,d--------,AuxY
Leuven|0032-002|85|10,10,τις,τις,p-s---cn-,SBJ
Leuven|0032-002|85|11,11,αὐτὼ,αὐτός,p-d---nn-,SBJ
Leuven|0032-002|85|12,12,φῇ,φημί,v3spsa---,PRED
Leuven|0032-002|85|13,13,τοῦ,ὁ,l-s---mg-,ATR
Leuven|0032-002|85|14,14,βίου,βίος,n-s---mg-,OBJ_CO
Leuven|0032-002|85|15,15,τοῦ,ὁ,l-s---mg-,ATR
Leuven|0032-002|85|16,16,Σωκράτους,Σωκράτης,n-s---mg-,ATR
Leuven|0032-002|85|17,17,ἐπιθυμήσαντε,ἐπιθυμέω,v-dapama_,ADV_CO
Leuven|0032-002|85|18,18,καὶ,καί,b--------,COORD
Leuven|0032-002|85|19,19,τῆς,ὁ,l-s---fg-,ATR
Leuven|0032-002|85|20,20,σωφροσύνης,σωφροσύνη,n-s---fg-,OBJ_CO
Leuven|0032-002|85|21,21,",",",",u--------,AuxX
Leuven|0032-002|85|22,22,ἣν,ὅς,p-s---fa-,OBJ
Leuven|0032-002|85|23,23,ἐκεῖνος,ἐκεῖνος,p-s---mn-,SBJ
Leuven|0032-002|85|24,24,εἶχεν,ἔχω,v3siia---,ATR
Leuven|0032-002|85|25,25,",",",",u--------,AuxX
Leuven|0032-002|85|26,26,ὀρέξασθαι,ὀρέγω,v--anm---,OBJ
Leuven|0032-002|85|27,27,τῆς,ὁ,l-s---fg-,ATR
Leuven|0032-002|85|28,28,ὁμιλίας,ὁμιλία,n-s---fg-,OBJ
Leuven|0032-002|85|29,29,αὐτοῦ,αὐτός,p-s---mg-,ADV
Leuven|0032-002|85|30,30,",",",",u--------,AuxX
Leuven|0032-002|85|31,31,ἢ,ἤ,c--------,COORD
Leuven|0032-002|85|32,32,νομίσαντε,νομίζω,v-dapama_,ADV_CO
Leuven|0032-002|85|33,33,",",",",u--------,AuxX
Leuven|0032-002|85|34,34,εἰ,εἰ,c--------,AuxC
Leuven|0032-002|85|35,35,ὁμιλησαίτην,ὁμιλέω,v3daoa---,ADV
Leuven|0032-002|85|36,36,ἐκείνῳ,ἐκεῖνος,p-s---md-,OBJ
Leuven|0032-002|85|37,37,",",",",u--------,AuxX
Leuven|0032-002|85|38,38,γενέσθαι,γίγνομαι,v--anm---,OBJ
Leuven|0032-002|85|39,39,ἂν,ἄν,d--------,AuxY
Leuven|0032-002|85|40,40,ἱκανωτάτω,ἱκανός,a-s---mgs,PNOM
Leuven|0032-002|85|41,41,λέγειν,λέγω,v--pna---,ATR_CO
Leuven|0032-002|85|42,42,τε,τε,c--------,AuxY
Leuven|0032-002|85|43,43,καὶ,καί,b--------,COORD
Leuven|0032-002|85|44,44,πράττειν,πράσσω,v--pna---,ATR_CO
Leuven|0032-002|85|45,45,;,;,u--------,AuxK
"""""",46,[0],"""""","""""",PRED
