@ref,@id,@form,@lemma,@postag,@relation
Leuven|0032-002|262|1,1,εἰπέ,λέγω,v2sama---,OBJ
Leuven|0032-002|262|2,2,μοι,ἐγώ,p1s---cd-,OBJ
Leuven|0032-002|262|3,3,",",",",u--------,AuxX
Leuven|0032-002|262|4,4,ἔφη,φημί,v3siia---,PRED
Leuven|0032-002|262|5,5,",",",",u--------,AuxX
Leuven|0032-002|262|6,6,ὦ,ὦ,i--------,AuxZ
Leuven|0032-002|262|7,7,Ξενοφῶν,Ξενοφῶν,n-s---mv-,ExD
Leuven|0032-002|262|8,8,",",",",u--------,AuxX
Leuven|0032-002|262|9,9,οὐ,οὐ,d--------,AuxZ
Leuven|0032-002|262|10,10,σὺ,σύ,p2s---cn-,SBJ
Leuven|0032-002|262|11,11,Κριτόβουλον,Κριτόβουλος,n-s---ma-,SBJ
Leuven|0032-002|262|12,12,ἐνόμιζες,νομίζω,v2siia---,OBJ
Leuven|0032-002|262|13,13,εἶναι,εἰμί,v--pna---,OBJ_CO
Leuven|0032-002|262|14,14,τῶν,ὁ,l-p---mg-,ATR
Leuven|0032-002|262|15,15,σωφρονικῶν,σωφρονικός,a-p---mg-,ATR
Leuven|0032-002|262|16,16,ἀνθρώπων,ἄνθρωπος,n-p---mg-,PNOM
Leuven|0032-002|262|17,17,μᾶλλον,μάλα,d-------c,ADV
Leuven|0032-002|262|18,18,ἢ,ἤ,c--------,AuxC
Leuven|0032-002|262|19,19,τῶν,ὁ,l-p---mg-,ATR
Leuven|0032-002|262|20,20,θρασέων,θρασύς,a-p---mg-,PNOM
Leuven|0032-002|262|21,21,καὶ,καί,c--------,COORD
Leuven|0032-002|262|22,22,τῶν,ὁ,l-p---mg-,ATR
Leuven|0032-002|262|23,23,προνοητικῶν,προνοητικός,a-p---mg-,PNOM
Leuven|0032-002|262|24,24,μᾶλλον,μάλα,d-------c,ADV
Leuven|0032-002|262|25,25,ἢ,ἤ,c--------,AuxC
Leuven|0032-002|262|26,26,τῶν,ὁ,l-p---mg-,ATR
Leuven|0032-002|262|27,27,ἀνοήτων,ἀνόητος,a-p---mg-,PNOM_CO
Leuven|0032-002|262|28,28,τε,τε,c--------,AuxY
Leuven|0032-002|262|29,29,καὶ,καί,c--------,COORD
Leuven|0032-002|262|30,30,ῥιψοκινδύνων,ῥιψοκίνδυνος,a-p---mg-,PNOM_CO
Leuven|0032-002|262|31,31,;,;,u--------,AuxK
Leuven|0032-002|262|32,32,[0],"""""","""""",OBJ_CO
"""""",33,[1],"""""","""""",PRED
"""""",34,[4],"""""","""""",PRED
