@ref,@id,@form,@lemma,@postag,@relation
Leuven|0032-002|92|1,1,οἶδα,οἶδα,v1sria---,PRED
Leuven|0032-002|92|2,2,δὲ,δέ,b--------,AuxY
Leuven|0032-002|92|3,3,καὶ,καί,b--------,AuxY
Leuven|0032-002|92|4,4,Σωκράτην,Σωκράτης,n-s---ma-,SBJ
Leuven|0032-002|92|5,5,δεικνύντα,δείκνυμι,v-sppama-,OBJ_CO
Leuven|0032-002|92|6,6,τοῖς,ὁ,l-p---md-,ATR
Leuven|0032-002|92|7,7,συνοῦσιν,σύνειμι,v-pppamd-,OBJ
Leuven|0032-002|92|8,8,ἑαυτὸν,ἑαυτοῦ,p-s---ma-,SBJ
Leuven|0032-002|92|9,9,καλὸν,καλός,a-s---ma-,PNOM_CO
Leuven|0032-002|92|10,10,κἀγαθὸν,ἀγαθός,a-s---ma-,PNOM_CO
Leuven|0032-002|92|11,11,ὄντα,εἰμί,v-sppama-,OBJ
Leuven|0032-002|92|12,12,καὶ,καί,c--------,COORD
Leuven|0032-002|92|13,13,διαλεγόμενον,διαλέγω,v-sppema-,OBJ_CO
Leuven|0032-002|92|14,14,κάλλιστα,καλός,d-------s,ADV
Leuven|0032-002|92|15,15,περὶ,περί,r--------,AuxP
Leuven|0032-002|92|16,16,ἀρετῆς,ἀρετή,n-s---fg-,ADV
Leuven|0032-002|92|17,17,καὶ,καί,c--------,COORD
Leuven|0032-002|92|18,18,τῶν,ὁ,l-p---ng-,ATR
Leuven|0032-002|92|19,19,ἄλλων,ἄλλος,p-p---ng-,ATR
Leuven|0032-002|92|20,20,ἀνθρωπίνων,ἀνθρώπινος,a-p---ng-,ADV
Leuven|0032-002|92|21,21,.,ἀνθρώπινος,a-p---ng-,AuxK
Leuven|0032-002|92|22,22,.,.,u--------,AuxK
"""""",23,[0],"""""","""""",PRED
