@ref,@id,@form,@lemma,@postag,@relation
Leuven|0032-002|137|1,1,εἰ,εἰ,c--------,AuxC
Leuven|0032-002|137|2,2,μὲν,μέν,d--------,AuxY
Leuven|0032-002|137|3,3,γὰρ,γάρ,d--------,AuxY
Leuven|0032-002|137|4,4,σὺν,σύν,r--------,AuxP
Leuven|0032-002|137|5,5,τοῖς,ὁ,l-p---nd-,ATR
Leuven|0032-002|137|6,6,ὀρθῶς,ὀρθός,d--------,ADV
Leuven|0032-002|137|7,7,",",",",u--------,AuxX
Leuven|0032-002|137|8,8,δῆλον,δῆλος,a-s---nn-,PNOM
Leuven|0032-002|137|9,9,ὅτι,ὅτι,c--------,AuxC
Leuven|0032-002|137|10,10,ἀφεκτέον,ἀφεκτέον,a-s---nn-,PNOM
Leuven|0032-002|137|11,11,ἂν,ἄν,d--------,AuxY
Leuven|0032-002|137|12,12,εἴη,εἰμί,v3spoa---,SBJ
Leuven|0032-002|137|13,13,τοῦ,ὁ,l-s---ng-,ATR
Leuven|0032-002|137|14,14,ὀρθῶς,ὀρθός,d--------,ADV
Leuven|0032-002|137|15,15,λέγειν,λέγω,v--pna---,OBJ
Leuven|0032-002|137|16,16,·,·,u--------,AuxK
Leuven|0032-002|137|17,17,[0],"""""","""""",ADV
Leuven|0032-002|137|18,18,[1],"""""","""""",PRED
"""""",19,[2],"""""","""""",PRED
