@ref,@id,@form,@lemma,@postag,@relation
Leuven|0032-002|167|1,1,πότερον,πότερον,d--------,AuxY
Leuven|0032-002|167|2,2,δὲ,δέ,d--------,AuxY
Leuven|0032-002|167|3,3,τἀγαθὰ,ἀγαθός,a-p---na-,OBJ
Leuven|0032-002|167|4,4,νομίσαν,νομίζω,v-sapann-,ADV
Leuven|0032-002|167|5,5,δεῖν,δέω,v--pna---,OBJ_CO
Leuven|0032-002|167|6,6,ποιεῖν,ποιέω,v--pna---,SBJ
Leuven|0032-002|167|7,7,ἢ,ἤ1,c--------,COORD
Leuven|0032-002|167|8,8,τὰ,ὁ,l-p---na-,ATR
Leuven|0032-002|167|9,9,κακά,κακός,a-p---na-,OBJ
Leuven|0032-002|167|10,10,;,κακός,a-p---na-,AuxK
Leuven|0032-002|167|11,11,;,;,u--------,AuxK
Leuven|0032-002|167|12,12,[0],"""""","""""",PRED
Leuven|0032-002|167|13,13,[1],"""""","""""",OBJ_CO
"""""",14,[2],"""""","""""",PRED
