@ref,@id,@form,@lemma,@postag,@relation
Leuven|0032-002|208|1,1,ἐκ,ἐκ,r--------,AuxP
Leuven|0032-002|208|2,2,δὲ,δέ,d--------,AuxY
Leuven|0032-002|208|3,3,τούτων,οὗτος,p-p---ng-,ADV
Leuven|0032-002|208|4,4,ὀρθῶς,ὀρθός,d--------,ADV
Leuven|0032-002|208|5,5,ἂν,ἄν,d--------,AuxY
Leuven|0032-002|208|6,6,ἔχοι,ἔχω,v3spoa---,PRED
Leuven|0032-002|208|7,7,τὸ,ὁ,l-s---na-,ATR
Leuven|0032-002|208|8,8,ἔργον,ἔργον,n-s---nn-,SBJ
Leuven|0032-002|208|9,9,δ’,δέ,b--------,AuxY
Leuven|0032-002|208|10,10,οὐδὲν,οὐδείς,p-s---nn-,ATR
Leuven|0032-002|208|11,11,ὄνειδος,ὄνειδος,n-s---nn-,PNOM
Leuven|0032-002|208|12,12,",",",",u--------,AuxX
Leuven|0032-002|208|13,13,ἀεργίη,ἀεργία,n-s---fn-,SBJ
Leuven|0032-002|208|14,14,δέ,δέ,d--------,COORD
Leuven|0032-002|208|15,15,τ’,τε,c--------,AuxY
Leuven|0032-002|208|16,16,ὄνειδος,ὄνειδος,n-s---nn-,PNOM
Leuven|0032-002|208|17,17,.,.,u--------,AuxK
"""""",18,[1],"""""","""""",PRED
"""""",19,[2],"""""","""""",PRED
