@ref,@id,@form,@lemma,@postag,@relation
Leuven|0032-002|127|1,1,τοῦ,ὁ,l-s---mg-,ATR
Leuven|0032-002|127|2,2,δὲ,δέ,d--------,AuxY
Leuven|0032-002|127|3,3,Κριτίου,Κριτίας,n-s---mg-,SBJ
Leuven|0032-002|127|4,4,τοῖς,ὁ,l-p---nd-,ATR
Leuven|0032-002|127|5,5,τοιούτοις,τοιοῦτος,p-p---nd-,OBJ
Leuven|0032-002|127|6,6,οὐχ,οὐ,d--------,AuxZ
Leuven|0032-002|127|7,7,ὑπακούοντος,ὑπακούω,v-sppamg-,ADV_CO
Leuven|0032-002|127|8,8,οὐδὲ,οὐδέ,c--------,COORD
Leuven|0032-002|127|9,9,ἀποτρεπομένου,ἀποτρέπω,v-sppemg-,ADV_CO
Leuven|0032-002|127|10,10,",",",",u--------,AuxX
Leuven|0032-002|127|11,11,λέγεται,λέγω,v3spie---,PRED
Leuven|0032-002|127|12,12,τὸν,ὁ,l-s---ma-,ATR
Leuven|0032-002|127|13,13,Σωκράτην,Σωκράτης,n-s---ma-,SBJ
Leuven|0032-002|127|14,14,ἄλλων,ἄλλος,p-p---mg-,SBJ
Leuven|0032-002|127|15,15,τε,τε,c--------,AuxY
Leuven|0032-002|127|16,16,πολλῶν,πολύς,a-p---mg-,ATR
Leuven|0032-002|127|17,17,παρόντων,πάρειμι,v-pppamg-,ADV_CO
Leuven|0032-002|127|18,18,καὶ,καί,c--------,COORD
Leuven|0032-002|127|19,19,τοῦ,ὁ,l-s---mg-,ATR
Leuven|0032-002|127|20,20,Εὐθυδήμου,Εὐθύδημος,n-s---mg-,SBJ
Leuven|0032-002|127|21,21,εἰπεῖν,λέγω,v--ana---,OBJ
Leuven|0032-002|127|22,22,ὅτι,ὅτι,c--------,AuxC
Leuven|0032-002|127|23,23,ὑικὸν,ὑϊκός,a-s---na-,OBJ
Leuven|0032-002|127|24,24,αὐτῷ,αὐτός,p-s---md-,OBJ
Leuven|0032-002|127|25,25,δοκοίη,δοκέω,v3spoa---,OBJ
Leuven|0032-002|127|26,26,πάσχειν,πάσχω,v--pna---,OBJ
Leuven|0032-002|127|27,27,ὁ,ὁ,l-s---mn-,ATR
Leuven|0032-002|127|28,28,Κριτίας,Κριτίας,n-s---mn-,SBJ
Leuven|0032-002|127|29,29,",",",",u--------,AuxX
Leuven|0032-002|127|30,30,ἐπιθυμῶν,ἐπιθυμέω,v-sppamn-,ADV
Leuven|0032-002|127|31,31,Εὐθυδήμῳ,Εὐθύδημος,n-s---md-,OBJ
Leuven|0032-002|127|32,32,προσκνῆσθαι,προσκνάομαι,v--pne---,OBJ
Leuven|0032-002|127|33,33,ὥσπερ,ὥσπερ,c--------,AuxC
Leuven|0032-002|127|34,34,τὰ,ὁ,l-p---nn-,ATR
Leuven|0032-002|127|35,35,ὕδια,ὕδιον,n-p---nn-,SBJ
Leuven|0032-002|127|36,36,τοῖς,ὁ,l-p---md-,ATR
Leuven|0032-002|127|37,37,λίθοις,λίθος,n-p---md-,OBJ
Leuven|0032-002|127|38,38,.,.,u--------,AuxK
Leuven|0032-002|127|39,39,[0],"""""","""""",ADV
"""""",40,[1],"""""","""""",PRED
