@ref,@id,@form,@lemma,@postag,@relation
Leuven|0032-002|172|1,1,καὶ,καί,d--------,AuxZ
Leuven|0032-002|172|2,2,ὅσα,ὅσος,p-p---na-,OBJ
Leuven|0032-002|172|3,3,τύραννος,τύραννος,n-s---mn-,SBJ
Leuven|0032-002|172|4,4,ἄρχων,ἄρχω,v-sppamn-,ATR
Leuven|0032-002|172|5,5,",",",",u--------,AuxX
Leuven|0032-002|172|6,6,φάναι,φημί,v--pna---,OBJ
Leuven|0032-002|172|7,7,",",",",u--------,AuxX
Leuven|0032-002|172|8,8,γράφει,γράφω,v3spia---,ATR
Leuven|0032-002|172|9,9,",",",",u--------,AuxX
Leuven|0032-002|172|10,10,καὶ,καί,d--------,AuxZ
Leuven|0032-002|172|11,11,ταῦτα,οὗτος,p-p---nn-,SBJ
Leuven|0032-002|172|12,12,νόμος,νόμος,n-s---mn-,OCOMP
Leuven|0032-002|172|13,13,καλεῖται,καλέω,v3spie---,OBJ
Leuven|0032-002|172|14,14,.,.,u--------,AuxK
"""""",15,[0],"""""","""""",PRED
