@ref,@id,@form,@lemma,@postag,@relation
Leuven|0032-002|997|1,1,καὶ,καί,c--------,AuxY
Leuven|0032-002|997|2,2,ἱππαρχεῖν,ἱππαρχέω,v--pna---,OBJ
Leuven|0032-002|997|3,3,δέ,δέ,d--------,AuxY
Leuven|0032-002|997|4,4,τινι,τις,p-s---cd-,OBJ
Leuven|0032-002|997|5,5,ᾑρημένῳ,αἱρέω,v-srpemd-,ATR
Leuven|0032-002|997|6,6,οἶδά,οἶδα,v1sria---,PRED
Leuven|0032-002|997|7,7,ποτε,ποτέ,d--------,ADV
Leuven|0032-002|997|8,8,αὐτὸν,αὐτός,p-s---ma-,SBJ
Leuven|0032-002|997|9,9,τοιάδε,τοιόσδε,p-p---na-,OBJ
Leuven|0032-002|997|10,10,διαλεχθέντα,διαλέγω,v-sappma-,OBJ
Leuven|0032-002|997|11,11,·,·,u--------,AuxK
