@ref,@id,@form,@lemma,@postag,@relation
Leuven|0032-002|196|1,1,ἔφη,φημί,v3siia---,PRED
Leuven|0032-002|196|2,2,δὲ,δέ,d--------,AuxY
Leuven|0032-002|196|3,3,καὶ,καί,d--------,AuxZ
Leuven|0032-002|196|4,4,περὶ,περί,r--------,AuxP
Leuven|0032-002|196|5,5,τῶν,ὁ,l-p---mg-,ATR
Leuven|0032-002|196|6,6,φίλων,φίλος,a-p---mg-,ADV
Leuven|0032-002|196|7,7,αὐτὸν,αὐτός,p-s---ma-,SBJ
Leuven|0032-002|196|8,8,λέγειν,λέγω,v--pna---,OBJ
Leuven|0032-002|196|9,9,ὡς,ὡς,c--------,AuxC
Leuven|0032-002|196|10,10,οὐδὲν,οὐδείς,p-s---nn-,ATR
Leuven|0032-002|196|11,11,ὄφελος,ὄφελος,n-s---nn-,PNOM
Leuven|0032-002|196|12,12,εὔνους,εὔνους,a-s---mn-,PNOM
Leuven|0032-002|196|13,13,εἶναι,εἰμί,v--pna---,SBJ
Leuven|0032-002|196|14,14,",",",",u--------,AuxX
Leuven|0032-002|196|15,15,εἰ,εἰ,c--------,AuxC
Leuven|0032-002|196|16,16,μὴ,μή,d--------,AuxZ
Leuven|0032-002|196|17,17,καὶ,καί,d--------,AuxZ
Leuven|0032-002|196|18,18,ὠφελεῖν,ὠφελέω,v--pna---,OBJ
Leuven|0032-002|196|19,19,δυνήσονται,δύναμαι,v3pfim---,ADV
Leuven|0032-002|196|20,20,·,·,u--------,AuxK
"""""",21,[0],"""""","""""",PRED
