@ref,@id,@form,@lemma,@postag,@relation
Leuven|0032-002|166|1,1,πάντες,πᾶς,a-p---mn-,ATR
Leuven|0032-002|166|2,2,γὰρ,γάρ,d--------,AuxY
Leuven|0032-002|166|3,3,οὗτοι,οὗτος,p-p---mn-,SBJ
Leuven|0032-002|166|4,4,νόμοι,νόμος,n-p---mn-,PNOM
Leuven|0032-002|166|5,5,εἰσίν,εἰμί,v3ppia---,PRED
Leuven|0032-002|166|6,6,",",",",u--------,AuxX
Leuven|0032-002|166|7,7,οὓς,ὅς,p-p---ma-,OBJ
Leuven|0032-002|166|8,8,τὸ,ὁ,l-s---nn-,ATR
Leuven|0032-002|166|9,9,πλῆθος,πλῆθος,n-s---nn-,SBJ
Leuven|0032-002|166|10,10,συνελθὸν,συνέρχομαι,v-sapann-,ADV_CO
Leuven|0032-002|166|11,11,καὶ,καί,c--------,COORD
Leuven|0032-002|166|12,12,δοκιμάσαν,δοκιμάζω,v-sapann-,ADV_CO
Leuven|0032-002|166|13,13,ἔγραψε,γράφω,v3saia---,ATR
Leuven|0032-002|166|14,14,",",",",u--------,AuxX
Leuven|0032-002|166|15,15,φράζον,φράζω,v-sppann-,ADV
Leuven|0032-002|166|16,16,ἅ,ὅς,p-p---na-,OBJ
Leuven|0032-002|166|17,17,τε,τε,c--------,AuxY
Leuven|0032-002|166|18,18,δεῖ,δέω,v3spia---,OBJ
Leuven|0032-002|166|19,19,ποιεῖν,ποιέω,v--pna---,SBJ
Leuven|0032-002|166|20,20,καὶ,καί,c--------,AuxY
Leuven|0032-002|166|21,21,ἃ,ὅς,p-p---na-,OBJ
Leuven|0032-002|166|22,22,μή,μή,d--------,AuxZ
Leuven|0032-002|166|23,23,.,.,u--------,AuxK
Leuven|0032-002|166|24,24,[0],"""""","""""",OBJ
"""""",25,[1],"""""","""""",PRED
