@ref,@id,@form,@lemma,@postag,@relation
Leuven|0032-002|138|1,1,εἰ,εἰ,c--------,AuxC
Leuven|0032-002|138|2,2,δὲ,δέ,d--------,AuxY
Leuven|0032-002|138|3,3,σὺν,σύν,r--------,AuxP
Leuven|0032-002|138|4,4,τοῖς,ὁ,l-p---nd-,ATR
Leuven|0032-002|138|5,5,μὴ,μή,d--------,AuxZ
Leuven|0032-002|138|6,6,ὀρθῶς,ὀρθός,d--------,ADV
Leuven|0032-002|138|7,7,",",",",u--------,AuxX
Leuven|0032-002|138|8,8,δῆλον,δῆλος,a-s---nn-,PNOM
Leuven|0032-002|138|9,9,ὅτι,ὅτι,c--------,AuxC
Leuven|0032-002|138|10,10,πειρατέον,πειρατέος,a-s---nn-,PNOM
Leuven|0032-002|138|11,11,ὀρθῶς,ὀρθός,d--------,ADV
Leuven|0032-002|138|12,12,λέγειν,λέγω,v--pna---,SBJ
Leuven|0032-002|138|13,13,.,.,u--------,AuxK
Leuven|0032-002|138|14,14,[0],"""""","""""",PRED
Leuven|0032-002|138|15,15,[1],"""""","""""",SBJ
Leuven|0032-002|138|16,16,[2],"""""","""""",ADV
"""""",17,[3],"""""","""""",PRED
