@ref,@id,@form,@lemma,@postag,@relation
Leuven|0032-002|43|1,1,ἐσκόπει,σκοπέω,v3siia---,PRED
Leuven|0032-002|43|2,2,δὲ,δέ,d--------,AuxY
Leuven|0032-002|43|3,3,περὶ,περί,r--------,AuxP
Leuven|0032-002|43|4,4,αὐτῶν,αὐτός,p-p---ng-,ADV
Leuven|0032-002|43|5,5,καὶ,καί,d--------,AuxZ
Leuven|0032-002|43|6,6,τάδε,ὅδε,p-p---na-,OBJ
Leuven|0032-002|43|7,7,",",",",u--------,AuxX
Leuven|0032-002|43|8,8,ἆρ’,ἆρα,d--------,AuxY
Leuven|0032-002|43|9,9,",",",",u--------,AuxX
Leuven|0032-002|43|10,10,ὥσπερ,ὥσπερ,c--------,AuxC
Leuven|0032-002|43|11,11,οἱ,ὁ,l-p---mn-,ATR
Leuven|0032-002|43|12,12,τἀνθρώπεια,ἀνθρώπειος,a-p---nn-,OBJ
Leuven|0032-002|43|13,13,μανθάνοντες,μανθάνω,v-pppamn-,SBJ
Leuven|0032-002|43|14,14,ἡγοῦνται,ἡγέομαι,v3ppie---,ADV
Leuven|0032-002|43|15,15,τοῦθ’,οὗτος,p-s---na-,OBJ
Leuven|0032-002|43|16,16,ὅ,ὅς,p-s---na-,OBJ
Leuven|0032-002|43|17,17,τι,τις,p-s---na-,ATR
Leuven|0032-002|43|18,18,ἂν,ἄν,d--------,AuxY
Leuven|0032-002|43|19,19,μάθωσιν,μανθάνω,v3pasa---,ATR
Leuven|0032-002|43|20,20,ἑαυτοῖς,ἑαυτοῦ,p-p---md-,ADV_CO
Leuven|0032-002|43|21,21,τε,τε,c--------,AuxY
Leuven|0032-002|43|22,22,καὶ,καί,c--------,COORD
Leuven|0032-002|43|23,23,τῶν,ὁ,l-p---mg-,ATR
Leuven|0032-002|43|24,24,ἄλλων,ἄλλος,p-p---mg-,ATR
Leuven|0032-002|43|25,25,ὅτῳ,ὅστις,p-s---md-,OBJ
Leuven|0032-002|43|26,26,ἂν,ἄν,d--------,AuxY
Leuven|0032-002|43|27,27,βούλωνται,βούλομαι,v3ppse---,ADV_CO
Leuven|0032-002|43|28,28,ποιήσειν,ποιέω,v--fna---,OBJ
Leuven|0032-002|43|29,29,",",",",u--------,AuxX
Leuven|0032-002|43|30,30,οὕτω,οὕτως,d--------,ADV
Leuven|0032-002|43|31,31,καὶ,καί,d--------,AuxZ
Leuven|0032-002|43|32,32,οἱ,ὁ,l-p---mn-,ATR
Leuven|0032-002|43|33,33,τὰ,ὁ,l-p---nn-,!!!!!!ATR
Leuven|0032-002|43|34,34,θεῖα,θεῖος1,a-p---na-,OBJ
Leuven|0032-002|43|35,35,ζητοῦντες,ζητέω,v-pppamn-,SBJ
Leuven|0032-002|43|36,36,νομίζουσιν,ζητέω,v-pppamn-,OBJ_CO
Leuven|0032-002|43|37,37,",",",",u--------,AuxX
Leuven|0032-002|43|38,38,ἐπειδὰν,ἐπειδάν,c--------,AuxC
Leuven|0032-002|43|39,39,γνῶσιν,γιγνώσκω,v3pasa---,ADV
Leuven|0032-002|43|40,40,αἷς,ὅς,p-p---fd-,ATR
Leuven|0032-002|43|41,41,ἀνάγκαις,ἀνάγκη,n-p---fd-,ADV
