,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|Genesis|487|1,1,καί,καί,c--------,AuxY
1,Leuven|Genesis|487|2,2,ἀναστρέψαντες,ἀναστρέφω,v-papamn-,ADV
2,Leuven|Genesis|487|3,3,ἤλθοσαν,ἔρχομαι,v3paia---,PRED_CO
3,Leuven|Genesis|487|4,4,ἐπί,ἐπί,r--------,AuxP
4,Leuven|Genesis|487|5,5,τήν,ὁ,l-s---fa-,ATR
5,Leuven|Genesis|487|6,6,πηγήν,πηγή,n-s---fa-,OBJ
6,Leuven|Genesis|487|7,7,τῆς,ὁ,l-s---fg-,ATR
7,Leuven|Genesis|487|8,8,κρίσεως,κρίσις,n-s---fg-,ATR
9,Leuven|Genesis|487|10,10,αὕτη,οὗτος,p-s---fn-,SBJ
10,Leuven|Genesis|487|11,11,ἐστίν,εἰμί,v3spia---,ExD
11,Leuven|Genesis|487|12,12,Καδης,Καδης,n-s----n-,PNOM
13,Leuven|Genesis|487|14,14,καί,καί,c--------,COORD
14,Leuven|Genesis|487|15,15,κατέκοψαν,κατακόπτω,v3paia---,PRED_CO
15,Leuven|Genesis|487|16,16,πάντας,πᾶς,a-p---ma-,ATR
16,Leuven|Genesis|487|17,17,τούς,ὁ,l-p---ma-,ATR
17,Leuven|Genesis|487|18,18,ἄρχοντας,ἄρχων,n-p---ma-,OBJ_CO
18,Leuven|Genesis|487|19,19,Αμαληκ,Αμαληκ,n-s----g-,ATR
19,Leuven|Genesis|487|20,20,καί,καί,c--------,COORD
20,Leuven|Genesis|487|21,21,τούς,ὁ,l-p---ma-,ATR
21,Leuven|Genesis|487|22,22,Αμορραίους,Ἀμορραῖος,n-p---ma-,OBJ_CO
22,Leuven|Genesis|487|23,23,τούς,ὁ,l-p---ma-,ATR
23,Leuven|Genesis|487|24,24,κατοικοῦντας,κατοικέω,v-pppama-,ATR
24,Leuven|Genesis|487|25,25,ἐν,ἐν,r--------,AuxP
25,Leuven|Genesis|487|26,26,Ασασανθαμαρ,Ασασανθαμαρ,n-s----d-,OBJ
