,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|Genesis|242|1,1,καιρός,καιρός,n-s---mn-,SBJ
1,Leuven|Genesis|242|2,2,παντός,πᾶς,a-s---mg-,ATR
2,Leuven|Genesis|242|3,3,ἀνθρώπου,ἄνθρωπος,n-s---mg-,ATR
3,Leuven|Genesis|242|4,4,ἥκει,ἥκω,v3spia---,PRED_CO
4,Leuven|Genesis|242|5,5,ἐναντίον,ἐναντίον,r--------,AuxP
5,Leuven|Genesis|242|6,6,μου,ἐγώ,p1s---cg-,ATR
7,Leuven|Genesis|242|8,8,ὅτι,ὅτι,c--------,AuxC
8,Leuven|Genesis|242|9,9,ἐπλήσθη,πίμπλημι,v3saip---,ADV
9,Leuven|Genesis|242|10,10,ἡ,ὁ,l-s---fn-,ATR
10,Leuven|Genesis|242|11,11,γῆ,γῆ,n-s---fn-,SBJ
11,Leuven|Genesis|242|12,12,ἀδικίας,ἀδικία,n-s---fg-,OBJ
12,Leuven|Genesis|242|13,13,ἀπ’,ἀπό,r--------,AuxP
13,Leuven|Genesis|242|14,14,αὐτῶν,αὐτός,p-p---mg-,ADV
15,Leuven|Genesis|242|16,16,καί,καί,c--------,COORD
16,Leuven|Genesis|242|17,17,ἰδού,ἰδού,i--------,ExD
17,Leuven|Genesis|242|18,18,ἐγώ,ἐγώ,p1s---cn-,SBJ
18,Leuven|Genesis|242|19,19,καταφθείρω,καταφθείρω,v1spia---,PRED_CO
19,Leuven|Genesis|242|20,20,αὐτούς,αὐτός,p-p---ma-,OBJ_CO
20,Leuven|Genesis|242|21,21,καί,καί,c--------,COORD
21,Leuven|Genesis|242|22,22,τήν,ὁ,l-s---fa-,ATR
22,Leuven|Genesis|242|23,23,γῆν,γῆ,n-s---fa-,OBJ_CO
