@ref,@id,@form,@lemma,@postag,@relation
Leuven|0544-002|335|1,1,ἐπιδεκτικὸν,ἐπιδεκτικός,a-s---nn-,PNOM
Leuven|0544-002|335|2,2,γάρ,γάρ,d--------,AuxY
Leuven|0544-002|335|3,3,ἐστι,εἰμί,v3spia---,PRED
Leuven|0544-002|335|4,4,τῶν,ὁ,l-p---fg-,ATR
Leuven|0544-002|335|5,5,τεσσάρων,τέσσαρες,m-p---fg-,ATR
Leuven|0544-002|335|6,6,προσῳδιῶν,προσῳδία,n-p---fg-,ADV
Leuven|0544-002|335|7,7,",",",",u--------,AuxX
Leuven|0544-002|335|8,8,βαρύτητος,βαρύτης,n-s---fg-,APOS_CO
Leuven|0544-002|335|9,9,ὀξύτητος,ὀξύτης,n-s---fg-,APOS_CO
Leuven|0544-002|335|10,10,ψιλότητος,ψιλότης,n-s---fg-,APOS_CO
Leuven|0544-002|335|11,11,δασύτητος,δασύτης,n-s---fg-,APOS_CO
Leuven|0544-002|335|12,12,.,.,u--------,AuxK
Leuven|0544-002|335|13,13,[0],,,COORD
