,@id,@form,@lemma,@postag,@relation
0,1,ἀναχωροῦντα,ἀναχωρέω,v-sppama-,ADV
1,2,δʼ,δέ,d--------,AuxY
2,3,ἐπὶ,ἐπί,r--------,AuxP
3,4,τὴν,ὁ,l-s---fa-,ATR
4,5,οἰκίαν,οἰκία,n-s---fa-,OBJ
5,6,μόλις,μόλις,d--------,ADV
6,7,ποτὲ,ποτέ,d--------,ADV
7,8,μειράκιον,μειράκιον,n-s---nn-,SBJ
8,9,ἐπεμέμφετο,ἐπιμέμφομαι,v3siie---,PRED_CO
9,10,καὶ,καί,c--------,COORD
10,11,οὐδενὸς,οὐδείς,p-s---mg-,SBJ
11,12,αὐτὸ,αὐτός,p-s---na-,OBJ
12,13,ἀπερύκοντος,ἀπερύκω,v-sppamg-,ADV
13,14,ἐθάρρησε,θαρσέω,v3saia---,PRED_CO
14,15,καὶ,καί,d--------,AuxZ
15,16,λοιδορούμενον,λοιδορέω,v-sppena-,ADV
16,17,αὐτῷ,αὐτός,p-s---md-,OBJ
17,18,μέχρι,μέχρι,r--------,AuxP
18,19,τῆς,ὁ,l-s---fg-,ATR
19,20,οἰκίας,οἰκία,n-s---fg-,ADV
20,21,ἐλθεῖν,ἔρχομαι,v--ana---,OBJ
21,22,.,punc1,u--------,AuxK
