@id,@form,@lemma,@postag
1,διερύκων,διερύκω,v-sppamn-
2,γάρ,γάρ,d--------
3,ἁψιμαχίαν,ἁψιμαχία,n-s---fa-
4,τινά,τις,a-s---fa-
5,",",punc1,u--------
6,μαγειρικῇ,μαγειρικός,a-s---fd-
7,κοπίδι,κοπίς,n-s---fd-
8,πληγεὶς,πλήσσω,v-sappmn-
9,ἀπέθανε,ἀποθνήσκω,v3saia---
10,",",punc1,u--------
11,τῷ,ὁ,l-s---md-
12,πρεσβυτέρῳ,πρέσβυς,a-s---md-
13,παιδὶ,παῖς,n-s---md-
14,Πολυδέκτῃ,Πολυδέκτης,n-s---md-
15,καταλιπὼν,καταλιμπάνω,v-sapamn-
16,τὴν,ὁ,l-s---fa-
17,βασιλείαν,βασιλεία,n-s---fa-
18,.,punc1,u--------
