,@id,@form,@lemma,@postag,@relation
0,1,νῦν,νῦν,d--------,ADV
1,2,δὲ,δέ,d--------,AuxY
2,3,τὸ,ὁ,l-s---nn-,ATR
3,4,μὲν,μέν,d--------,AuxY
4,5,μὴ,μή,d--------,AuxZ
5,6,εἰσφέρεσθαι,εἰσφέρω,v--pne---,SBJ
6,7,ἔτι,ἔτι,d--------,ADV
7,8,αὖ,αὖ,d--------,ADV
8,9,διαμένει,διαμένω,v3spia---,PRED_CO
9,10,",",punc1,u--------,AuxX
10,11,τοσοῦτον,τοσοῦτος,p-s---na-,OBJ
11,12,δὲ,δέ,c--------,COORD
12,13,πίνουσιν,πίνω,v3ppia---,PRED_CO
13,14,ὥστε,ὥστε,c--------,AuxC
14,15,ἀντὶ,ἀντί,r--------,AuxP
15,16,τοῦ,ὁ,l-s---ng-,ATR
16,17,εἰσφέρειν,εἰσφέρω,v--pna---,ADV
17,18,αὐτοὶ,αὐτός,p-p---mn-,SBJ
18,19,ἐκφέρονται,ἐκφέρω,v3ppie---,ADV
19,20,",",punc1,u--------,AuxX
20,21,ἐπειδὰν,ἐπειδάν,c--------,AuxC
21,22,μηκέτι,μηκέτι,d--------,AuxZ
22,23,δύνωνται,δύναμαι,v3ppse---,ADV
23,24,ὀρθούμενοι,ὀρθόω,v-pppemn-,AtvV
24,25,ἐξιέναι,ἐξίημι,v--pna---,OBJ
25,26,.,punc1,u--------,AuxK
