,@id,@form,@lemma,@postag,@relation
0,1,τὸ,ὁ,l-s---nn-,ATR
1,2,μέντοι,μέντοι,d--------,AuxY
2,3,τὰ,ὁ,l-p---na-,ATR
3,4,ἱππικὰ,ἱππικός,a-p---na-,OBJ
4,5,μανθάνειν,μανθάνω,v--pna---,SBJ_CO
5,6,καὶ,καί,c--------,COORD
6,7,μελετᾶν,μελετάω,v--pna---,SBJ_CO
7,8,ἀπέσβηκε,ἀποσβέννυμι,v3sria---,PRED
8,9,διὰ,διά,r--------,AuxP
9,10,τὸ,ὁ,l-s---na-,ATR
10,11,μὴ,μή,d--------,AuxZ
11,12,εἶναι,εἰμί,v--pna---,ADV
12,13,ὅπου,ὅπου,d--------,ADV
13,14,ἂν,ἄν1,d--------,AuxY
14,15,ἀποφαινόμενοι,ἀποφαίνω,v-pppemn-,ADV
15,16,εὐδοκιμοῖεν,εὐδοκιμέω,v3ppoa---,SBJ
16,17,.,punc1,u--------,AuxK
