,@id,@form,@lemma,@postag,@relation
0,1,οὐκ,οὐ,d--------,AuxZ
1,2,ἔσθʼ,εἰμί,v3spia---,PRED
2,3,ὅτι,ὅστις,p-s---nn-,SBJ
3,4,μᾶλλον,μᾶλλον,d--------,ADV
4,5,",",punc1,u--------,AuxX
5,6,ὦ,ὦ,i--------,AuxZ
6,7,ἄνδρες,ἀνήρ,n-p---mv-,ExD
7,8,Ἀθηναῖοι,Ἀθηναῖος,n-p---mv-,ATR
8,9,",",punc1,u--------,AuxX
9,10,πρέπει,πρέπω,v3spia---,SBJ
10,11,οὕτως,οὕτως,d--------,ADV
11,12,ὡς,ὡς,c--------,AuxC
12,13,τὸν,ὁ,l-s---ma-,ATR
13,14,τοιοῦτον,τοιοῦτος,a-s---ma-,ATR
14,15,ἄνδρα,ἀνήρ,n-s---ma-,SBJ
15,16,ἐν,ἐν,r--------,AuxP
16,17,πρυτανείῳ,πρυτανεῖον,n-s---nd-,ADV
17,18,σιτεῖσθαι,σιτέομαι,v--pne---,ADV
18,19,",",punc1,u--------,AuxX
19,20,πολύ,πολύς,a-s---na-,ADV
20,21,γε,γε,d--------,AuxZ
21,22,μᾶλλον,μᾶλλον,d--------,ADV
22,23,ἢ,ἢ,c--------,AuxC
23,24,εἴ,εἰ,c--------,AuxC
24,25,τις,τις,p-s---cn-,SBJ
25,26,ὑμῶν,σύ,p2p---mg-,ATR
26,27,ἵππῳ,ἵππος,n-s---md-,ADV_CO
27,28,ἢ,ἤ1,d--------,AuxY
28,29,συνωρίδι,συνωρίς,n-s---fd-,ADV_CO
29,30,ἢ,ἢ,c--------,COORD
30,31,ζεύγει,ζεῦγος,n-d---nn-,ADV_CO
31,32,νενίκηκεν,νικάω,v3sria---,ADV
32,33,Ὀλυμπίασιν,Ὀλυμπίασι,d--------,ADV
33,34,·,punc1,u--------,AuxK
34,35,πρέπει,πρέπω,v3spia---,ADV
