,@id,@form,@lemma,@postag,@relation
0,1,οὗτοι,οὗτος,p-p---mn-,SBJ
1,2,μὲν,μέν,d--------,AuxY
2,3,οὖν,οὖν,d--------,AuxY
3,4,",",punc1,u--------,AuxX
4,5,ὥσπερ,ὥσπερ,c--------,AuxC
5,6,ἐγὼ,ἐγώ,p1s---mn-,SBJ
6,7,λέγω,λέγω3,v1spia---,ADV
7,8,",",punc1,u--------,AuxX
8,9,ἤ,ἤ,d--------,AuxY
9,10,τι,τις,p-s---na-,OBJ_CO
10,11,ἢ,ἢ,c--------,COORD
11,12,οὐδὲν,οὐδείς,p-s---na-,OBJ_CO
12,13,ἀληθὲς,ἀληθής,a-s---na-,ATR
13,14,εἰρήκασιν,ἐρῶ,v3pria---,PRED_CO
14,15,",",punc1,u--------,AuxX
15,16,ὑμεῖς,σύ,p2p---mn-,SBJ
16,17,δέ,δέ,c--------,COORD
17,18,μου,ἐγώ,p1s---mg-,OBJ
18,19,ἀκούσεσθε,ἀκούω,v2pfim---,PRED_CO
19,20,πᾶσαν,πᾶς,a-s---fa-,ATR
20,21,τὴν,ὁ,l-s---fa-,ATR
21,22,ἀλήθειαν,ἀλήθεια,n-s---fa-,OBJ
22,23,—,—,u--------,AuxG
23,24,οὐ,οὐ,d--------,AuxZ
24,25,μέντοι,μέντοι,d--------,AuxY
25,26,μὰ,μά,r--------,AuxP
26,27,Δία,Ζεύς,n-s---ma-,ExD
27,28,",",punc1,u--------,AuxX
28,29,ὦ,ὦ,i--------,AuxZ
29,30,ἄνδρες,ἀνήρ,n-p---mv-,ExD
30,31,Ἀθηναῖοι,Ἀθηναῖος,n-p---mv-,ATR
31,32,",",punc1,u--------,AuxX
32,33,κεκαλλιεπημένους,καλλιεπέομαι,v-prpema-,ATR_CO
33,34,γε,γε,d--------,AuxZ
34,35,λόγους,λόγος,n-p---ma-,OBJ
35,36,",",punc1,u--------,AuxX
36,37,ὥσπερ,ὥσπερ,c--------,AuxC
37,38,οἱ,ὁ,l-p---mn-,SBJ
38,39,τούτων,οὗτος,p-p---mg-,OBJ
39,40,",",punc1,u--------,AuxX
40,41,ῥήμασί,ῥῆμα,n-p---nd-,ADV_CO
41,42,τε,τε,d--------,AuxY
42,43,καὶ,καί,c--------,COORD
43,44,ὀνόμασιν,ὄνομα,n-p---nd-,ADV_CO
44,45,οὐ,οὐ,d--------,AuxZ
45,46,-δὲ,δέ,c--------,COORD
46,47,κεκοσμημένους,κοσμέω,v-prpema-,ATR_CO
47,48,",",punc1,u--------,AuxX
48,49,ἀλλʼ,ἀλλά,c--------,COORD
49,50,ἀκούσεσθε,ἀκούω,v2pfim---,PRED_CO
50,51,εἰκῇ,εἰκῇ,d--------,ADV
51,52,λεγόμενα,λέγω3,v-pppena-,OBJ
52,53,τοῖς,ὁ,l-p---nd-,ATR
53,54,ἐπιτυχοῦσιν,ἐπιτυγχάνω,v-papand-,ATR
54,55,ὀνόμασιν,ὄνομα,n-p---nd-,ADV
55,56,—,—,u--------,AuxG
56,57,πιστεύω,πιστεύω,v1spia---,PRED
57,58,γὰρ,γάρ,d--------,AuxY
58,59,δίκαια,δίκαιος,a-p---na-,PNOM
59,60,εἶναι,εἰμί,v--pna---,OBJ
60,61,ἃ,ὅς,p-p---na-,OBJ
61,62,λέγω,λέγω3,v1spia---,SBJ
62,63,—,—,u--------,AuxG
63,64,καὶ,καί,d--------,AuxY
64,65,μηδεὶς,μηδείς,p-s---mn-,SBJ
65,66,ὑμῶν,σύ,p2p---mg-,ATR
66,67,προσδοκησάτω,προσδοκέω,v3sama---,PRED
67,68,ἄλλως,ἄλλως,d--------,ADV
68,69,·,punc1,u--------,AuxK
69,70,ἀκούσεσθε,ἀκούω,v2pfim---,PRED_CO
