@ref,@id,@form,@lemma,@postag,@relation
Leuven|0093-009|159|1,1,καὶ,καί,c--------,AuxY
Leuven|0093-009|159|2,2,οἰκέτου,οἰκέτης,n-s---mg-,SBJ
Leuven|0093-009|159|3,3,χύτραν,χύτρα,n-s---fa-,OBJ_CO
Leuven|0093-009|159|4,4,εἶναι,εἰμί,v--pna---,ExD
Leuven|0093-009|159|5,5,ἢ,ἤ1,c--------,COORD
Leuven|0093-009|159|6,6,λοπάδα,λοπάς,n-s---fa-,OBJ_CO
Leuven|0093-009|159|7,7,κατάξαντος,κατάγνυμι,v-sapamg-,ADV
Leuven|0093-009|159|8,8,εἰσπρᾶξαι,εἰσπράσσω,v--ana---,OBJ_CO
Leuven|0093-009|159|9,9,ἀπὸ,ἀπό,r--------,AuxP
Leuven|0093-009|159|10,10,τῶν,ὁ,l-p---ng-,ATR
Leuven|0093-009|159|11,11,ἐπιτηδείων,ἐπιτήδειος,a-p---ng-,OBJ
Leuven|0093-009|159|12,12,.,.,u--------,AuxK
Leuven|0093-009|159|13,13,[0],,,PRED
