,@id,@form,@lemma,@postag,@relation
0,1,ἰσχυρᾶς,ἰσχυρός,a-s---fg-,ATR
1,2,δὲ,δέ,d--------,AuxY
2,3,γενομένης,γίγνομαι,v-sapmfg-,ADV
3,4,μάχης,μάχη,n-s---fg-,SBJ
4,5,ἠρίστευσαν,ἀριστεύω,v3paia---,PRED_CO
5,6,μὲν,μέν,d--------,AuxY
6,7,ἀμφότεροι,ἀμφότερος,a-p---mn-,SBJ
7,8,",",punc1,u--------,AuxX
8,9,τοῦ,ὁ,l-s---mg-,ATR
9,10,δʼ,δέ,c--------,COORD
10,11,Ἀλκιβιάδου,Ἀλκιβιάδης,n-s---mg-,SBJ
11,12,τραύματι,τραῦμα,n-s---nd-,ADV
12,13,περιπεσόντος,περιπίπτω,v-sapamg-,ADV
13,14,ὁ,ὁ,l-s---mn-,ATR
14,15,Σωκράτης,Σωκράτης,n-s---mn-,SBJ
15,16,προέστη,προίστημι,v3saia---,PRED_CO
16,17,καὶ,καί,d--------,AuxY
17,18,ἤμυνε,ἀμύνω,v3saia---,PRED_CO
18,19,καὶ,καί,c--------,COORD
19,20,μάλιστα,μάλιστα,d--------,ADV
20,21,δὴ,δή,d--------,AuxZ
21,22,προδήλως,πρόδηλος,d--------,ADV
22,23,ἔσωσεν,σώζω,v3saia---,PRED_CO
23,24,αὐτὸν,αὐτός,p-s---ma-,OBJ
24,25,μετὰ,μετά,r--------,AuxP
25,26,τῶν,ὁ,l-p---ng-,ATR
26,27,ὅπλων,ὅπλον,n-p---ng-,ADV
27,28,.,punc1,u--------,AuxK
