@id,@form,@lemma,@postag,@relation
1,Ὑστάσπης,Ὑστάσπης,n-p---ma-,SBJ
2,μὲν,μέν,d--------,AuxY
3,τούτοισι,οὗτος,p-p---nd-,OBJ
4,ἀμειψάμενος,ἀμείβω,v-sapmmn-,ADV_CO
5,καὶ,καί,c--------,COORD
6,διαβὰς,διαβαίνω,v-sapamn-,ADV_CO
7,τὸν,ὁ,l-s---ma-,ATR
8,Ἀράξεα,Ἀράξης,n-s---ma-,OBJ
9,ἤιε,ἀίω1,v3siia---,PRED_CO
10,ἐς,εἰς,r--------,AuxP
11,Πέρσας,Πέρσης,n-p---ma-,OBJ
12,φυλάξων,φυλάζω,v-sfpamn-,ADV
13,Κύρῳ,Κῦρος,n-s---md-,OBJ
14,τὸν,ὁ,l-s---ma-,ATR
15,παῖδα,παῖς,n-s---ma-,OBJ
16,Δαρεῖον,Δαρεῖος,n-s---ma-,ATR
17,",",punc1,u--------,AuxX
18,Κῦρος,Κῦρος,n-s---mn-,SBJ
19,δὲ,δέ,c--------,COORD
20,προελθὼν,προέρχομαι,v-sapamn-,ADV
21,ἀπὸ,ἀπό,r--------,AuxP
22,τοῦ,ὁ,l-s---mg-,ATR
23,Ἀράξεω,̓Αράξης,n-s---mg-,ADV
24,ἡμέρης,ἡμέρη,a-s---fg-,ATR
25,ὁδὸν,ὁδός1,n-s---ma-,OBJ
26,ἐποίεε,ποιέω,v3siia---,PRED_CO
27,κατὰ,κατά,r--------,AuxP
28,τὰς,ὁ,l-p---fa-,ATR
29,Κροίσου,Κροῖσος,n-s---mg-,ATR
30,ὑποθήκας,ὑποθήκη,n-p---fa-,ADV
31,.,punc1,u--------,AuxK
