@id,@form,@lemma,@postag,@relation
1,ὁ,ὁ,l-s---mn-,SBJ
2,δ᾽,δέ,d--------,AuxY
3,ἐν,ἐν,r--------,AuxP
4,διαλογισμῷ,διαλογισμός,n-s---md-,PNOM
5,τῶν,ὁ,l-p---ng-,ATR
6,ἡμαρτημένων,ἁμαρτάνω,v-prpeng-,ATR
7,γενόμενος,γίγνομαι,v-sapmmn-,ADV
8,ταχέως,ταχύς,d-------p,ADV
9,μεταδιώκει,μεταδιώκω,v3spia---,PRED_CO
10,τε,τε,d--------,AuxY
11,τὸν,ὁ,l-s---ma-,ATR
12,βασιλέα,βασιλεύς,n-s---ma-,OBJ
13,καὶ,καί,c--------,COORD
14,πολλὰ,πολύς,a-p---na-,OBJ
15,δεηθεὶς,δέω2,v-sappmn-,ADV
16,ἑαυτῷ,ἑαυτοῦ,p-s---md-,OBJ
17,διαλλάττει,διαλλάσσω,v3spia---,PRED_CO
18,.,punc1,u--------,AuxK
