;form;lemmi;postag
0;"""";"['""']";['u--------']
1;,;[','];['u--------']
2;-δὲ;['δέ'];['c--------']
3;-δ’;['δέ'];['c--------']
4;-τε;['τε'];['c--------']
5;-τ’;['τε'];['c--------']
6;.;['.'];['u--------']
7;";";"[';']";['u--------']
8;E;['E'];['z--------']
9;G2ἦν;['G'];['d--------']
10;·;['·'];['u--------']
11;Ἄγιδος;['Ἄγις'];['n-s---mg-']
12;Ἄρατον;['Ἄρατος'];['n-s---ma-']
13;Ἄρατος;['Ἄρατος'];['n-s---mn-']
14;Ἄργει;['Ἄργος'];['n-s---nd-']
15;Ἄργος;['Ἄργος'];['n-s---na-']
16;Ἄργους;['Ἄργος'];['n-s---ng-']
17;Ἆγιν;['Ἄγις'];['n-s---ma-']
18;Ἆγις;['Ἄγις'];['n-s---mn-']
19;Ἆπιν;['Ἆπις'];['n-s---ma-']
20;Ἀγαθόκλειαν;['Ἀγαθόκλεια'];['n-s---fa-']
21;Ἀγιάτιδος;['Ἀγιάτις'];['n-s---fg-']
22;Ἀγιᾶτις;['Ἀγιᾶτις'];['n-s---fn-']
23;Ἀγύλαιος;['Ἀγύλαιος'];['n-s---mn-']
24;Ἀγυλαίου;['Ἀγυλαῖος'];['n-s---mg-']
25;Ἀθήναιον;['Ἀθήναιον'];['n-s---na-']
26;Ἀθηναίων;['Ἀθηναῖος'];['a-p---mg-']
27;Ἀκαρνάνων;['Ἀκαρνάν'];['n-p---mg-']
28;Ἀκαρνᾶνας;['Ἀκαρνάν'];['n-p---ma-']
29;Ἀκροκόρινθον;['Ἀκροκόρινθος'];['n-s---ma-']
30;Ἀλεξάνδρειαν;['Ἀλεξάνδρεια'];['n-s---fa-']
31;Ἀλεξάνδρου;['Ἀλέξανδρος'];['n-s---mg-']
32;Ἀλεξανδρέων;['Ἀλεξανδρεύς'];['n-p---mg-']
33;Ἀλεξανδρεῖς;['Ἀλεξανδρεύς'];['n-p---mn-']
34;Ἀλσαίαν;['Ἀλσαία'];['n-s---fa-']
35;Ἀντίγονον;['Ἀντίγονος'];['n-s---ma-']
36;Ἀντίγονος;['Ἀντίγονος'];['n-s---mn-']
37;Ἀντιγόνεια;['Ἀντιγόνεια'];['n-s---fn-']
38;Ἀντιγόνου;['Ἀντίγονος'];['n-s---mg-']
39;Ἀντιγόνῳ;['Ἀντίγονος'];['n-s---md-']
40;Ἀράτου;['Ἄρατος'];['n-s---mg-']
41;Ἀράτῳ;['Ἄρατος'];['n-s---md-']
42;Ἀργείαν;['Ἀργεία'];['n-s---fa-']
43;Ἀργείους;['Ἀργεῖος'];['a-p---ma-']
44;Ἀργείων;['Ἀργεῖος'];['a-p---mg-']
45;Ἀργεῖοι;['Ἀργεῖος'];['a-p---mn-']
46;Ἀργολικὴν;['Ἀργολικός'];['a-s---fa-']
47;Ἀριστομάχου;['Ἀριστόμαχος'];['n-s---mg-']
48;Ἀριστοτέλης;['Ἀριστοτέλης'];['n-s---mn-']
49;Ἀρκάδων;['Ἀρκάς'];['n-p---mg-']
50;Ἀρκάσι;['Ἀρκάς'];['n-p---md-']
51;Ἀρκαδίᾳ;['Ἀρκαδία'];['n-s---fd-']
52;Ἀρκαδίας;['Ἀρκαδία'];['n-s---fg-']
53;Ἀρχίδαμον;['Ἀρχίδαμος'];['n-s---ma-']
54;Ἀρχίδαμος;['Ἀρχίδαμος'];['n-s---mn-']
55;Ἀρχιδάμου;['Ἀρχίδαμος'];['n-s---mg-']
56;Ἀσπίδα;['Ἀσπίς'];['n-s---fa-']
57;Ἀστερωπὸν;['Ἀστερωπός'];['n-s---ma-']
58;Ἀττικὰς;['Ἀττικός'];['a-p---fa-']
59;Ἀχαΐαν;['Ἀχαία'];['n-s---fa-']
60;Ἀχαΐας;['Ἀχαία'];['n-s---fg-']
61;Ἀχαϊκὰς;['Ἀχαϊκός'];['a-p---fa-']
62;Ἀχαιοὶ;['Ἀχαιός'];['a-p---mn-']
63;Ἀχαιοῖς;['Ἀχαιός'];['a-p---md-']
64;Ἀχαιοὺς;['Ἀχαιός'];['a-p---ma-']
65;Ἀχαιούς;['Ἀχαιός'];['a-p---ma-']
66;Ἀχαιῶν;['Ἀχαιός'];['a-p---mg-']
67;Ἀχιλλεύς;['Ἀχιλλεύς'];['n-s---mn-']
68;Αἴγιον;['Αἴγιον'];['n-s---na-']
69;Αἴγυπτον;['Αἴγυπτος'];['n-s---fa-']
70;Αἰγίῳ;['Αἴγιον'];['n-s---nd-']
71;Αἰγιαλίαν;['Αἰγιαλία'];['n-s---fa-']
72;Αἰγιαλῶν;['Αἰγιαλός'];['n-p---mg-']
73;Αἰγύπτου;['Αἴγυπτος'];['n-s---fg-']
74;Αἰγύπτῳ;['Αἴγυπτος'];['n-s---fd-']
75;Αἰγυπτίων;['Αἰγύπτιος'];['a-p---mg-']
76;Αἰτωλικῷ;['Αἰτωλικός'];['a-s---md-']
77;Αἰτωλοὺς;['Αἰτωλός'];['a-p---ma-']
78;Αἰτωλῶν;['Αἰτωλός'];['a-p---mg-']
79;Βέλβιναν;['Βέλβινα'];['n-s---fa-']
80;Βορυσθενίτου;['Βορυσθενίτης'];['n-s---mg-']
81;Γέλωτος;['Γέλως'];['n-s---mg-']
82;Γεράνειαν;['Γερανεία'];['n-s---fa-']
83;Γύθιον;['Γύθιον'];['n-s---na-']
84;Γυλίππου;['Γύλιππος'];['n-s---mg-']
85;Δαμοκράτης;['Δαμοκράτης'];['n-s---mn-']
86;Δαμοτέλη;['Δαμοτέλης'];['n-s---ma-']
87;Δαμοτέλους;['Δαμοτέλης'];['n-s---mg-']
88;Δημάδης;['Δημάδης'];['n-s---mn-']
89;Διόνυσον;['Διόνυσος'];['n-s---ma-']
90;Δύμαις;['Δύμη'];['n-p---fd-']
91;Δυμαίων;['Δυμαῖος'];['n-p---mg-']
92;Δώριον;['Δώριος'];['a-s---na-']
93;Ἐπίδαυρον;['Ἐπίδαυρος'];['n-s---ma-']
94;Ἐπιδαυρίους;['Ἐπιδαύριος'];['a-p---ma-']
95;Ἕλληνας;['Ἕλλην'];['n-p---ma-']
96;Ἕλλησι;['Ἕλλην'];['n-p---md-']
97;Ἑκατόμβαιον;['Ἑκατόμβαιον'];['n-s---na-']
98;Ἑλικοῦντος;['Ἑλικόεις'];['n-s---ng-']
99;Ἑλλάδα;['Ἑλλάς'];['n-s---fa-']
100;Ἑλλάδος;['Ἑλλάς'];['n-s---fg-']
101;Ἑλλήνων;['Ἕλλην'];['n-p---mg-']
102;Ἑλληνίδων;['Ἑλληνίς'];['a-p---fg-']
103;Ἑλληνικὰς;['Ἑλληνικός'];['a-p---fa-']
104;Ἑλληνικὸς;['Ἑλληνικός'];['a-s---mn-']
105;Ἑλληνικῶν;['Ἑλληνικός'];['a-p---ng-']
106;Ἑρμιονέας;['Ἑρμιονεύς'];['n-p---ma-']
107;Εὐκλείδαν;['Εὐκλείδης'];['n-s---ma-']
108;Εὐκλείδας;['Εὐκλείδης'];['n-s---mn-']
109;Εὐρυκλείδα;['Εὐρυκλείδης'];['n-s---mg-']
110;Εὐρυκλείδαν;['Εὐρυκλείδης'];['n-s---ma-']
111;Ζήνωνος;['Ζήνων'];['n-s---mg-']
112;Ἠλείοις;['Ἠλεῖος'];['a-p---md-']
113;Ἠλεῖοι;['Ἠλεῖος'];['a-p---mn-']
114;Ἡραίαν;['Ἡραῖος'];['a-s---fa-']
115;Ἡραίου;['Ἥραιον'];['n-s---ng-']
116;Ἡραῖον;['Ἡραῖος'];['a-s---na-']
117;Ἡρακλέους;['Ἡρακλῆς'];['n-s---mg-']
118;Θανάτου;['Θάνατος'];['n-s---mg-']
119;Θεαρίδαν;['Θεαρίδης'];['n-s---ma-']
120;Θεαρίδας;['Θεαρίδης'];['n-s---mn-']
121;Θηρυκίων;['Θηρυκίων'];['n-s---mn-']
122;Θηρυκίωνος;['Θηρυκίων'];['n-s---mg-']
123;Ἰλλυριοὺς;['Ἰλλυριοί'];['n-p---ma-']
124;Ἰλλυριῶν;['Ἰλλυριοί'];['n-p---mg-']
125;Ἰσθμόν;['Ἰσθμός'];['n-s---ma-']
126;Ἱππίταν;['Ἱππίτας'];['n-s---ma-']
127;Ἱππίτας;['Ἱππίτας'];['n-s---mn-']
128;Κάνωβον;['Κάνωβος'];['n-s---ma-']
129;Καφύας;['Καφύη'];['n-p---fa-']
130;Κιτιέως;['Κιτιεύς'];['n-s---mg-']
131;Κλεομένει;['Κλεομένης'];['n-s---md-']
132;Κλεομένη;['Κλεομένης'];['n-s---ma-']
133;Κλεομένην;['Κλεομένης'];['n-s---ma-']
134;Κλεομένης;['Κλεομένης'];['n-s---mn-']
135;Κλεομένους;['Κλεομένης'];['n-s---mg-']
136;Κλεωνῶν;['Κλεώνης'];['n-p---mg-']
137;Κόρινθον;['Κόρινθος'];['n-s---fa-']
138;Κορίνθου;['Κόρινθος'];['n-s---fg-']
139;Κορίνθῳ;['Κόρινθος'];['n-s---fd-']
140;Κορινθίους;['Κορίνθιος'];['a-p---ma-']
141;Κορινθίων;['Κορίνθιος'];['a-p---mg-']
142;Κρατησίκλεια;['Κρατησίκλεια'];['n-s---fn-']
143;Κρατησίκλειαν;['Κρατησίκλεια'];['n-s---fa-']
144;Κρατησικλείας;['Κρατησίκλεια'];['n-s---fg-']
145;Κρῆτας;['Κρής'];['n-p---ma-']
146;Κυθήρων;['Κύθηρος'];['n-p---mg-']
147;Κυλλάραβιν;['Κυλλάραβις'];['n-s---fa-']
148;Κυλλαράβιον;['Κυλλαράβιον'];['n-s---na-']
149;Κυρήνην;['Κυρήνη'];['n-s---fa-']
150;Λάγγωνι;['Λάγγων'];['n-s---md-']
151;Λακεδαίμονα;['Λακεδαίμων'];['n-s---fa-']
152;Λακεδαίμονι;['Λακεδαίμων'];['n-s---fd-']
153;Λακεδαίμονος;['Λακεδαίμων'];['n-s---fg-']
154;Λακεδαίμων;['Λακεδαίμων'];['n-s---fn-']
155;Λακεδαιμόνιοι;['Λακεδαιμόνιος'];['a-p---mn-']
156;Λακεδαιμόνιος;['Λακεδαιμόνιος'];['a-s---mn-']
157;Λακεδαιμονίοις;['Λακεδαιμόνιος'];['a-p---md-']
158;Λακεδαιμονίους;['Λακεδαιμόνιος'];['a-p---ma-']
159;Λακεδαιμονίων;['Λακεδαιμόνιος'];['a-p---mg-']
160;Λακωνικὴν;['Λακωνικός'];['a-s---fa-']
161;Λακωνικήν;['Λακωνικός'];['a-s---fa-']
162;Λακωνικῆς;['Λακωνικός'];['a-s---fg-']
163;Λακωνικὸν;['Λακωνικός'];['a-s---nn-', 'a-s---na-']
164;Λακωνικόν;['Λακωνικός'];['a-s---nn-']
165;Λέρναν;['Λέρνα'];['n-s---fa-']
166;Λεῦκτρα;['Λεῦκτρα'];['n-p---na-']
167;Λεχαίου;['Λέχαιον'];['n-s---ng-']
168;Λεωνίδαν;['Λεωνίδας'];['n-s---ma-']
169;Λεωνίδας;['Λεωνίδας'];['n-s---mn-']
170;Λεωνίδου;['Λεωνίδας'];['n-s---mg-']
171;Λιβύῃ;['Λιβύη'];['n-s---fd-']
172;Λύκαιον;['Λύκαιον'];['n-s---na-']
173;Λυδιάδαν;['Λυδιάδης'];['n-s---ma-']
174;Λυδιάδας;['Λυδιάδης'];['n-s---mn-']
175;Λυκούργου;['Λυκοῦργος'];['n-s---mg-']
176;Λυκούργῳ;['Λυκοῦργος'];['n-s---md-']
177;Λυκοῦργον;['Λυκοῦργος'];['n-s---ma-']
178;Λυσανδρίδα;['Λυσανδρίς'];['n-s---fa-']
179;Λυσανδρίδαν;['Λυσανδρίδας'];['n-s---ma-']
180;Λυσανδρίδας;['Λυσανδρίς'];['n-p---fa-']
181;Μάγα;['Μάγης'];['n-s---mg-']
182;Μάγαν;['Μάγης'];['n-s---ma-']
183;Μακεδόνας;['Μακεδών'];['n-p---ma-']
184;Μακεδόνες;['Μακεδών'];['n-p---mn-']
185;Μακεδόνων;['Μακεδών'];['n-p---mg-']
186;Μακεδονίᾳ;['Μακεδονία'];['n-s---fd-']
187;Μακεδονίαν;['Μακεδονία'];['n-s---fa-']
188;Μακεδονικοῖς;['Μακεδ ́νιος'];['a-p---nd-']
189;Μακεδονικῶς;['Μακεδονικός'];['d--------']
190;Μαντίνειαν;['Μαντίνεια'];['n-s---fa-']
191;Μαντινείᾳ;['Μαντίνεια'];['n-s---fd-']
192;Μαντινεῖς;['Μαντινεύς'];['n-p---mn-']
193;Μεγάλη;['Μεγάλη'];['n-s---fn-']
194;Μεγάλην;['Μεγάλη'];['n-s---fa-']
195;Μεγάλης;['Μεγάλη'];['n-s---fg-']
196;Μεγαλο;['Μεγαλος'];['n-s---mg-']
197;Μεγαλοπολίταις;['Μεγαλοπολίτης'];['n-p---md-']
198;Μεγαλοπολίτας;['Μεγαλοπολίτης'];['n-p---ma-']
199;Μεγαλοπολίτης;['Μεγαλοπολίτης'];['a-s---mn-']
200;Μεγαλοπολίτιδος;['Μεγαλοπολῖτις'];['n-s---fg-']
201;Μεγαλοπολιτικὴν;['Μεγαλοπολιτικός'];['a-s---fa-']
202;Μεγαλοπολιτικήν;['Μεγαλοπολιτικός'];['a-s---fa-']
203;Μεγαλοπολιτῶν;['Μεγαλοπολίτης'];['n-p---mg-']
204;Μεγιστόνουν;['Μεγιστόνους'];['n-s---ma-']
205;Μεγιστόνους;['Μεγιστόνους'];['n-s---mn-']
206;Μεθύδριον;['Μεθύδριον'];['n-s---na-']
207;Μεσσήνην;['Μεσσήνη'];['n-s---fa-']
208;Μεσσήνης;['Μεσσήνη'];['n-s---fg-']
209;Μεσσήνιον;['Μεσσήνιος'];['a-s---ma-']
210;Μεσσήνιος;['Μεσσήνιος'];['a-s---mn-']
211;Μεσσηνίους;['Μεσσήνιος'];['n-p---ma-']
212;Νέμεια;['Νέμειον'];['n-p---na-']
213;Νικαγόραν;['Νικαγόρη'];['n-s---fa-']
214;Νικαγόρας;['Νικαγόρη'];['n-s---fg-']
215;Νικαγόρου;['Νικαγόρας'];['n-s---mg-']
216;Ξενάρης;['Ξενάρης'];['n-s---mn-']
217;Ξενάρους;['χεναρες'];['n-s---mg-']
218;Ὄνεια;['μουντονευμ'];['n-p---na-']
219;Ὀλίγυρτον;['Ὀλίγυρτος'];['n-s---ma-']
220;Ὀρχομενίοις;['Ὀρχομένιος'];['a-p---md-']
221;Ὀρχομενὸν;['Ὀρχομενός'];['n-s---ma-']
222;Ὀρχομενόν;['Ὀρχομενός'];['n-s---ma-']
223;Ὅμηρος;['Ὅμηρος'];['n-s---mn-']
224;Οἰνάνθην;['Οἰνάνθη'];['n-s---fa-']
225;Παλλάντιον;['Παλλάντιον'];['n-s---na-']
226;Παντέα;['Παντεύς'];['n-s---ma-']
227;Παντέως;['Παντεύς'];['n-s---mg-']
228;Παντεῖ;['Παντεύς'];['n-s---md-']
229;Παντεὺς;['Παντεύς'];['n-s---mn-']
230;Πασιφάας;['Πασιφάη'];['n-s---fg-']
231;Πελλήνην;['Πελλήνη'];['n-s---fa-']
232;Πελοπόννησον;['Πελοπόννησος'];['n-s---fa-']
233;Πελοποννήσου;['Πελοπόννησος'];['n-s---fg-']
234;Πελοποννήσῳ;['Πελοπόννησος'];['n-s---fd-']
235;Πελοποννησίοις;['Πελοποννήσιος'];['a-p---md-']
236;Πελοποννησίους;['Πελοποννήσιος'];['a-p---ma-']
237;Πελοποννησιακοῦ;['Πελοποννησιακός'];['a-s---mg-']
238;Πεντέλειον;['Πεντέλειον'];['n-s---na-']
239;Πολύβιός;['Πολύβιος'];['n-s---mn-']
240;Πολύβιος;['Πολύβιος'];['n-s---mn-']
241;Ποσειδῶνος;['Ποσειδῶν'];['n-s---mg-']
242;Πτολεμαίου;['Πτολεμαῖος'];['n-s---mg-']
243;Πτολεμαίῳ;['Πτολεμαῖος'];['n-s---md-']
244;Πτολεμαῖον;['Πτολεμαῖος'];['n-s---ma-']
245;Πτολεμαῖος;['Πτολεμαῖος'];['n-s---mn-']
246;Πύρρος;['Πύρρος'];['n-s---mn-']
247;Ῥοίτειον;['Ῥοίτειον'];['n-s---na-']
248;Σελασίᾳ;['Σελασία'];['n-s---fd-']
249;Σελασίαν;['Σελασία'];['n-s---fa-']
250;Σικυῶνα;['Σικυών'];['n-s---fa-']
251;Σικυῶνι;['Σικυών'];['n-s---fd-']
252;Σικυῶνος;['Σικυών'];['n-s---fg-']
253;Σικυωνίαν;['Σικυώνιος'];['a-s---fa-']
254;Σικυωνίων;['Σικυώνιος'];['a-p---mg-']
255;Σόλωνα;['Σόλων'];['n-s---ma-']
256;Σπάρτῃ;['Σπάρτη'];['n-s---fd-']
257;Σπάρτην;['Σπάρτη'];['n-s---fa-']
258;Σπάρτης;['Σπάρτη'];['n-s---fg-']
259;Σπαρτιάταις;['Σπαρτιάτης'];['n-p---md-']
260;Σπαρτιάτας;['Σπαρτιάτης'];['n-p---ma-']
261;Σπαρτιᾶται;['Σπαρτιάτης'];['n-p---mn-']
262;Σπαρτιατῶν;['Σπαρτιάτης'];['n-p---mg-']
263;Στωϊκὸς;['Στωϊκός'];['a-s---mn-']
264;Σφαίρου;['Σφαῖρος'];['n-s---mg-']
