;form;lemmi;postag
0;;[None];[None]
1;,;[','];['u--------']
2;-δὲ;['δέ'];['c--------']
3;.;['.'];['u--------']
4;E;['E'];['z--------']
5;·;['·'];['u--------']
6;ΑΒ;['ΑΒ'];['n--------']
7;ΑΕΓ;['ΑΕΓ'];['n-p----g-']
8;Γ;['Γ'];['n--------']
9;ΓΕ;['ΓΕ'];['n--------', 'n-s---fn-']
10;ΓΖ;['ΓΖ'];['n-s---fa-']
11;ΓΖΑ;['ΓΖΑ'];['n-s----g-']
12;ΓΘ;['ΓΘ'];['n-s---fa-']
13;Ε;['Ε'];['n--------']
14;ΕΓ;['ΕΓ'];['n-s---fn-']
15;ΕΘ;['ΕΘ'];['n-s---fd-']
16;Ε𐅵;['Ε𐅵', 'Ε∠'];['z--------', 'n--------']
17;Ζ;['Ζ'];['n--------']
18;ΖΓ;['ΖΓ'];['n-s---fa-']
19;ΖΗ𐅵;['ΖΗ∠'];['n--------']
20;Ζ𐅵;['Ζ∠', 'Ζ𐅵'];['z--------', 'n--------']
21;Η;['Η'];['n--------']
22;ΗΕ;['ΗΕ'];['n------n-']
23;ΗΖ;['ΗΖ'];['n-s---fa-']
24;ΗΘ;['ΗΘ'];['n-p---fa-', 'n--------', 'n-s---ma-']
25;ΗΘΕ;['ΗΘΕ'];['n-s---nn-']
26;Η𐅵;['Η∠'];['n--------']
27;Θ;['Θ'];['n-s------']
28;ΘΕ;['ΘΕ'];['n-s---fn-']
29;ΘΖ;['ΘΖ'];['n-p---f--', 'n-s---fn-']
30;ΘΖΓ;['ΘΖΓ'];['n-s----g-']
31;ΘΗΕ;['ΘΗΕ'];['n-s----g-']
32;ΘΗΖ;['ΘΗΖ'];['n-s---nd-', 'n-s----g-']
33;ἄρα;['ἄρα'];['g--------']
34;ἀληθές;['ἀληθής'];['a-s---nn-']
35;ἀλλὰ;['ἀλλά'];['c--------']
36;ἀλλ’;['ἀλλά'];['c--------']
37;ἀνάκλασιν;['ἀνάκλασις'];['n-s---fa-']
38;ἀνακλᾶται;['ἀνακλάω'];['v3spim---']
39;ἀνίσους;['ἄνισος'];['a-p---ma-', 'a-p---fa-']
40;ἀντὶ;['ἀντί'];['r--------']
41;ἀπὸ;['ἀπό'];['r--------']
42;ἃς;['ὅς'];['p-p---fa-']
43;αἱ;['ὁ'];['l-p---fn-']
44;αἵτινες;['ὅστις'];['p-p---fn-']
45;αὕτη;['οὗτος'];['p-s---fn-']
46;βάσει;['βάσις'];['n-s---fd-']
47;βάσις;['βάσις'];['n-s---fn-']
48;βραχείας;['βραχύς'];['a-s---fg-']
49;γὰρ;['γάρ'];['g--------']
50;γάρ;['γάρ'];['g--------']
