;form;lemmi;postag
0;(;['('];['u--------']
1;);[')'];['u--------']
2;,;[','];['u--------']
3;-δὲ;['δέ'];['c--------']
4;-δ’;['δέ'];['c--------']
5;-τε;['τε'];['c--------']
6;.;['.'];['u--------']
7;";";"[';']";['u--------']
8;E;['E'];['z--------']
9;·;['·'];['u--------']
10;Ἀβδήροις;['Ἄβδηρα'];['n-p---nd-']
11;Ἀκύλᾳ;['Ἀκύλας'];['n-s---md-']
12;Ἀκύλαν;['Ἀκύλας'];['n-s---ma-']
13;Ἀκύλας;['Ἀκύλας'];['n-s---mn-']
14;Βιθυνίας;['Βιθυνία'];['n-s---fg-']
15;Βιθυνοῖς;['Βιθυνός'];['n-p---md-']
16;Βροῦτος;['Βροῦτος'];['n-s---mn-']
17;Δαμάσιππον;['Δαμάσιππος'];['n-s---ma-']
18;Δαμᾷ;['Δαμᾶς'];['n-s---md-']
19;Δολοβέλλα;['Δολαβέλλας'];['n-s---mg-']
20;Δολοβέλλᾳ;['Δολαβέλλας'];['n-s---md-']
21;Δολοβέλλαν;['Δολαβέλλας'];['n-s---ma-']
22;Δολοβέλλας;['Δολοβέλλας'];['n-s---mn-']
23;Ἑλλησπόντου;['Ἑλλήσποντος'];['n-s---mg-']
24;Ἑρμοδώρου;['Ἑρμόδωρος'];['n-s---mg-']
25;Ἰταλίας;['Ἰταλία'];['n-s---fg-']
26;Κάσσιος;['Κάσσιος'];['n-s---mn-']
27;Κασσίῳ;['Κάσσιος'];['n-s---md-']
28;Καῦνον;['Καῦνος'];['n-s---ma-']
29;Καυνίοις;['Καύνιος'];['a-p---md-']
30;Κυζικηνοῖς;['Κυζικηνός'];['a-p---md-']
31;Κώοις;['Κῶος'];['a-p---md-']
32;Κωρυκίοις;['Κωρύκιος'];['a-p---md-']
33;Λεσβίων;['Λέσβιος'];['a-p---mg-']
34;Λυκία;['Λυκία'];['n-s---fn-']
35;Λυκίοις;['Λύκιος'];['a-p---md-']
36;Μακεδόνων;['Μακεδών'];['n-p---mg-']
37;Μηνόδωρον;['Μηνόδωρος'];['n-s---ma-']
38;Μηνοδώρου;['Μηνόδωρος'];['n-s---mg-']
39;Μηνοδώρῳ;['Μηνόδωρος'];['n-s---md-']
40;Μιλησίοις;['Μιλήσιος'];['a-p---md-']
41;Μυρεῦσι;['Μυρεύς'];['n-p---md-']
42;Ξάνθιοι;['Ξάνθιος'];['n-p---mn-']
43;Ξανθίους;['Ξάνθιος'];['n-p---ma-']
44;Ξανθίων;['Ξάνθιος'];['a-p---mg-', 'n-p---mg-']
45;Παταρέων;['Παταρεύς'];['n-p---mg-']
46;Παταρεῖς;['Παταρεύς'];['n-p---mn-']
47;Παταρεῦσι;['Παταρεύς'];['n-p---md-']
48;Παταρεῦσιν;['Παταρεύς'];['n-p---md-']
49;Περγαμηνοῖς;['Περγαμηνός'];['a-p---md-']
50;Περγαμηνοὺς;['Περγαμηνός'];['a-p---ma-']
51;Προκόννησον;['Προκόννησος'];['n-s---fa-']
52;Ῥόδον;['Ῥόδος'];['n-s---fa-']
53;Ῥόδος;['Ῥόδος'];['n-s---fn-']
54;Ῥοδίοις;['Ῥόδιος'];['n-p---md-']
55;Ῥοδίων;['Ῥόδιος'];['a-p---mg-']
56;Σαμίοις;['Σάμιος'];['a-p---md-']
57;Σαμίου;['Σάμιος'];['a-s---mg-']
58;Σμυρναίοις;['Σμυρναῖος'];['a-p---md-']
59;Τραλλιανοῖς;['Τραλλιανός'];['n-p---md-']
60;Φασηλίταις;['Φασηλίτης'];['n-p---md-']
61;Φοινίκων;['Φοῖνιξ'];['n-p---mg-']
62;ἂν;['ἄν'];['g--------']
63;ἄκοντας;['ἄκων'];['a-p---ma-']
64;ἄκοντες;['ἄκων'];['a-p---mn-']
65;ἄλλα;['ἄλλος'];['p-p---na-']
66;ἄλλας;['ἄλλος'];['p-p---fa-']
67;ἄλλο;['ἄλλος'];['p-s---na-']
68;ἄλλοις;['ἄλλος'];['p-p---md-']
69;ἄλλος;['ἄλλος'];['p-s---mn-']
70;ἄλλως;['ἄλλος'];['d--------']
71;ἄλυπον;['ἄλυπος'];['a-s---na-']
72;ἄμεινον;['ἀγαθός'];['a-s---nnc']
73;ἄνδρας;['ἀνήρ'];['n-p---ma-']
74;ἄνευ;['ἄνευ'];['r--------']
75;ἄξιον;['ἄξιος'];['a-s---na-']
76;ἄποροι;['ἄπορος'];['a-p---mn-']
77;ἄπορον;['ἄπορος'];['a-s---na-']
78;ἄπρακτον;['ἄπρακτος'];['a-s---na-']
79;ἄρτι;['ἄρτι'];['d--------']
80;ἄφεσιν;['ἄφεσις'];['n-s---fa-']
81;ἄχθεσθαι;['ἄχθομαι'];['v--pnm---']
82;ἄχρηστοι;['ἄχρηστος'];['a-p---mn-']
83;ἄχρηστον;['ἄχρηστος'];['a-s---nn-']
84;ἄχρι;['ἄχρι'];['r--------']
85;ἀβίαστον;['ἀβίαστος'];['a-s---na-']
86;ἀγαπητὸν;['ἀγαπητός'];['a-s---nn-']
87;ἀγεωργήτου;['ἀγεώργητος'];['a-s---fg-']
88;ἀγνοῶ;['ἀγνοέω'];['v1spia---']
89;ἀγωνιουμένους;['ἀγωνίζομαι'];['v-pfpmma-']
90;ἀδίκως;['ἄδικος'];['d--------']
91;ἀδικεῖν;['ἀδικέω'];['v--pna---']
92;ἀδικεῖσθαι;['ἀδικέω'];['v--pnm---']
93;ἀδικίας;['ἀδικία'];['n-s---fg-']
94;ἀεὶ;['ἀεί'];['d--------']
95;ἀκαίρου;['ἄκαιρος'];['a-s---fg-']
96;ἀκούσιοι;['ἀκούσιος'];['a-p---mn-']
97;ἀκούω;['ἀκούω'];['v1spia---']
98;ἀκούων;['ἀκούω'];['v-sppamn-']
99;ἀλλὰ;['ἀλλά'];['c--------']
100;ἀλλοτρίων;['ἀλλότριος'];['a-p---ng-']
101;ἀλλ’;['ἀλλά'];['c--------']
102;ἀμελεῖτε;['ἀμελέω'];['v2ppia---']
103;ἀμελήσετε;['ἀμελέω'];['v2pfia---']
104;ἀμύνασθαι;['ἀμύνω'];['v--anm---']
105;ἀνάγκη;['ἀνάγκη'];['n-s---fn-']
106;ἀνάγκην;['ἀνάγκη'];['n-s---fa-']
107;ἀνάγκης;['ἀνάγκη'];['n-s---fg-']
108;ἀνάλωμα;['ἀνάλωμα'];['n-s---na-']
109;ἀναγκασθήσεσθε;['ἀναγκάζω'];['v2pfip---']
110;ἀναγκασθῆτε;['ἀναγκάζω'];['v2pasp---']
111;ἀναγκασθῶμεν;['ἀναγκάζω'];['v1pasp---']
112;ἀνακομισθῇ;['ἀνακομίζω'];['v3sasp---']
113;ἀναλίσκονται;['ἀναλίσκω'];['v3ppim---']
114;ἀνανδρίας;['ἀνανδρία'];['n-s---fg-']
115;ἀναπέμψατε;['ἀναπέμπω'];['v2pama---']
116;ἀνεξικακίας;['ἀνεξικακία'];['n-s---fg-']
117;ἀνεχόμενοι;['ἀνέχω'];['v-pppmmn-']
118;ἀνοίας;['ἄνοια'];['n-s---fg-']
119;ἀντὶ;['ἀντί'];['r--------']
120;ἀντιδίδομεν;['ἀντιδίδωμι'];['v1piia---']
121;ἀντιποιησόμενοι;['ἀντιποιέω'];['v-pfpmmn-']
122;ἀξιῶμεν;['ἀξιόω'];['v1ppsa---']
123;ἀπειθοῦντας;['ἀπειθέω'];['v-pppama-']
124;ἀπεκόμισάν;['ἀποκομίζω'];['v3paia---']
125;ἀπεσφάξαμεν;['ἀποσφάζω'];['v1paia---']
126;ἀπήγγειλάν;['ἀπαγγέλλω'];['v3paia---']
127;ἀπιόντι;['ἀπέρχομαι'];['v-sppamd-']
128;ἀπὸ;['ἀπό'];['r--------']
129;ἀποβάλλουσι;['ἀποβάλλω'];['v3ppia---']
130;ἀποδείξατε;['ἀποδείκνυμι'];['v2pama---']
131;ἀποδίδομεν;['ἀποδίδωμι'];['v1ppia---']
132;ἀποδρᾶναι;['ἀποδιδράσκω'];['v--ana---']
133;ἀποκαμεῖν;['ἀποκάμνω'];['v--ana---']
134;ἀποκηρύττομεν;['ἀποκηρύσσω'];['v1ppia---']
135;ἀπορεῖν;['ἀπορέω'];['v--pna---']
136;ἀποστάντας;['ἀφίστημι'];['v-papama-']
137;ἀποφαίνου;['ἀποφαίνω'];['v2spmm---']
138;ἀπωλείας;['ἀπώλεια'];['n-s---fg-']
139;ἀπ’;['ἀπό'];['r--------']
140;ἀρετὴν;['ἀρετή'];['n-s---fa-']
141;ἀρξάμενοι;['ἄρχω'];['v-papmmn-']
142;ἀσθένεια;['ἀσθένεια'];['n-s---fn-']
143;ἀσθένειαν;['ἀσθένεια'];['n-s---fa-']
144;ἀσθενείᾳ;['ἀσθένεια'];['n-s---fd-']
145;ἀσκεῖτε;['ἀσκέω'];['v2ppia---']
146;ἀφαιρεθείητε;['ἀφαιρέω'];['v2paop---']
147;ἀφελόμενοι;['ἀφαιρέω'];['v-papmmn-']
148;ἀφελώμεθα;['ἀφαιρέω'];['v1pasm---']
149;ἀφῃρῆσθαι;['ἀφαιρέω'];['v--rnm---']
150;ἀφικέσθαι;['ἀφικνέομαι'];['v--anm---']
151;ἀφορμὴν;['ἀφορμή'];['n-s---fa-']
152;ἀφ’;['ἀπό'];['r--------']
153;ἃ;['ὅς'];['p-p---na-']
154;ἃς;['ὅς'];['p-p---fa-']
155;ἅλωσιν;['ἅλωσις'];['n-s---fa-']
156;ἅπαν;['ἅπας'];['p-s---na-']
157;ἁλόντας;['ἁλίσκομαι'];['v-papama-']
158;ἁλόντες;['ἁλίσκομαι'];['v-papamn-']
159;ἁμάρτημα;['ἁμάρτημα'];['n-s---na-']
160;ἁμαρτάνετε;['ἁμαρτάνω'];['v2ppma---', 'v2ppia---']
161;ἁμαρτεῖν;['ἁμαρτάνω'];['v--ana---']
162;ἁμαρτήμασιν;['ἁμάρτημα'];['n-p---nd-']
163;ἁπάντων;['ἅπας'];['p-p---mg-']
164;ἁπάσας;['ἅπας'];['p-p---fa-']
165;αἴσθοισθε;['αἰσθάνομαι'];['v2paom---']
166;αἴσθωνται;['αἰσθάνομαι'];['v3pasm---']
167;αἴτιον;['αἴτιος'];['a-s---ma-']
168;αἰσθομένη;['αἰσθάνομαι'];['v-sapmfn-']
169;αἰτιᾶσθε;['αἰτιάομαι'];['v2ppim---']
170;αἰτιώμενοι;['αἰτιάομαι'];['v-pppmmn-']
171;αἰφνιδίως;['αἰφνίδιος'];['d--------']
172;αἱ;['ὁ'];['l-p---fn-']
173;αἱρεῖσθαι;['αἱρέω'];['v--pnm---']
174;αὐθαδέστερον;['αὐθάδης'];['a-s---nac']
175;αὐτὰ;['αὐτός'];['p-p---na-']
176;αὐτάρκης;['αὐτάρκης'];['a-s---fn-']
177;αὐτῇ;['αὐτός'];['p-s---fd-']
178;αὐτίκα;['αὐτίκα'];['d--------']
179;αὐτὸν;['αὐτός'];['p-s---ma-']
180;αὐτοὶ;['αὐτός'];['p-p---mn-']
181;αὐτοῖς;['αὐτός'];['p-p---md-']
182;αὐτονόμους;['αὐτόνομος'];['a-p---ma-']
183;αὐτοὺς;['αὐτός'];['p-p---ma-']
184;αὐτοῦ;['αὐτός'];['p-s---mg-']
185;αὐτῷ;['αὐτός'];['p-s---md-']
186;αὐτῶν;['αὐτός'];['p-p---mg-']
187;αὑτοῖς;['ἑαυτοῦ'];['p-p---md-']
188;βαρύνεσθε;['βαρύνω'];['v2ppim---']
189;βεβαιότερον;['βέβαιος'];['a-s---nac']
190;βεβαιότητα;['βεβαιότης'];['n-s---fa-']
191;βεβαιότητος;['βεβαιότης'];['n-s---fg-']
192;βεβιάσθαι;['βιάζω'];['v--rnm---']
193;βεβλάφθαι;['βλάπτω'];['v--rnm---']
194;βεβουλεῦσθαι;['βουλεύω'];['v--rnm---']
195;βιαζόμενον;['βιάζω'];['v-sppmma-']
196;βιασθέντες;['βιάζω'];['v-pappmn-']
197;βούλησθε;['βούλομαι'];['v2ppsm---']
198;βούλονται;['βούλομαι'];['v3ppim---']
199;βουλαὶ;['βουλή'];['n-p---fn-']
200;βουλευομένοις;['βουλεύω'];['v-pppmmd-']
201;βουλομένη;['βούλομαι'];['v-sppmfn-']
202;βράδιον;['βραδύς'];['a-s---nac']
203;βραδεῖαι;['βραδύς'];['a-p---fn-']
204;βραδυ-τῆτος;['βραδυτής'];['n-s---fg-']
205;βραδύτερον;['βραδύς'];['a-s---nac']
206;βραδυτὴς;['βραδυτής'];['n-s---fn-']
207;γὰρ;['γάρ'];['g--------']
208;γε;['γε'];['g--------']
209;γέ;['γε'];['g--------']
210;γένοιτο;['γίγνομαι'];['v3saom---']
211;γεγονέναι;['γίγνομαι'];['v--rna---']
212;γενέσθαι;['γίγνομαι'];['v--anm---']
213;γενναίως;['γενναῖος'];['d--------']
214;γενομένης;['γίγνομαι'];['v-sapmfg-']
215;γενομένῳ;['γίγνομαι'];['v-sapmnd-']
216;γῆν;['γῆ'];['n-s---fa-']
217;γῆς;['γῆ'];['n-s---fg-']
218;γνώμην;['γνώμη'];['n-s---fa-']
219;γνώμης;['γνώμη'];['n-s---fg-']
220;γυναικῶν;['γυνή'];['n-p---fg-']
221;δὲ;['δέ'];['c--------']
222;δέ;['δέ'];['c--------']
223;δέξησθε;['δείκνυμι'];['v2pasm---']
224;δέοι;['δέω'];['v3spoa---']
225;δέοντι;['δέω'];['v-sppand-']
226;δέχεσθαι;['δέχομαι'];['v--pnm---']
227;δέχοιντο;['δέχομαι'];['v3ppom---']
228;δεδούλωται;['δουλόω'];['v3srim---']
229;δεδωκέναι;['δίδωμι'];['v--rna---']
230;δεῖ;['δέω'];['v3spia---']
231;δεῖν;['δέω'];['v--pna---']
232;δεινὸν;['δεινός'];['a-s---nn-']
233;δεξάμενοι;['δέχομαι'];['v-papmmn-']
234;δεξάμενος;['δέχομαι'];['v-sapmmn-']
235;δεόμενοι;['δέω'];['v-pppmmn-']
236;δεόντων;['δέω'];['v-pppang-']
237;δῆλον;['δῆλος'];['a-s---nn-']
238;δῆτα;['δῆτα'];['g--------']
239;δηλοῖ;['δηλόω'];['v3spia---']
240;δίδοτε;['δίδωμι'];['v2ppia---']
241;δίκαιον;['δίκαιος'];['a-s---nn-']
242;διὰ;['διά'];['r--------']
243;διαδεξαμένων;['διαδέχομαι'];['v-papmmg-']
244;διακοσίας;['διακόσιοι'];['m-p---fa-']
245;διακοσίων;['διακόσιοι'];['m-p---ng-']
246;διαμαρτίᾳ;['διαμαρτία'];['n-s---fd-']
247;διασκέψασθε;['διασκοπέω'];['v2pamm---']
248;διαφυγόντας;['διαφεύγω'];['v-papama-']
249;διδομένοις;['δίδωμι'];['v-pppmnd-']
250;διηνεκὲς;['διηνεκής'];['a-s---nn-']
251;διηνεκῶς;['διηνεκής'];['d--------']
252;διοικοῦντες;['διοικέω'];['v-pppamn-']
253;διχόθεν;['διχόθεν'];['d--------']
254;δι’;['διά'];['r--------']
255;δόξομεν;['δοκέω'];['v1pfia---']
256;δοκείτω;['δοκέω'];['v3spma---']
257;δοκεῖν;['δοκέω'];['v--pna---']
258;δοκεῖτε;['δοκέω'];['v2ppia---']
259;δοτέον;['δίδωμι'];['a-s---nn-']
260;δοῦλοι;['δοῦλος'];['n-p---mn-']
261;δοῦναι;['δίδωμι'];['v--ana---']
262;δύνασθε;['δύναμαι'];['v2ppim---']
263;δύνησθε;['δύω'];['v2ppsm---']
264;δυεῖν;['δύο'];['m-d----g-']
265;δυσμενείᾳ;['δυσμένεια'];['n-s---fd-']
266;δώσετε;['δίδωμι'];['v2pfia---']
267;δωρεᾶς;['δωρεά'];['n-s---fg-']
268;δ’;['δέ'];['c--------']
269;ἔγραψέ;['γράφω'];['v3saia---']
270;ἔδει;['δέω'];['v3siia---']
271;ἔδοτε;['δίδωμι'];['v2paia---']
272;ἔλαττον;['ἐλαχύς'];['a-s---nac']
273;ἔλθοι;['ἔρχομαι'];['v3saoa---']
274;ἔμελλε;['μέλλω'];['v3siia---']
275;ἔμελλεν;['μέλλω'];['v3siia---']
276;ἔπειτα;['ἔπειτα'];['d--------']
277;ἔπεμψα;['πέμπω'];['v1saia---']
278;ἔργα;['ἔργον'];['n-p---nn-', 'n-p---na-']
279;ἔργῳ;['ἔργον'];['n-s---nd-']
280;ἔργων;['ἔργον'];['n-p---ng-']
281;ἔσεσθαι;['εἰμί'];['v--fnm---']
282;ἔστιν;['εἰμί'];['v3spia---']
283;ἔτι;['ἔτι'];['d--------']
284;ἔφθασεν;['φθάνω'];['v3saia---']
285;ἔχει;['ἔχω'];['v3spia---']
286;ἔχειν;['ἔχω'];['v--pna---']
287;ἔχοντες;['ἔχω'];['v-pppamn-']
288;ἔχω;['ἔχω'];['v1spia---']
289;ἐάσετε;['ἐάω'];['v2pfia---']
290;ἐβουλόμεθα;['βούλομαι'];['v1piim---']
291;ἐβουλόμην;['βούλομαι'];['v1siim---']
292;ἐγκεῖσθαι;['ἔγκειμαι'];['v--pnm---']
293;ἐγράψαμεν;['γράφω'];['v1paia---']
294;ἐγὼ;['ἐγώ'];['p-s---cn-']
295;ἐδώκαμεν;['δίδωμι'];['v1paia---']
296;ἐθέλοντας;['ἐθέλω'];['v-pppama-']
