;form;lemmi;postag
0;,;[','];['u--------']
1;-δὲ;['δέ'];['c--------']
2;-δ’;['δέ'];['c--------']
3;-θ’;['τε'];['c--------']
4;-τε;['τε'];['c--------']
5;.;['.'];['u--------']
6;E;['E'];['z--------']
7;·;['·'];['u--------']
8;ἂν;['ἄν'];['g--------']
9;ἄγουσαν;['ἄγω'];['v-sppafa-']
10;ἄκρου;['ἄκρον'];['n-s---ng-']
11;ἄλλα;['ἄλλος'];['p-p---na-']
12;ἄλλαι;['ἄλλος'];['p-p---fn-']
13;ἄλλης;['ἄλλος'];['p-s---fg-']
14;ἄλλοις;['ἄλλος'];['p-p---nd-']
15;ἄλλως;['ἄλλος'];['d--------']
16;ἄλυπον;['ἄλυπος'];['a-s---nn-']
17;ἄν;['ἄν'];['g--------']
18;ἄνω;['ἄνω'];['d--------']
19;ἄρξαιτο;['ἄρχω'];['v3saom---']
20;ἀγαθὰ;['ἀγαθός'];['a-p---na-']
21;ἀγαθὸν;['ἀγαθός'];['a-s---na-']
22;ἀγαπᾶται;['ἀγαπάω'];['v3spim---']
23;ἀγνοηθεὶς;['ἀγνοέω'];['v-sappmn-']
24;ἀδοξίην;['ἀδοξία'];['n-s---fa-']
25;ἀκινδύνους;['ἀκίνδυνος'];['a-p---ma-']
26;ἀκριβὴς;['ἀκριβής'];['a-s---fn-']
27;ἀλαζονικὸν;['ἀλαζονικός'];['a-s---nn-']
28;ἀλλὰ;['ἀλλά'];['c--------']
29;ἀμφοτέρων;['ἀμφότερος'];['a-p---ng-', 'a-p---fg-']
30;ἀνάπαυσιν;['ἀνάπαυσις'];['n-s---fa-']
31;ἀνάψυξίς;['ἀνάψυξις'];['n-s---fn-']
32;ἀναγκαῖα;['ἀναγκαῖος'];['a-p---nn-']
33;ἀναγκαῖον;['ἀναγκαῖος'];['a-s---nn-']
34;ἀνειμένως;['ἀνειμένως'];['d--------']
35;ἀνεσπάσθαι;['ἀνασπάω'];['v--rnm---']
36;ἀνιέμενος;['ἀνίημι'];['v-sppmmn-']
37;ἀνυπόπτως;['ἀνύποπτος'];['d--------']
38;ἀνωμάλως;['ἀνώμαλος'];['d--------']
39;ἀξίοις;['ἄξιος'];['a-p---nd-']
40;ἀξιοῦνται;['ἀξιόω'];['v3ppim---']
41;ἀπέχουσιν;['ἀπέχω'];['v-pppamd-']
42;ἀπὸ;['ἀπό'];['r--------']
43;ἀπογινώσκειν;['ἀπογιγνώσκω'];['v--pna---']
44;ἀπομάγμασιν;['ἀπόμαγμα'];['n-p---nd-']
45;ἀπ’;['ἀπό'];['r--------']
46;ἀρχῆς;['ἀρχή'];['n-s---fg-']
47;ἀσθενέοντας;['ἀσθενέω'];['v-pppama-']
48;ἀσθενέως;['ἀσθενής'];['d--------']
49;ἀσθενῆ;['ἀσθενής'];['a-s---ma-']
50;ἀφαίρεσιν;['ἀφαίρεσις'];['n-s---fa-']
51;ἀφαίρεσις;['ἀφαίρεσις'];['n-s---fn-']
52;ἀφαιρεῖσθαι;['ἀφαιρέω'];['v--pnm---']
53;ἀφεστῶτας;['ἀφίστημι'];['v-prpama-']
54;ἀφ’;['ἀπό'];['r--------']
55;ἃ;['ὅς'];['p-p---na-', 'p-p---nn-']
56;ἅπαντα;['ἅπας'];['p-p---na-']
57;ἁπάντων;['ἅπας'];['p-p---ng-']
58;ἁπλῆ;['ἁπλόος'];['a-s---fn-']
59;ἁρμόζου;['ἁρμόζω'];['v2spmm---']
60;αἰσχρὸν;['αἰσχρός'];['a-s---nn-']
61;αἵματος;['αἷμα'];['n-s---ng-']
62;αἷμα;['αἷμα'];['n-s---nn-', 'n-s---na-']
63;αὐγάς;['αὐγή'];['n-p---fa-']
64;αὐγὴ;['αὐγή'];['n-s---fn-']
65;αὐθάδης;['αὐθάδης'];['a-s---mn-']
66;αὐτὰ;['αὐτός'];['p-p---nn-']
67;αὐτέοις;['αύ̓τεος'];['a-p---md-']
68;αὐτέων;['αὐτός'];['p-p---fg-']
69;αὐτὴν;['αὐτός'];['p-s---fa-']
70;αὐτῆς;['αὐτός'];['p-s---fg-']
71;αὐτὸ;['αὐτός'];['p-s---nn-']
72;αὐτὸν;['αὐτός'];['p-s---ma-']
73;αὐτόματα;['αὐτόματος'];['a-p---nn-']
74;αὐτόματον;['αὐτόματος'];['a-s---ma-']
75;αὐτοὺς;['αὐτός'];['p-p---ma-']
76;αὐτοῦ;['αὐτός'];['p-s---mg-']
77;αὐτῷ;['αὐτός'];['p-s---md-']
78;αὐτῶν;['αὐτός'];['p-p---mg-', 'p-p---ng-']
79;αὕτη;['οὗτος'];['p-s---fn-']
80;αὗται;['οὗτος'];['p-p---fn-']
81;βάθος;['βάθος'];['n-s---na-']
82;βάρει;['βάρος'];['n-s---nd-']
83;βαρεῖα;['βαρύς'];['a-s---fn-']
84;βαρεῖαν;['βαρύς'];['a-s---fa-']
85;βελέων;['βέλος'];['n-p---ng-']
86;βίον;['βίος'];['n-s---ma-']
87;βλάβας;['βλάβη'];['n-p---fa-']
88;βλάβην;['βλάβη'];['n-s---fa-']
89;βοηθεῖν;['βοηθέω'];['v--pna---']
90;βραδέως;['βραδύς'];['d--------']
91;βραδείῃ;['βραδύς'];['a-s---fdc']
92;βραχεῖά;['βραχύς'];['a-s---fn-']
93;βραχιόνων;['βραχίων'];['n-p---mg-']
94;βραχὺν;['βραχύς'];['a-s---ma-']
95;βραχύτατον;['βραχύς'];['a-s---mas']
96;γὰρ;['γάρ'];['g--------']
97;γάρ;['γάρ'];['g--------']
98;γαστρώδη;['γαστρώδης'];['a-s---fa-']
99;γέλωτα;['γέλως'];['n-s---ma-']
100;γεγραμμένον;['γράφω'];['v-srpmnn-']
101;γεγραμμένων;['γράφω'];['v-prpmng-']
102;γεγυμνασμένος;['γυμνάζω'];['v-srpmmn-']
103;γενέσθαι;['γίγνομαι'];['v--anm---']
104;γενόμενον;['γίγνομαι'];['v-sapmna-']
105;γενομένης;['γίγνομαι'];['v-sapmfg-']
106;γενομένων;['γίγνομαι'];['v-papmng-']
107;γίνεσθαι;['γίγνομαι'];['v--pnm---']
108;γίνονται;['γίγνομαι'];['v3ppim---']
109;γινομένων;['γίγνομαι'];['v-pppmng-']
110;γλίσχροι;['γλίσχρος'];['a-p---mn-']
111;γυναιξὶν;['γυνή'];['n-p---fd-']
112;δὲ;['δέ'];['c--------']
113;δέ;['δέ'];['c--------']
114;δέῃ;['δέω'];['v3spsa---']
115;δεδήλωται;['δηλόω'];['v3srim---']
116;δεῖ;['δέω'];['v3spia---', 'v3siia---']
117;δὴ;['δή'];['g--------']
118;δίκαιον;['δίκαιος'];['a-s---na-']
119;δίφρους;['δίφρος'];['n-p---ma-']
120;διὰ;['διά'];['r--------']
121;διαίρεσιν;['διαίρεσις'];['n-s---fa-']
122;διαιρεῖν;['διαιρέω'];['v--pna---']
123;διακείμενοι;['διάκειμαι'];['v-prpmmn-']
124;διακεῖσθαι;['διάκειμαι'];['v--pnm---']
