;form;lemmi;postag
0;,;[','];['u--------']
1;-δὲ;['δέ'];['c--------']
2;-δ’;['δέ'];['c--------']
3;.;['.'];['u--------']
4;";";"[';']";['u--------']
5;E;['E'];['z--------']
6;·;['·'];['u--------']
7;Ἔπειτα;['Ἔπειτα'];['n-s---fn-']
8;Σπογγοειδὲς;['Σπογγοειδής'];['n-s---nn-']
9;ἂν;['ἄν'];['g--------']
10;ἄκανθαν;['ἄκανθα'];['n-s---fa-']
11;ἄκρην;['ἄκρος'];['a-s---fa-']
12;ἄκρου;['ἄκρος'];['a-s---ng-']
13;ἄκρων;['ἄκρος'];['a-p---fg-']
14;ἄλλα;['ἄλλος'];['p-p---na-', 'p-p---nn-']
15;ἄλλαι;['ἄλλος'];['p-p---fn-']
16;ἄλλας;['ἄλλος'];['p-p---fa-']
17;ἄλλη;['ἄλλος'];['p-s---fn-']
18;ἄλλο;['ἄλλος'];['p-s---na-']
19;ἄλλον;['ἄλλος'];['p-s---ma-']
20;ἄλλος;['ἄλλος'];['p-s---mn-']
21;ἄλλου;['ἄλλος'];['p-s---ng-']
22;ἄλλους;['ἄλλος'];['p-p---ma-']
23;ἄλλων;['ἄλλος'];['p-p---ng-']
24;ἄλλ’;['ἄλλος'];['p-s---nn-']
25;ἄνω;['ἄνω'];['d--------']
26;ἄνωθεν;['ἄνωθεν'];['d--------']
27;ἄρρεσι;['ἄρσην'];['n-p---nd-']
28;ἄσθματα;['ἄσθμα'];['n-p---nn-']
29;ἄχρι;['ἄχρι'];['r--------']
30;ἀγκῶνος;['ἀγκών'];['n-s---mg-']
31;ἀήθων;['ἀήθης'];['a-p---fg-']
32;ἀΐσσει;['ἀίσσω'];['v3spia---']
33;ἀκάνθῃ;['ἄκανθα'];['n-s---fd-']
34;ἀκάνθης;['ἄκανθα'];['n-s---fg-']
35;ἀκοῆς;['ἀκοή'];['n-s---fg-']
36;ἀκρωμίας;['ἀκρωμία'];['n-p---fa-']
37;ἀλγημάτων;['ἄλγημα'];['n-p---ng-']
38;ἀλλὰ;['ἀλλά'];['c--------']
39;ἀλλήλαις;['ἀλλήλων'];['p-p---fd-']
40;ἀλλήλας;['ἀλλήλων'];['p-p---fa-']
41;ἀλλ’;['ἀλλά'];['c--------']
42;ἀμφὶ;['ἀμφί'];['r--------']
43;ἀμφιβεβηκυῖαι;['ἀμφιβαίνω'];['v-prpafn-']
44;ἀμφότεραι;['ἀμφότερος'];['a-p---fn-']
45;ἀνὰ;['ἀνά'];['r--------']
46;ἀνάπαλιν;['ἀνάπαλιν'];['d--------']
47;ἀνακάμψει;['ἀνάκαμψις'];['n-s---fd-']
48;ἀνακέκαμπται;['ἀνακάμπτω'];['v3srim---']
49;ἀναπνοὴν;['ἀναπνοή'];['n-s---fa-']
50;ἀνῆκται;['ἀνάγω'];['v3srim---']
51;ἀνθερεῶνα;['ἀνθερεών'];['n-s---ma-']
52;ἀνθρώπου;['ἄνθρωπος'];['n-s---mg-']
53;ἀνίεται;['ἀνίημι'];['v3spim---']
54;ἀνιέναι;['ἀνίημι'];['v--pna---']
55;ἀνιοῦσα;['ἀνέρχομαι'];['v-sppafn-']
56;ἀντιβεβλημένην;['ἀντιβάλλω'];['v-srpmfa-']
57;ἀντικνημίου;['ἀντικνήμιον'];['n-s---ng-']
58;ἀνωτάτω;['ἄνω'];['d--------']
59;ἀνωτέρωθεν;['ἀνωτέρωθεν'];['d--------']
60;ἀπαλλαγὴν;['ἀπαλλαγή'];['n-s---fa-']
61;ἀπέλιπε;['ἀπολείπω'];['v3saia---']
62;ἀπένεμεν;['ἀπονέμω'];['v3siia---']
63;ἀπέσχισται;['ἀποσχίζω'];['v3srim---']
64;ἀπεδίδουν;['ἀποδίδωμι'];['v3piia---']
65;ἀπεπλάνησε;['ἀποπλανάω'];['v3saia---']
66;ἀπερρίζωται;['ἀπορριζόω'];['v3srim---']
67;ἀπεσχίσθησαν;['ἀποσχίζω'];['v3paip---']
68;ἀπιθύνεται;['ἀπιθύνω'];['v3spim---']
69;ἀπὸ;['ἀπό'];['r--------']
70;ἀπόσχιδες;['ἀπόσχις'];['n-p---fn-']
71;ἀποβεβλάστηκεν;['ἀποβλαστάνω'];['v3sria---']
72;ἀποδιδοῦσα;['ἀποδίδωμι'];['v-sppafn-']
73;ἀποκαμφθεῖσα;['ἀποκάμπτω'];['v-sappfn-']
74;ἀποκαμφθεῖσαι;['ἀποκάμπτω'];['v-pappfn-']
75;ἀποκεκάρπωκε;['ἀποκαρπόω'];['v3sria---']
76;ἀποκλίνουσιν;['ἀποκλίνω'];['v3ppia---']
77;ἀποκρινόμενον;['ἀποκρίνω'];['v-sppmnn-']
78;ἀπολλύεται;['ἀπόλλυμι'];['v3spim---']
79;ἀπορρέουσα;['ἀπορρέω'];['v-sppafn-']
80;ἀποσυριγγώσασα;['ἀποσυριγγόω'];['v-sapafn-']
81;ἀποσφιγγούσης;['ἀποσφίγγω'];['v-sppafg-']
82;ἀποσχίδας;['ἀποσχίς'];['n-p---fa-']
83;ἀποσχίδες;['ἀποσχίς'];['n-p---fn-']
84;ἀποσχίζεται;['ἀποσχίζω'];['v3spim---']
85;ἀποφυάδας;['ἀποφυάς'];['n-p---fa-']
86;ἀπ’;['ἀπό'];['r--------']
87;ἀραιοῦ;['ἀραιός'];['a-s---ng-']
88;ἀραιώσει;['ἀραίωσις'];['n-s---fd-']
89;ἀριστερὰ;['ἀριστερός'];['a-p---na-']
90;ἀριστερά;['ἀριστερός'];['a-p---na-']
91;ἀριστερᾷ;['ἀριστερός'];['a-s---fd-']
92;ἀριστερὴ;['ἀριστερός'];['a-s---fn-']
93;ἀριστερῇσι;['ἀριστερός'];['a-p---fd-']
94;ἀριστερὸν;['ἀριστερός'];['a-s---na-']
95;ἀριστερός;['ἀριστερός'];['a-s---mn-']
96;ἀριστεροῖσι;['ἀριστερός'];['a-p---nd-']
97;ἀριστεροῦ;['ἀριστερός'];['a-s---ng-']
98;ἀριστερῶν;['ἀριστερός'];['a-p---ng-']
99;ἀρτηρίαι;['ἀρτηρία'];['n-p---fn-']
100;ἀρτηρίη;['ἀρτηρία'];['n-s---fn-']
101;ἀρτηρίην;['ἀρτηρία'];['n-s---fa-']
102;ἀρτηρίης;['ἀρτηρία'];['n-s---fg-']
103;ἀρχαίη;['ἀρχαῖος'];['a-s---fn-']
104;ἀρχὴ;['ἀρχή'];['n-s---fn-']
105;ἀρχὸν;['ἀρχός'];['n-s---ma-']
106;ἀρχομένη;['ἄρχω'];['v-sppmfn-']
107;ἀσάρκου;['ἄσαρκος'];['a-s---mg-']
108;ἀφήκει;['ἀφήκω'];['v3spia---']
109;ἀφίκηται;['ἀφικνέομαι'];['v3sasm---']
110;ἀφιγμένη;['ἀφικνέομαι'];['v-srpmfn-']
111;ἀφικνέεται;['ἀφικνέομαι'];['v3spim---']
112;ἀφικνέονται;['ἀφικνέομαι'];['v3ppim---']
113;ἀφρώδης;['ἀφρώδης'];['a-s---mn-']
