;form;lemmi;postag
0;"""";"['""']";['u--------']
1;(;['('];['u--------']
2;);[')'];['u--------']
3;,;[','];['u--------']
4;-δὲ;['δέ'];['c--------']
5;-τε;['τε'];['c--------']
6;.;['.'];['u--------']
7;";";"[';']";['u--------']
8;E;['E'];['z--------']
9;G?;['G'];['z--------']
10;·;['·'];['u--------']
11;Ἀαρὼν;['Ἀαρών'];['n--------']
12;Ἀβραὰμ;['Ἀβραάμ'];['n--------']
13;Ἀβραάμ;['Ἀβραάμ'];['n--------']
14;Ἀδὰμ;['Ἀδάμ'];['n--------']
15;Ἀκραβίν;['Ἀκραβίς'];['n-s---mn-']
16;Ἀμορραίων;['Ἀμορραῖος'];['n-p---mg-']
17;Ἀμορραῖος;['Ἀμορραῖος'];['a-s---mn-']
18;Ἀντιλίβανον;['Ἀντιλίβανος'];['n-s---ma-']
19;Ἀποστόλους;['Ἀπόστολος'];['n-p---ma-']
20;Ἀριθμοῖς;['Ἀριθμός'];['n-p---md-']
21;Ἀσήρ;['Ἀσήρ'];['n--------']
22;Ἀσχὰν;['Ἀσχάν', 'Ἀχά'];['n-s---fa-', 'n-s---fn-']
23;Ἀχιμάν;['Ἀχιμάν'];['n-s---mn-']
24;Αἴγυπτον;['Αἴγυπτος'];['n-s---fa-']
25;Αἰγύπτου;['Αἴγυπτος'];['n-s---fg-']
26;Αἰγυπτίων;['Αἰγύπτιος'];['a-p---mg-']
27;Βενιαμὶν;['Βενιαμίν'];['n-s---m--']
28;Βενιαμίν;['Βενιαμίν'];['n-s---m--']
29;Βηθλεὲμ;['Βηθλεέμ'];['n--------']
30;Γὰδ;['Γάδ'];['n-s---m--']
31;Γαζὲρ;['Γαζέρ'];['n-s----n-', 'n-s---mn-']
32;Γαζέρ;['Γαζέρ'];['n------d-', 'n--------']
33;Γηρσὼμ;['Γηρσώμ'];['n-s----n-', 'n-s----g-', 'n-s------']
34;Γηρσώμ;['Γηρσώμ'];['n-s----n-', 'n-s------']
35;Γοθονιὴλ;['Γοθονιήλ'];['n-s---mn-']
36;Γοθονιήλ;['Γοθονιήλ'];['n--------']
37;Γονέθλαν;['Γονέθλα'];['n-s---fa-']
38;Γραμμάτων;['Γράμμα'];['n-s----g-']
39;Γραφὰς;['Γραφή'];['n-p---fa-']
40;Γραφὴ;['Γραφή'];['n-s---fn-']
41;Γραφή;['Γραφή'];['n-s---fn-']
42;Γραφήν;['Γραφή'];['n-s---fa-']
43;Γραφῇ;['Γραφή'];['n-s---fd-']
44;Δὰν;['Δάν'];['n-s---m--']
45;Δάν;['Δάν'];['n-s---m--', 'n-s----g-']
46;Δαβείρ;['Δαβείρ'];['n-s----n-', 'n------a-']
47;Ἐκκλησίᾳ;['Ἐκκλησία'];['n-s---fd-']
48;Ἐκκλησίαν;['Ἐκκλησία'];['n-s---fa-']
49;Ἐκκλησίας;['Ἐκκλησία'];['n-p---fa-', 'n-s---fg-']
50;Ἐλεάζαρ;['Ἐλεάζαρ'];['n--------']
51;Ἐλώμ;['Ἐλώμ'];['n-s----n-']
52;Ἐνὰκ;['Ἐνάκ'];['n--------']
53;Ἐνάκ;['Ἐνάκ'];['n------a-']
54;Ἐνακείμ;['Ἐνακείμ'];['n-p---m--']
55;Ἐρυθρὰν;['Ἐρυθραί'];['n-s---fa-']
56;Ἐφεσίους;['Ἐφέσιος'];['a-p---ma-']
57;Ἐφραὶμ;['Ἐφραίμ'];['n--------']
58;Ἐφραῒμ;['Ἐφραΐμ'];['n-s---mg-', 'n-s---mn-', 'n-s----g-']
59;Ἐφραΐμ;['Ἐφραΐμ'];['n-s---mg-', 'n-s----a-']
60;Ἑλὼμ;['Ἑλώμ'];['n--------']
61;Ζαβουλὼν;['Ζαβουλών'];['n--------']
62;Ζαβουλών;['Ζαβουλών'];['n--------']
63;Ἡλίου;['Ἥλιος'];['n-s---mg-']
64;Ἡσαΐᾳ;['Ἠσαΐας'];['n-s---md-']
65;Θεὸν;['θεός'];['n-s---ma-']
66;Θεὸς;['θεός'];['n-s---mn-']
67;Θεοῦ;['θεός'];['n-s---mg-']
68;Θεῷ;['θεός'];['n-s---md-']
69;Ἰακὼβ;['Ἰακώβ'];['n--------']
70;Ἰακὼκαὶ;['Ἰακώκαι'];['n-s---mn-']
71;Ἰδουμαίας;['Ἰδουμαία'];['n-s---fg-']
72;Ἰεβουσαῖοι;['Ἰεβουσαῖος'];['a-p---mn-']
73;Ἰεβουσαῖον;['Ιεβουσαῖος'];['n-s---ma-']
74;Ἰεβουσαῖος;['Ἰεβουσαῖος'];['a-s---mn-']
75;Ἰεζεκιὴλ;['Ἰεζεκιήλ'];['n-s---m--']
76;Ἰεφοννὴ;['Ἰεφοννή'];['n------g-']
77;Ἰεφοννή;['Ἰεφοννή'];['n-----mn-']
78;Ἰησοῦ;['Ἰησοῦς'];['n-s---mg-', 'n-s---md-']
79;Ἰησοῦν;['Ἰησοῦς'];['n-s---ma-']
80;Ἰησοῦς;['Ἰησοῦς'];['n-s---mn-']
81;Ἰορδάνην;['Ἰορδάνης'];['n-s---ma-']
82;Ἰορδάνου;['Ἰορδάνης'];['n-s---mg-']
83;Ἰούδα;['Ἰούδας'];['n-s---mg-']
84;Ἰούδᾳ;['Ἰούδας'];['n-s---md-']
85;Ἰούδαν;['Ἰούδας'];['n-s---ma-']
86;Ἰουδαίων;['Ἰουδαῖος'];['a-p---mg-']
87;Ἰουδαϊσμὸν;['Ἰουδαϊσμός'];['n-s---ma-']
88;Ἰουδαῖοι;['Ἰουδαῖος'];['a-p---mn-']
89;Ἰσαὰκ;['Ἰσαάκ'];['n--------']
90;Ἰσραὴλ;['Ἰσραήλ'];['n--------']
91;Ἰσραήλ;['Ἰσραήλ'];['n--------']
92;Ἰσραηλίτην;['Ἰσραηλίτης'];['n-s---ma-']
93;Ἰσραηλιτικῶν;['Ἰσραηλιτικός'];['a-p---ng-']
94;Ἰσσάχαρ;['Ἰσσάχαρ'];['n-s------']
95;Ἰωνᾶ;['Ἰωνᾶς'];['n-s---mg-']
96;Ἰωσήφ;['Ἰωσήφ'];['n--------']
97;Ἱερουσαλὴμ;['Ἱεροσόλυμα'];['n--------']
98;Ἱερουσαλήμ;['Ἱεροσόλυμα'];['n--------']
99;Κάδης;['Κάδης'];['n-s----g-']
100;Καὰθ;['Καάθ'];['n-s----n-', 'n--------', 'n-s---mn-', 'n-s----g-']
101;Καάθ;['Καάθ'];['n--------', 'n-s------']
102;Κενὲζ;['Κενέζ'];['n-s----g-']
103;Κενέζ;['Κενέζ'];['n-s----g-']
104;Κολασσαεῖς;['Κολασσαεύς'];['n-p---ma-']
105;Κύριον;['κύριος'];['n-s---ma-']
106;Κύριος;['κύριος'];['n-s---mn-']
107;Κυρίου;['κύριος'];['n-s---mg-']
108;Κυρίῳ;['κύριος'];['n-s---md-']
109;Λείας;['Λεία'];['n-s---fg-']
110;Λευΐ;['Λευΐ'];['n-s----g-', 'n------g-']
111;Λευϊτικῶν;['Λευιτικός'];['a-p---ng-']
112;Λίβανον;['Λίβανος'];['n-s---ma-']
113;Λιβυκά;['Λιβυκός'];['a-p---na-']
114;Μαθουσάλα;['Μαθουσάλα'];['n-s---ma-']
115;Μανασσῆ;['Μανασσῆς'];['n-s---mg-']
116;Μανασσῆς;['Μανασσῆς'];['n-s---mn-']
117;Ματθίαν;['Ματθίας'];['n-s---ma-']
118;Μεραρὶ;['Μεραρί'];['n------n-', 'n-s----n-']
119;Μεραρί;['Μεραρί'];['n-s------']
120;Μωαβιτῶν;['Μωαβίτης'];['n-p---mg-']
121;Μωσῆ;['Μωϋσῆς'];['n-s---ma-']
122;Μωϋσέα;['Μωϋσῆς'];['n-s---ma-']
123;Μωϋσέως;['Μωϋσῆς'];['n-s---mg-']
124;Μωϋσῆς;['Μωϋσῆς'];['n-s---mn-']
125;Μωυσέα;['Μωϋσῆς'];['n-s---ma-']
126;Μωυσέως;['Μωϋσῆς'];['n-s---mg-']
127;Μωυσῆν;['Μωϋσῆς'];['n-s---ma-']
128;Μωυσῆς;['Μωϋσῆς'];['n-s---mn-']
129;Ναυῆ;['Ναυῆ'];['n-s---m--']
130;Νεφθαλίμ;['Νεφθαλίμ'];['n-s----n-', 'n-s------']
131;Νῶε;['Νῶε'];['n--------']
132;Πάσχα;['Πάσχα'];['n-s---nn-', 'n-s---fa-']
133;Παροιμίαις;['Παροιμία'];['n-p---fd-']
134;Πατὴρ;['Πατήρ'];['n-s---mn-']
135;Παῦλος;['Παῦλος'];['n-s---mn-']
136;Ῥαφαῒν;['Ῥαφαΐν'];['n-s---fn-']
137;Ῥαφαΐν;['Ῥαφαΐν'];['n------g-']
138;Ῥεβέκκας;['Ῥεβέκκα'];['n-s---fg-']
139;Ῥουβὴν;['Ῥουβήν'];['n-s---m--']
140;Ῥουβήν;['Ῥουβήν'];['n-s---m--']
141;Σάρρας;['Σάρρα'];['n-s---fg-']
142;Σαλαμείν;['Σαλαμίν'];['n--------']
143;Σαλήμ;['Σαλήμ'];['n-s----g-']
144;Σηλὼ;['Σηλώ'];['n--------']
145;Σίν;['Σίς'];['n-s----a-']
146;Σιδώνιοι;['Σιδώνιος'];['a-p---mn-']
147;Σιδωνίων;['Σιδώνιος'];['a-p---mg-']
148;Σιὼν;['Σιών'];['n--------']
149;Σιών;['Σιών'];['n--------']
150;Σολομὼν;['Σολομών'];['n-s---mn-']
151;Σολομών;['Σολομών'];['n-s---mn-']
152;Σουσί;['Σουσίς'];['n-s---fv-']
153;Συμεὼν;['Συμεών'];['n-s---mn-']
154;Συμεών;['Συμεών'];['n-s---mn-']
155;Σωτήρ;['Σωτήρ'];['n-s---mn-']
156;Σωτῆρος;['Σωτήρ'];['n-s---mg-']
157;Ὕψιστος;['Ὕψιστος'];['n-s---mn-']
158;Φαραὼ;['Φαραώ'];['n--------', 'n-s---mn-']
159;Φαραώ;['Φαραώ'];['n-s---mg-']
160;Φερεζαίων;['Φερεζαῖος'];['n-p---mg-']
161;Φερεζαῖοι;['Φερεζαῖος'];['n-p---mn-']
162;Χάλεβ;['Χάλεβ'];['n-s---md-', 'n-s---mg-', 'n-s---mn-']
163;Χαναὰν;['Χαναάν'];['n-s----g-']
164;Χαναναίου;['Χαναναῖος'];['a-s---mg-']
165;Χαναναίους;['Χαναναῖος'];['a-p---ma-']
166;Χαναναίῳ;['Χαναναῖος'];['a-s---md-']
167;Χαναναῖον;['Χαναναῖος'];['a-s---ma-']
168;Χαναναῖος;['Χαναναῖος'];['a-s---mn-']
169;Χεβρὼν;['Χεβρών'];['n-s----n-']
170;Χεβρών;['Χεβρών'];['n-s----n-']
171;Χριστὸν;['Χριστός'];['n-s---ma-']
172;Χριστὸς;['Χριστός'];['n-s---mn-']
173;Χριστός;['Χριστός'];['n-s---mn-']
174;Χριστοῦ;['Χριστός'];['n-s---mg-']
175;Χριστῷ;['Χριστός'];['n-s---md-']
176;Ψαλμός;['Ψαλμός'];['n-s---mn-']
177;ἂν;['ἄν'];['g--------']
178;ἄγαν;['ἄγαν'];['d--------']
179;ἄγγελοι;['ἄγγελος'];['n-p---mn-']
180;ἄγοντος;['ἄγω'];['v-sppamg-']
181;ἄζυμα;['ἄζυμος'];['a-p---na-']
182;ἄκαρπός;['ἄκαρπος'];['a-s---mn-']
183;ἄκαρπος;['ἄκαρπος'];['a-s---mn-']
184;ἄκρα;['ἄκρος'];['a-s---fn-']
185;ἄλλην;['ἄλλος'];['p-s---fa-']
186;ἄλλο;['ἄλλος'];['p-s---na-', 'p-s---nn-']
187;ἄλλοι;['ἄλλος'];['p-p---mn-']
188;ἄλλοις;['ἄλλος'];['p-p---nd-', 'p-p---md-']
189;ἄλλου;['ἄλλος'];['p-s---mg-']
190;ἄλλων;['ἄλλος'];['p-p---mg-', 'p-p---fg-']
191;ἄλλως;['ἄλλος'];['d--------']
192;ἄλλ’;['ἄλλος'];['p-s---nn-']
193;ἄν;['ἄν'];['g--------']
194;ἄνδρα;['ἀνήρ'];['n-s---ma-']
195;ἄνδρες;['ἀνήρ'];['n-p---mn-']
196;ἄνθρωπον;['ἄνθρωπος'];['n-s---ma-']
197;ἄνισον;['ἄνισος'];['a-s---fa-']
198;ἄνω;['ἄνω'];['d--------']
199;ἄξιον;['ἄξιος'];['a-s---ma-', 'a-s---nn-', 'a-s---na-']
200;ἄπεισι;['ἀπέρχομαι'];['v3spia---']
201;ἄπιστος;['ἄπιστος'];['a-s---mn-']
202;ἄρχει;['ἄρχω'];['v3spia---']
203;ἄρχοντα;['ἄρχων'];['n-s---ma-']
204;ἄρχοντας;['ἄρχων'];['n-p---ma-']
205;ἀγαθαὶ;['ἀγαθός'];['a-p---fn-']
206;ἀγαθὴν;['ἀγαθός'];['a-s---fa-']
207;ἀγαθῶν;['ἀγαθός'];['a-p---ng-']
208;ἀγωνίζεσθαι;['ἀγωνίζομαι'];['v--pnm---']
209;ἀδελφὸς;['ἀδελφός'];['n-s---mn-']
210;ἀδελφός;['ἀδελφός'];['n-s---mn-']
211;ἀδελφοὶ;['ἀδελφός'];['n-p---mn-']
212;ἀδελφοῦ;['ἀδελφός'];['n-s---mg-']
213;ἀέρα;['ἀήρ'];['n-s---ma-']
214;ἀὴρ;['ἀήρ'];['n-s---mn-']
215;ἀκάθαρτον;['ἀκάθαρτος'];['a-s---fa-']
216;ἀκάρπου;['ἄκαρπος'];['a-s---mg-']
217;ἀκάρπων;['ἄκαρπος'];['a-p---ng-']
218;ἀκαθαρσίαν;['ἀκαθαρσία'];['n-s---fa-']
219;ἀκηδιᾷ;['ἀκηδιάω'];['v3spia---']
220;ἀκληρωτεὶ;['ἀκληρωτεί'];['d--------']
221;ἀκληρωτὶ;['ἀκληρωτί'];['d--------']
222;ἀκούοντα;['ἀκούω'];['v-sppama-']
223;ἀκούοντας;['ἀκούω'];['v-pppama-']
224;ἀκούοντες;['ἀκούω'];['v-pppamn-']
225;ἀκριβῶς;['ἀκριβής'];['d--------']
226;ἀκροατής;['ἀκροατής'];['n-s---mn-']
227;ἀληθείᾳ;['ἀλήθεια'];['n-s---fd-']
228;ἀληθὴς;['ἀληθής'];['a-s---mn-']
229;ἀληθῆ;['ἀληθής'];['a-s---fa-']
230;ἀληθινήν;['ἀληθινός'];['a-s---fa-']
231;ἀληθινὸν;['ἀληθινός'];['a-s---na-']
232;ἀληθινὸς;['ἀληθινός'];['a-s---mn-']
233;ἀληθινόν;['ἀληθινός'];['a-s---ma-']
234;ἀληθινός;['ἀληθινός'];['a-s---mn-']
235;ἀληθινῷ;['ἀληθινός'];['a-s---md-']
236;ἀληθινῶν;['ἀληθινός'];['a-p---mg-']
237;ἀλλὰ;['ἀλλά'];['c--------']
238;ἀλλά;['ἀλλά'];['c--------']
239;ἀλλότριοι;['ἀλλότριος'];['a-p---mn-']
240;ἀλλότριον;['ἀλλότριος'];['a-s---na-']
241;ἀλλοτρίων;['ἀλλότριος'];['a-p---mg-']
242;ἀλλοφύλους;['ἀλλόφυλος'];['a-p---ma-']
243;ἀλλ’;['ἀλλά'];['c--------']
244;ἀμήν;['ἀμήν'];['i--------']
245;ἀμπέλου;['ἄμπελος'];['n-s---fg-']
246;ἀμφιβόλων;['ἀμφίβολος'];['a-p---mg-']
247;ἀμφότεροι;['ἀμφότερος'];['a-p---mn-']
248;ἀμφοτέροις;['ἀμφότερος'];['a-p---md-']
249;ἀνάβασιν;['ἀνάβασις'];['n-s---fa-']
250;ἀνάγκῃ;['ἀνάγκη'];['n-s---fd-']
251;ἀνάδοσις;['ἀνάδοσις'];['n-s---fn-']
252;ἀνάκρασιν;['ἀνάκρασις'];['n-s---fa-']
253;ἀνάλογοι;['ἀνάλογος'];['a-p---mn-']
254;ἀναβαίνει;['ἀναβαίνω'];['v3spia---']
255;ἀναβῆναι;['ἀναβαίνω'];['v--ana---']
256;ἀναγινωσκομένης;['ἀναγιγνώσκω'];['v-sppmfg-']
257;ἀναγνώσει;['ἀνάγνωσις'];['n-s---fd-']
258;ἀναγνώσεσι;['ἀνάγνωσις'];['n-p---fd-']
259;ἀναγνώσεως;['ἀνάγνωσις'];['n-s---fg-']
260;ἀναγνωσμάτων;['ἀνάγνωσμα'];['n-p---ng-']
261;ἀναδράμωμεν;['ἀνατρέχω'];['v1pasa---']
262;ἀνακειμένας;['ἀνάκειμαι'];['v-pppmfa-']
263;ἀναλογίαν;['ἀναλογία'];['n-s---fa-']
264;ἀναμὶξ;['ἀναμίξ'];['d--------']
265;ἀναπαύσεται;['ἀναπαύω'];['v3sfim---']
266;ἀναστοιχειωθεὶς;['ἀναστοιχειόω'];['v-sappmn-']
267;ἀνατέταλκεν;['ἀνατέλλω'];['v3sria---']
268;ἀνατελεῖ;['ἀνατέλλω'];['v3sfia---']
269;ἀνατολὰς;['ἀνατολή'];['n-p---fa-']
270;ἀνατολάς;['ἀνατολή'];['n-p---fa-']
271;ἀνατολαῖς;['ἀνατολή'];['n-p---fd-']
272;ἀνατολήν;['ἀνατολή'];['n-s---fa-']
273;ἀνατολικὰς;['ἀνατολικός'];['a-p---fa-']
274;ἀνατολικῶν;['ἀνατολικός'];['a-p---ng-']
275;ἀνέβη;['ἀναβαίνω'];['v3saia---']
