;form;lemmi;postag
0;,;[','];['u--------']
1;-δὲ;['δέ'];['c--------']
2;-τε;['τε'];['c--------']
3;.;['.'];['u--------']
4;";";"[';']";['u--------']
5;E;['E'];['z--------']
6;·;['·'];['u--------']
7;ἂν;['ἐάν', 'ἄν'];['c--------', 'g--------']
8;ἄλλα;['ἄλλος'];['p-p---na-']
9;ἄλλῃ;['ἄλλος'];['p-s---fd-']
10;ἄλλο;['ἄλλος'];['p-s---nn-']
11;ἄλλοις;['ἄλλος'];['p-p---md-']
12;ἄλλον;['ἄλλος'];['p-s---ma-']
13;ἄλλων;['ἄλλος'];['p-p---fg-']
14;ἄν;['ἄν'];['g--------']
15;ἄνθρωποι;['ἄνθρωπος'];['n-p---mn-']
16;ἄρα;['ἄρα'];['g--------']
17;ἄριστα;['ἀγαθός'];['a-p---nas']
18;ἆρ’;['ἆρα'];['g--------']
19;ἀγαθῶν;['ἀγαθός'];['a-p---ng-']
20;ἀγαπῶσι;['ἀγαπάω'];['v3ppia---']
21;ἀγνοεῖν;['ἀγνοέω'];['v--pna---']
22;ἀδικήμασιν;['ἀδίκημα'];['n-p---nd-']
23;ἀθανασίαν;['ἀθανασία'];['n-s---fa-']
24;ἀκούσας;['ἀκούω'];['v-sapamn-']
25;ἀληθῶς;['ἀληθής'];['d--------']
26;ἀλλὰ;['ἀλλά'];['c--------']
27;ἀλλοτρίᾳ;['ἀλλότριος'];['a-s---fd-']
28;ἀλλ’;['ἀλλά'];['c--------']
29;ἀμείβεσθαι;['ἀμείβω'];['v--pnm---']
30;ἀμελεῖν;['ἀμελέω'];['v--pna---']
31;ἀμνήμων;['ἀμνήμων'];['a-s---mn-']
32;ἀναβιβαζόμενον;['ἀναβιβάζω'];['v-sppmnn-']
33;ἀναθρεψαμένη;['ἀνατρέφω'];['v-sapmfn-']
34;ἀνακαλοῦσιν;['ἀνακαλέω'];['v3ppia---']
35;ἀνδρείας;['ἀνδρεία'];['n-s---fg-']
36;ἀνδρεῖον;['ἀνδρεῖος'];['a-s---ma-']
37;ἀνειμένοις;['ἀνίημι'];['v-prpmnd-']
38;ἀνθρώποις;['ἄνθρωπος'];['n-p---md-']
39;ἀνθρώπων;['ἄνθρωπος'];['n-p---mg-']
40;ἀνωτέρω;['ἀνώτερος'];['d--------']
41;ἀπὸ;['ἀπό'];['r--------']
42;ἀποδημίαις;['ἀποδημία'];['n-p---fd-']
43;ἀποδημίας;['ἀποδημία'];['n-s---fg-']
44;ἀποδιδόναι;['ἀποδίδωμι'];['v--pna---']
45;ἀπονέμει;['ἀπονέμω'];['v3spia---']
46;ἀπονέμειν;['ἀπονέμω'];['v--pna---']
47;ἀπορήσουσιν;['ἀπορέω'];['v3pfia---']
48;ἀπορῶσι;['ἀφοράω'];['v3ppsa---']
49;ἀρετήν;['ἀρετή'];['n-s---fa-']
50;ἀφθονίαν;['ἀφθονία'];['n-s---fa-']
51;ἀφικόμενος;['ἀφικνέομαι'];['v-sapmmn-']
52;ἀχαρίστους;['ἀχάριστος'];['a-p---ma-']
53;ἀχθόμενος;['ἄχθομαι'];['v-sppmmn-']
54;ἁλίσκεσθαι;['ἁλίσκομαι'];['v--pnm---']
55;ἁπανταχοῦ;['ἁπανταχοῦ'];['d--------']
56;ἁπασῶν;['ἅπας'];['p-p---fg-']
57;αἰτία;['αἰτία'];['n-s---fn-']
58;αἵρεσίς;['αἵρεσις'];['n-s---fn-']
59;αἷς;['ὅς'];['p-p---fd-']
60;αὐτὸ;['αὐτός'];['p-s---na-']
61;αὐτὸς;['αὐτός'];['p-s---mn-']
62;αὐτοὶ;['αὐτός'];['p-p---mn-']
63;αὐτοῖς;['αὐτός'];['p-p---md-']
64;αὐτοχθόνων;['αὐτόχθων'];['a-p---mg-']
65;αὐτῷ;['αὐτός'];['p-s---md-']
66;αὐτῶν;['αὐτός'];['p-p---mg-']
67;αὑτοὺς;['ἑαυτοῦ'];['p-p---ma-']
68;αὑτῶν;['ἑαυτοῦ'];['p-p---mg-']
69;βελτίοσιν;['ἀγαθός'];['a-p---mdc']
70;βίον;['βίος'];['n-s---ma-']
71;βιοῦν;['βιόω'];['v--pna---']
72;γὰρ;['γάρ'];['g--------']
73;γαστρὸς;['γαστήρ'];['n-s---fg-']
74;γε;['γε'];['g--------']
75;γένεσις;['γένεσις'];['n-s---fn-']
76;γεγηρακόσιν;['γηράσκω'];['v-prpamd-']
77;γεγηρακότων;['γηράσκω'];['v-prpamg-']
78;γεννησαμένη;['γεννάω'];['v-sapmfn-']
79;γενόμενος;['γίγνομαι'];['v-sapmmn-']
80;γενομένους;['γίγνομαι'];['v-papmma-']
81;γῇ;['γῆ'];['n-s---fd-']
82;γῆν;['γῆ'];['n-s---fa-']
83;γῆς;['γῆ'];['n-s---fg-']
84;γλύκιον;['γλύκιος'];['a-s---nn-']
85;γνησίοις;['γνήσιος'];['a-p---md-']
86;γνώσεως;['γνῶσις'];['n-s---fg-']
87;γονέων;['γονεύς'];['n-p---mg-']
88;γοῦν;['γοῦν'];['g--------']
89;δαπανήματα;['δαπάνημα'];['n-p---na-']
90;δὲ;['δέ'];['c--------']
91;δέ;['δέ'];['c--------']
92;δεηθῆναι;['δέω'];['v--anp---']
93;δεῖ;['δέω'];['v3siia---']
94;δειλὸν;['δειλός'];['a-s---ma-']
95;δεινὸν;['δεινός'];['a-s---nn-']
96;δῆλός;['δῆλος'];['a-s---mn-']
97;δίκαιοι;['δίκαιος'];['a-p---mn-']
98;δίκαιον;['δίκαιος'];['a-s---nn-']
99;διὰ;['διά'];['r--------']
100;διδάσκαλος;['διδάσκαλος'];['n-s---fn-']
101;διδομένην;['δίδωμι'];['v-sppmfa-']
102;διειλημμένοις;['διαλαμβάνω'];['v-prpmnd-']
103;δικαίαν;['δίκαιος'];['a-s---fa-']
104;δικαστὴς;['δικαστής'];['n-s---mn-']
105;δι’;['διά'];['r--------']
106;δόξαν;['δόξα'];['n-s---fa-']
107;δοκεῖ;['δοκέω'];['v3spia---']
108;δοκοῦσιν;['δοκέω'];['v3ppia---']
109;δύνηται;['δύναμαι'];['v3spsm---']
110;δ’;['δέ'];['c--------']
111;ἔλαχε;['λαγχάνω'];['v3saia---']
112;ἔπαινον;['ἔπαινος'];['n-s---ma-']
113;ἔστιν;['εἰμί'];['v3spia---']
114;ἔχειν;['ἔχω'];['v--pna---']
115;ἔχουσιν;['ἔχω'];['v3ppia---']
116;ἔχωσι;['ἔχω'];['v3ppsa---']
117;ἐάσας;['ἐάω'];['v-sapamn-']
118;ἐγγίνεται;['ἐγγίγνομαι'];['v3spim---']
119;ἐγένετο;['γίγνομαι'];['v3saim---']
120;ἐγένοντο;['γίγνομαι'];['v3paim---']
121;ἐγκωμίων;['ἐγκώμιον'];['n-p---ng-']
122;ἐγνώρισεν;['γνωρίζω'];['v3saia---']
123;ἐκ;['ἐκ'];['r--------']
124;ἐμοὶ;['ἐγώ'];['p-s---cd-']
125;ἐν;['ἐν'];['r--------']
